Analysis by Brandon Lampe, performed on: 2016/07/13 08:55:47
Experimental results below begin at: 2016/06/23 09:51:57
Duration (sec),Duration (day),Elapsed Time (sec),Elapsed Time (day),Interpolated Fractional Density,Fit to Fractional Density,Fit to Volume Strain,Fit to Volume Strain Rate (1/sec),Confining Pressure (MPa),Pore Pressure (MPa),Terzaghi Pressure (MPa),Solid Pressure (MPa),Temperature (C))
6.567955e+06,7.601800e+01,0.000000e+00,0.000000e+00,8.241133e-01,8.244640e-01,4.254535e-04,-5.855766e-06,2.964008e+01,-1.104979e-01,2.975058e+01,3.598961e+01,2.095833e+01
6.567965e+06,7.601812e+01,1.001739e+01,1.159420e-04,8.240496e-01,8.244156e-01,3.667940e-04,-4.683606e-06,2.940296e+01,-1.104979e-01,2.951346e+01,3.570465e+01,2.090000e+01
6.567975e+06,7.601823e+01,2.003478e+01,2.318841e-04,8.240263e-01,8.243866e-01,3.316185e-04,-3.693136e-06,2.926077e+01,-1.104979e-01,2.937127e+01,3.553311e+01,2.090000e+01
6.567985e+06,7.601835e+01,3.005217e+01,3.478261e-04,8.239956e-01,8.243546e-01,2.928028e-04,-4.266174e-06,2.910388e+01,-1.104979e-01,2.921438e+01,3.534403e+01,2.090000e+01
6.567995e+06,7.601846e+01,4.006957e+01,4.637681e-04,8.239629e-01,8.243162e-01,2.461466e-04,-4.536485e-06,2.891530e+01,-1.133489e-01,2.902865e+01,3.511718e+01,2.090000e+01
6.568005e+06,7.601858e+01,5.008696e+01,5.797101e-04,8.239227e-01,8.242797e-01,2.019153e-04,-4.159430e-06,2.873654e+01,-1.139853e-01,2.885052e+01,3.490207e+01,2.090000e+01
6.568015e+06,7.601870e+01,6.010435e+01,6.956522e-04,8.238976e-01,8.242475e-01,1.628133e-04,-3.923982e-06,2.857851e+01,-1.104979e-01,2.868900e+01,3.471058e+01,2.090000e+01
6.568025e+06,7.601881e+01,7.012174e+01,8.115942e-04,8.238687e-01,8.242149e-01,1.232992e-04,-4.194034e-06,2.841882e+01,-1.104979e-01,2.852931e+01,3.451797e+01,2.085700e+01
6.568035e+06,7.601893e+01,8.013913e+01,9.275362e-04,8.238687e-01,8.241782e-01,7.878674e-05,-4.397962e-06,2.823893e+01,-1.104979e-01,2.834943e+01,3.429964e+01,2.084321e+01
6.568045e+06,7.601904e+01,9.015652e+01,1.043478e-03,8.238444e-01,8.241423e-01,3.518696e-05,-4.242663e-06,2.806275e+01,-1.104979e-01,2.817325e+01,3.408679e+01,2.085543e+01
