Analysis by Brandon Lampe, performed on: 2016/07/04 15:56:3
Experimental results below begin at: 2015/06/20 13:51:3
Duration (sec),Duration (day),Elapsed Time (sec),Elapsed Time (day),Interpolated Fractional Density,Fit to Fractional Density,Fit to Volume Strain,Fit to Volume Strain Rate (1/sec),Confining Pressure (MPa),Pore Pressure (MPa),Terzaghi Pressure (MPa),Solid Pressure (MPa),Temperature (C))
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,8.694011e-01,8.797860e-01,1.187402e-02,0.000000e+00,2.686559e-02,0.000000e+00,2.686559e-02,3.090125e-02,1.633000e+02
1.016471e+01,1.176471e-04,1.016471e+01,1.176471e-04,8.790896e-01,8.797860e-01,1.187402e-02,0.000000e+00,3.934828e-02,0.000000e+00,3.934828e-02,4.476026e-02,1.634961e+02
2.032941e+01,2.352941e-04,2.032941e+01,2.352941e-04,8.880371e-01,8.797860e-01,1.187402e-02,0.000000e+00,6.971386e-02,0.000000e+00,6.971386e-02,7.850331e-02,1.635887e+02
3.049412e+01,3.529412e-04,3.049412e+01,3.529412e-04,8.980574e-01,8.797860e-01,1.187402e-02,0.000000e+00,1.470390e-01,0.000000e+00,1.470390e-01,1.637301e-01,1.636936e+02
4.065882e+01,4.705882e-04,4.065882e+01,4.705882e-04,9.060052e-01,8.797860e-01,1.187402e-02,0.000000e+00,3.476583e-01,0.000000e+00,3.476583e-01,3.837266e-01,1.637000e+02
5.082353e+01,5.882353e-04,5.082353e+01,5.882353e-04,8.984469e-01,8.797860e-01,1.187402e-02,2.210066e-17,1.880344e+00,0.000000e+00,1.880344e+00,2.092883e+00,1.637984e+02
6.098824e+01,7.058824e-04,6.098824e+01,7.058824e-04,8.905765e-01,8.797860e-01,1.187402e-02,4.167898e-11,3.642978e+00,0.000000e+00,3.642978e+00,4.090584e+00,1.639931e+02
7.115294e+01,8.235294e-04,7.115294e+01,8.235294e-04,8.857000e-01,8.797860e-01,1.187402e-02,5.747457e-08,5.495771e+00,0.000000e+00,5.495771e+00,6.205003e+00,1.641064e+02
8.131765e+01,9.411765e-04,8.131765e+01,9.411765e-04,8.814680e-01,8.797870e-01,1.187519e-02,2.734932e-07,7.140031e+00,0.000000e+00,7.140031e+00,8.100159e+00,1.643000e+02
9.148235e+01,1.058824e-03,9.148235e+01,1.058824e-03,8.806357e-01,8.797909e-01,1.187958e-02,1.328125e-06,7.647068e+00,0.000000e+00,7.647068e+00,8.683577e+00,1.643000e+02
1.016471e+02,1.176471e-03,1.016471e+02,1.176471e-03,8.800953e-01,8.798107e-01,1.190219e-02,5.538036e-06,8.280244e+00,0.000000e+00,8.280244e+00,9.408349e+00,1.643000e+02
1.118118e+02,1.294118e-03,1.118118e+02,1.294118e-03,8.793589e-01,8.798899e-01,1.199216e-02,1.641715e-05,8.972661e+00,0.000000e+00,8.972661e+00,1.020364e+01,1.643037e+02
1.219765e+02,1.411765e-03,1.219765e+02,1.411765e-03,8.793056e-01,8.801044e-01,1.223594e-02,3.496374e-05,9.646477e+00,0.000000e+00,9.646477e+00,1.097056e+01,1.644000e+02
1.321412e+02,1.529412e-03,1.321412e+02,1.529412e-03,8.800013e-01,8.805155e-01,1.270296e-02,6.633506e-05,1.026052e+01,0.000000e+00,1.026052e+01,1.165966e+01,1.644000e+02
1.423059e+02,1.647059e-03,1.423059e+02,1.647059e-03,8.806317e-01,8.812921e-01,1.358449e-02,1.057633e-04,1.091938e+01,0.000000e+00,1.091938e+01,1.239948e+01,1.644000e+02
1.524706e+02,1.764706e-03,1.524706e+02,1.764706e-03,8.819537e-01,8.824108e-01,1.485306e-02,1.460398e-04,1.153992e+01,0.000000e+00,1.153992e+01,1.308450e+01,1.644000e+02
1.626353e+02,1.882353e-03,1.626353e+02,1.882353e-03,8.841569e-01,8.839125e-01,1.655339e-02,1.977411e-04,1.215678e+01,0.000000e+00,1.215678e+01,1.374957e+01,1.644000e+02
1.728000e+02,2.000000e-03,1.728000e+02,2.000000e-03,8.863711e-01,8.859652e-01,1.887302e-02,2.433346e-04,1.283467e+01,0.000000e+00,1.283467e+01,1.448001e+01,1.644000e+02
1.829647e+02,2.117647e-03,1.829647e+02,2.117647e-03,8.885491e-01,8.882959e-01,2.150024e-02,2.624222e-04,1.350196e+01,0.000000e+00,1.350196e+01,1.519552e+01,1.643840e+02
1.931294e+02,2.235294e-03,1.931294e+02,2.235294e-03,8.912209e-01,8.907043e-01,2.420791e-02,2.787678e-04,1.414359e+01,0.000000e+00,1.414359e+01,1.586990e+01,1.642789e+02
2.032941e+02,2.352941e-03,2.032941e+02,2.352941e-03,8.933824e-01,8.933443e-01,2.716743e-02,2.854630e-04,1.483432e+01,0.000000e+00,1.483432e+01,1.660467e+01,1.641791e+02
2.134588e+02,2.470588e-03,2.134588e+02,2.470588e-03,8.957637e-01,8.958884e-01,3.001121e-02,2.603715e-04,1.551882e+01,0.000000e+00,1.551882e+01,1.732468e+01,1.640745e+02
2.236235e+02,2.588235e-03,2.236235e+02,2.588235e-03,8.979447e-01,8.980855e-01,3.246063e-02,2.278247e-04,1.614804e+01,0.000000e+00,1.614804e+01,1.798334e+01,1.639566e+02
