220,42187.65385,0.653854167,14.2698,4.09448,-20034.8,0.49973,-0.0669173,91.3,89.5,88.2,23.2,0,85.4,20.9462,480.385,0.00183105,-0.291252,-0.136649,0,0,0,0,0,9.109269325,9.109269325,9.109269325,0,128,0,0,0,0,0.697744341,0.778996934,0.778996934,0.778996934,0.778996934,0.778996934
221,42187.65397,0.653969907,17.0632,3.17065,-20049.7,0.499712,-0.0669173,91.5,89.4,88.2,23.2,0,85.4,20.9462,476.788,0.00183105,-0.291344,-0.136558,0,0,0,0.00023368,-0.00023114,9.109503005,9.109038185,9.109270595,-3.597,124.403,0.071625295,-0.070843798,0.00038926,-0.070843798,0.699795518,0.779047145,0.778946176,0.779047145,0.778996659,0.779047145
222,42187.65409,0.654085648,33.5139,4.09448,-19896.8,0.499712,-0.0672852,91.6,89.3,88.2,23.2,0,85.3,20.9462,465.095,0.00183105,-0.291649,-0.136253,0,0,0,0.00100838,-0.00100584,9.110277705,9.108263485,9.109270595,-15.29,112.71,0.309100244,-0.308265827,0.00038926,-0.308265827,0.706547538,0.779215466,0.778777934,0.779215466,0.778996659,0.779215466
223,42187.6542,0.654201389,96.5227,4.09448,-19930.4,0.49973,-0.0676529,91.6,89.5,88.2,23.2,0,85.4,20.9462,448.456,0.00183105,-0.294971,-0.135704,0,0,0,0.00944626,-0.0024003,9.118715585,9.106869025,9.112792305,-31.929,96.071,2.897773331,-0.735542138,1.08014852,-0.735542138,0.716383328,0.779518567,0.776948662,0.779518567,0.778232177,0.779518567
224,42187.65432,0.65431713,289.895,4.09448,-19628.4,0.49973,-0.0676529,91.6,89.6,88.2,23.2,0,85.5,20.9462,430.375,0.00183105,-0.302561,-0.135216,0,0,0,0.02872486,-0.00363982,9.137994185,9.105629505,9.121811845,-50.01,77.99,8.827031531,-1.115253357,3.848665485,-1.115253357,0.727386769,0.779788125,0.772790993,0.779788125,0.776278875,0.779788125
225,42187.65442,0.654421296,461.229,4.09448,-19535.2,0.49973,-0.0676529,91.6,90,88.2,23.2,0,85.7,20.9462,422.574,0.00183105,-0.304848,-0.134546,0,0,0,0.03453384,-0.00534162,9.143803165,9.103927705,9.123865435,-57.811,70.189,10.61764498,-1.636440302,4.479635061,-1.636440302,0.73223925,0.78015842,0.771544127,0.78015842,0.775835072,0.78015842
226,42187.65455,0.654548611,546.276,4.09448,-19468.1,0.49973,-0.0676529,91.5,90.3,88.2,23.2,0,85.7,20.9462,417.984,0.00183105,-0.304665,-0.133875,0,0,0,0.03406902,-0.00704596,9.143338345,9.102223365,9.122780855,-62.401,65.599,10.47429594,-2.158245246,4.146366724,-2.158245246,0.735124755,0.780529507,0.771643798,0.780529507,0.776069419,0.780529507
227,42187.65466,0.654664352,644.979,7.17383,121695,0.499822,-0.0669173,91.5,90.6,88.2,23.2,0,85.9,20.9978,413.193,0.00183105,-0.316462,-0.13351,0,0,0,0.0640334,-0.00797306,9.173302725,9.101296265,9.137299495,-67.192,60.808,19.73966617,-2.442021286,8.613018714,-2.442021286,0.738160977,0.780731465,0.765254097,0.780731465,0.772940287,0.780731465
228,42187.65478,0.654780093,747.718,7.17383,121695,0.499822,-0.0669173,91.5,91,88.1,23.2,0,86.1,21.0097,408.913,0.00244141,-0.3157,-0.132839,0,0,0,0.06209792,-0.0096774,9.171367245,9.099591925,9.135479585,-71.472,56.528,19.13968927,-2.963579225,8.052486307,-2.963579225,0.74089465,0.781102922,0.765664655,0.781102922,0.773331585,0.781102922
229,42187.6549,0.654895833,842.387,7.17383,121695,0.499822,-0.0671012,91.4,91.3,88.1,23.2,0,86.2,20.9978,405.051,0.00183105,-0.313779,-0.132169,0,0,0,0.05721858,-0.0113792,9.166487905,9.097890125,9.132189015,-75.334,52.666,17.62807013,-3.484200285,7.039454919,-3.484200285,0.743378778,0.781474063,0.766700994,0.781474063,0.774039771,0.781474063
230,42187.65501,0.655011574,945.125,7.17383,121695,0.499822,-0.0671012,91.3,91.5,88.1,23.3,0,86.4,20.9978,400.849,0.00183105,-0.314755,-0.131041,0,0,0,0.05969762,-0.01424432,9.168966945,9.095025005,9.131995975,-79.536,48.464,18.39591172,-4.360348384,6.980044398,-4.360348384,0.746100595,0.782099451,0.766174225,0.782099451,0.774081344,0.782099451
231,42187.65513,0.655127315,1032.03,7.17383,121695,0.499822,-0.0671012,91.3,91.5,88,23.2,0,86.5,21.0097,396.243,0.00183105,-0.314267,-0.13037,0,0,0,0.0584581,-0.01594866,9.167727425,9.093320665,9.130524045,-84.142,43.858,18.01194838,-4.881317882,6.527106832,-4.881317882,0.749107089,0.78247179,0.766437549,0.78247179,0.774398435,0.78247179
232,42187.65523,0.655231481,1125.77,8.09766,121695,0.499822,-0.0671012,91.3,91.5,88,23.2,0,86.6,21.0097,392.537,0.00183105,-0.313596,-0.129517,0,0,0,0.05675376,-0.01811528,9.166023085,9.091154045,9.128588565,-87.848,40.152,17.48413773,-5.543362778,5.931709205,-5.543362778,0.751543771,0.782945467,0.766799818,0.782945467,0.774815655,0.782945467
233,42187.65536,0.655358796,1216.72,3.17065,-20072,0.499749,-0.068082,91.2,91.3,87.9,23.2,0,86.7,20.9581,387.978,0.00183105,-0.309999,-0.128267,0,0,0,0.04761738,-0.02129028,9.156886705,9.087979045,9.122432875,-92.407,35.593,14.65746841,-6.513067488,4.039453634,-6.513067488,0.754563129,0.783640304,0.768745783,0.783640304,0.776144628,0.783640304
234,42187.65547,0.655474537,1310.76,4.09448,-20023.6,0.49973,-0.068082,91.2,91.2,87.9,23.2,0,86.7,20.9581,383.853,0.00183105,-0.310091,-0.127048,0,0,0,0.04785106,-0.02438654,9.157120385,9.084882785,9.121001585,-96.532,31.468,14.72970819,-7.458189439,3.599775515,-7.458189439,0.757316038,0.784318715,0.768695928,0.784318715,0.776454076,0.784318715
235,42187.65559,0.655590278,1402.64,4.09448,-19908,0.49973,-0.068082,91.1,91,87.9,23.2,0,86.7,20.9581,379.759,0.00183105,-0.308079,-0.125616,0,0,0,0.04274058,-0.02802382,9.152009905,9.081245505,9.116627705,-100.626,27.374,13.15054511,-8.56778229,2.256863181,-8.56778229,0.760068192,0.785116683,0.769787236,0.785116683,0.777400757,0.785116683
236,42187.65571,0.655706019,1504.14,4.09448,-19770.1,0.49973,-0.068082,91.1,90.8,87.9,23.2,0,86.7,20.9581,375.51,0.00183105,-0.308932,-0.124183,0,0,0,0.0449072,-0.03166364,9.154176525,9.077605685,9.115891105,-104.875,23.125,13.81986475,-9.677421878,2.030808695,-9.677421878,0.762945777,0.78591631,0.769324313,0.78591631,0.77756034,0.78591631
237,42187.65582,0.655821759,1596.94,4.09448,-19676.9,0.49973,-0.068082,91.1,90.7,87.9,23.2,0,86.9,20.9581,370.951,0.00183105,-0.30817,-0.122872,0,0,0,0.04297172,-0.03499358,9.152241045,9.074275745,9.113258395,-109.434,18.566,13.22193729,-10.6919533,1.223103335,-10.6919533,0.766057636,0.786648827,0.769737833,0.786648827,0.778131076,0.786648827
238,42187.65594,0.6559375,1688.2,4.09448,-19617.2,0.49973,-0.068082,91,90.5,87.9,23.2,0,86.9,20.9581,366.717,0.00183105,-0.307134,-0.121044,0,0,0,0.04034028,-0.0396367,9.149609605,9.069632625,9.109621115,-113.668,14.332,12.4093394,-12.10555372,0.107828355,-12.10555372,0.76897048,0.787671762,0.770300529,0.787671762,0.778920523,0.787671762
239,42187.65605,0.656053241,1774.17,5.01831,121695,0.499786,-0.0676529,90.9,90.4,87.9,23.2,0,86.9,20.9859,362.778,0.00183105,-0.306006,-0.119337,0,0,0,0.03747516,-0.04397248,9.146744485,9.065296845,9.106020665,-117.607,10.393,11.52501576,-13.42451519,-0.995435598,-13.42451519,0.771700334,0.788628615,0.770913828,0.788628615,0.779703046,0.788628615
240,42187.65617,0.656168981,1875.67,7.17383,121695,0.499767,-0.0671012,90.9,90.3,87.8,23.2,0,87.1,21.0097,358.297,0.00183105,-0.306189,-0.116868,0,0,0,0.03793998,-0.05024374,9.147209305,9.059025585,9.103117445,-122.088,5.912,11.66845231,-15.33043137,-1.884531456,-15.33043137,0.774829474,0.790015394,0.770814285,0.790015394,0.780334809,0.790015394
241,42187.65628,0.656284722,1959.79,7.17383,121695,0.499822,-0.0672852,90.9,90.2,87.7,23.2,0,87.2,21.0097,353.691,0.00183105,-0.303994,-0.114399,0,0,0,0.03236468,-0.056515,9.141634005,9.052754325,9.097194165,-126.694,1.306,9.948784987,-17.23418944,-3.697065047,-17.23418944,0.778072462,0.791405479,0.772009406,0.791405479,0.781625913,0.791405479
242,42187.6564,0.656400463,2059.42,7.17383,121695,0.499841,-0.0672852,90.8,90,87.6,23.2,0,87.3,21.0216,348.636,0.00183105,-0.303415,-0.111077,0,0,0,0.03089402,-0.06495288,9.140163345,9.044316445,9.092239895,-131.749,-3.749,9.495455226,-19.7922622,-5.211596484,-19.7922622,0.78166297,0.793281053,0.772325075,0.793281053,0.782708025,0.793281053
