ID,Date (GMT),Time (24hr),Duration (hrs),Step Int (hrs),ConfP (psi),ActP (psi),Load (lbs),SmallLVDT (in),LargeLVDT (in),LVTemp (C),UVTemp (C),PistonTemp (C),LCTemp (C),AmbTemp (C),DilaFBK (in),ISCO Volume (V),DnStream Flow (SCCM),DwnStream Temp (C)
1,2014-11-18T15:38:23.000,8:38:23 AM,0,,205.149,16.1577,1786.66,-0.000325978,-0.000549495,51.3,49.8,50.7,24.1,0,1.55487,,-0.0458307,
2,2014-11-18T15:38:24.000,8:38:24 AM,0,,205.149,16.1577,1786.66,-0.000325978,-0.000549495,51.3,49.9,50.7,24.3,0,1.55487,,-0.0458307,
3,2014-11-18T15:38:25.000,8:38:25 AM,0,,205.149,16.1577,1786.66,-0.000325978,-0.000549495,51.3,49.9,50.7,24.3,0,1.55487,,-0.0458307,
4,2014-11-18T15:38:26.000,8:38:26 AM,0,,205.149,16.1577,1786.66,-0.000325978,-0.000549495,51.2,49.7,50.6,24.1,0,1.55487,,-0.0458307,
5,2014-11-18T15:38:27.000,8:38:27 AM,0,,205.149,17.0811,1786.66,-0.000325978,-0.000549495,51.2,49.8,50.6,24.3,0,1.55487,,-0.0458307,
6,2014-11-18T15:38:28.000,8:38:28 AM,0,,205.149,16.1577,1776.09,-0.000325978,-0.000549495,51.2,50,50.7,24.1,0,1.55487,,-0.0458307,
7,2014-11-18T15:38:29.000,8:38:29 AM,0,,205.149,16.1577,1776.09,-0.000325978,-0.000549495,51.2,49.9,50.6,24.3,0,1.55487,,-0.0458307,
8,2014-11-18T15:38:30.000,8:38:30 AM,0,,205.149,16.1577,1786.66,-0.000325978,-0.000549495,51.2,50,50.7,24.3,0,1.55487,,-0.0458307,
9,2014-11-18T15:38:31.000,8:38:31 AM,0,,205.149,16.1577,1786.66,-0.000307523,-0.000549495,51.2,50,50.6,24.1,0,1.55487,,-0.0458307,
10,2014-11-18T15:38:32.000,8:38:32 AM,0,,205.149,16.1577,1786.66,-0.000325978,-0.000549495,51.2,50.1,50.6,24.3,0,1.55487,,-0.0458307,
11,2014-11-18T15:38:33.000,8:38:33 AM,0,,205.149,16.1577,1786.66,-0.000325978,-0.000549495,51.2,50.2,50.7,24.3,0,1.55487,,-0.0458307,
12,2014-11-18T15:38:34.000,8:38:34 AM,0,,205.149,16.1577,1786.66,-0.000307523,-0.000549495,51.2,50.1,50.6,24.3,0,1.55487,,-0.0458307,
13,2014-11-18T15:38:35.000,8:38:35 AM,0,,205.149,16.1577,1786.66,-0.000307523,-0.000549495,51.2,50.1,50.7,24.3,0,1.55487,,-0.0458307,
14,2014-11-18T15:38:36.000,8:38:36 AM,0,,205.149,16.1577,1786.66,-0.000307523,-0.000549495,51.2,50.2,50.6,24.1,0,1.55487,,-0.0458307,
15,2014-11-18T15:38:37.000,8:38:37 AM,0,,205.149,16.1577,1786.66,-0.000307523,-0.000549495,51.2,50.2,50.7,24.3,0,1.55487,,-0.0458307,
16,2014-11-18T15:38:38.000,8:38:38 AM,0,,205.149,16.1577,1786.66,-0.000307523,-0.000549495,51.2,50.2,50.7,24.3,0,1.55487,,-0.0458307,
17,2014-11-18T15:38:39.000,8:38:39 AM,0,,205.149,16.1577,1776.09,-0.000307523,-0.000549495,51.2,50.4,50.7,24.3,0,1.55487,,-0.0458307,
18,2014-11-18T15:38:40.000,8:38:40 AM,0,,205.149,16.1577,1786.66,-0.000307523,-0.00036633,51.2,50.5,50.7,24.3,0,1.55487,,-0.0458307,
19,2014-11-18T15:38:41.000,8:38:41 AM,0,,205.149,16.1577,1786.66,-0.000307523,-0.000549495,51.2,50.5,50.7,24.1,0,1.55487,,-0.0458307,
20,2014-11-18T15:38:42.000,8:38:42 AM,0,,205.149,16.1577,1786.66,-0.000289068,-0.000549495,51.2,50.6,50.7,24.3,0,1.55487,,-0.0458307,
21,2014-11-18T15:38:43.000,8:38:43 AM,0,,205.149,16.1577,1786.66,-0.000307523,-0.000549495,51.2,50.6,50.6,24.3,0,1.55487,,-0.0458307,
22,2014-11-18T15:38:44.000,8:38:44 AM,0,,205.149,16.1577,1786.66,-0.000307523,-0.00036633,51.2,50.7,50.6,24.3,0,1.55487,,-0.0458307,
23,2014-11-18T15:38:45.000,8:38:45 AM,0,,205.149,16.1577,1786.66,-0.000289068,-0.000549495,51.2,50.8,50.6,24.3,0,1.55487,,-0.0458307,
24,2014-11-18T15:38:46.000,8:38:46 AM,0,,205.149,16.1577,1786.66,-0.000289068,-0.000549495,51.2,50.8,50.6,24.1,0,1.55487,,-0.0458307,
25,2014-11-18T15:38:47.000,8:38:47 AM,0,,205.149,16.1577,1786.66,-0.000289068,-0.00036633,51.2,50.9,50.6,24.2,0,1.55487,,-0.0458307,
26,2014-11-18T15:38:48.000,8:38:48 AM,0,,205.149,16.1577,1786.66,-0.000289068,-0.000549495,51.2,50.9,50.7,24.1,0,1.55487,,-0.0458307,
27,2014-11-18T15:38:49.000,8:38:49 AM,0,,205.149,16.1577,1786.66,-0.000289068,-0.000549495,51.2,50.8,50.6,24.3,0,1.55487,,-0.0458307,
28,2014-11-18T15:44:17.000,8:44:17 AM,0,0,205.149,16.1577,1765.52,-0.000578143,-0.00073266,50.9,50.5,49.8,24.1,0,1.55487,,-0.0458307,
29,2014-11-18T15:44:32.000,8:44:32 AM,0,0,204.226,16.1577,1751.43,-0.000578143,-0.00073266,50.9,50.3,49.8,24.1,0,1.55487,,-0.0458307,
30,2014-11-18T15:44:47.000,8:44:47 AM,0,0,203.302,16.1577,1751.43,-0.000615045,-0.00073266,50.9,50.3,49.7,24.1,0,1.55487,,-0.0458307,
31,2014-11-18T15:45:02.000,8:45:02 AM,0,0,202.379,16.1577,1740.86,-0.000615045,-0.00073266,50.8,50.2,49.7,24.1,0,1.55487,,-0.0458307,
32,2014-11-18T15:45:17.000,8:45:17 AM,0,0,202.379,16.1577,1740.86,-0.000670396,-0.00073266,50.8,50.2,49.6,24.1,0,1.55487,,-0.0458307,
33,2014-11-18T15:45:32.000,8:45:32 AM,0,0,202.379,16.1577,1740.86,-0.000707299,-0.000915825,50.8,50.1,49.6,24.1,0,1.55487,,-0.0458307,
34,2014-11-18T15:45:47.000,8:45:47 AM,0,0,200.533,16.1577,1730.29,-0.000707299,-0.00073266,50.8,50,49.6,24.1,0,1.55487,,-0.0458307,
35,2014-11-18T15:46:02.000,8:46:02 AM,0,0,199.61,16.1577,1719.72,-0.000707299,-0.00073266,50.8,50,49.5,24.1,0,1.55487,,-0.0458307,
36,2014-11-18T15:46:17.000,8:46:17 AM,0,0,199.61,16.1577,1719.72,-0.000768803,-0.000915825,50.8,49.9,49.5,24,0,1.55487,,-0.0458307,
37,2014-11-18T15:46:32.000,8:46:32 AM,0,0,198.379,16.1577,1719.72,-0.000824153,-0.000915825,50.8,49.9,49.5,24.1,0,1.55487,,-0.0458307,
38,2014-11-18T15:46:47.000,8:46:47 AM,0,0,197.456,16.1577,1719.72,-0.000824153,-0.000915825,50.6,49.9,49.4,24,0,1.55487,,-0.0458307,
39,2014-11-18T15:47:02.000,8:47:02 AM,0,0,197.456,16.1577,1709.15,-0.000805706,-0.000915825,50.7,49.8,49.4,24,0,1.55487,,-0.0458307,
40,2014-11-18T15:47:17.000,8:47:17 AM,0,0,196.532,16.1577,1709.15,-0.000842609,-0.000915825,50.7,49.7,49.3,24,0,1.55487,,-0.0458307,
41,2014-11-18T15:47:32.000,8:47:32 AM,0,0,196.532,16.1577,1709.15,-0.000879511,-0.000915825,50.5,49.7,49.3,24,0,1.55487,,-0.0458307,
42,2014-11-18T15:47:47.000,8:47:47 AM,0,0,195.609,16.1577,1698.58,-0.000904113,-0.000915825,50.6,49.6,49.3,24.1,0,1.55487,,-0.0458307,
43,2014-11-18T15:48:02.000,8:48:02 AM,0,0,194.686,16.1577,1688.01,-0.000879511,-0.000915825,50.5,49.6,49.3,24,0,1.55487,,-0.0458307,
44,2014-11-18T15:48:17.000,8:48:17 AM,0,0,193.763,16.1577,1688.01,-0.000861064,-0.000915825,50.6,49.6,49.2,24,0,1.55487,,-0.0458307,
45,2014-11-18T15:48:32.000,8:48:32 AM,0,0,193.763,16.1577,1688.01,-0.000842609,-0.000915825,50.5,50,49.2,24,0,1.55487,,-0.0458307,
46,2014-11-18T15:48:47.000,8:48:47 AM,0,0,193.763,16.1577,1688.01,-0.000842609,-0.000915825,50.5,50.6,49.2,24,0,1.55487,,-0.0458307,
47,2014-11-18T15:49:02.000,8:49:02 AM,0,0,193.763,16.1577,1688.01,-0.000805706,-0.00073266,50.3,51,49.2,24,0,1.55487,,-0.0458307,
48,2014-11-18T15:49:17.000,8:49:17 AM,0,0,193.763,16.1577,1698.58,-0.000787258,-0.00073266,50.3,51.2,49.2,24,0,1.55487,,-0.0458307,
49,2014-11-18T15:49:32.000,8:49:32 AM,0,0,194.686,16.1577,1709.15,-0.000768803,-0.00073266,50.3,51.6,49.2,24,0,1.55487,,-0.0458307,
50,2014-11-18T15:49:47.000,8:49:47 AM,0,0,196.532,16.1577,1719.72,-0.000805706,-0.00073266,50.3,51.9,49.2,24,0,1.55487,,-0.0458307,
51,2014-11-18T15:50:02.000,8:50:02 AM,0,0,197.456,16.1577,1730.29,-0.000824153,-0.00073266,50.3,51.9,49.2,23.9,0,1.55487,,-0.0458307,
52,2014-11-18T15:54:54.000,8:54:54 AM,0,0,193.763,16.1577,1709.15,-0.000688851,-0.000549495,50.3,50,49.7,24,0,1.55487,-4.99939,-0.0458307,
53,2014-11-18T15:55:09.000,8:55:09 AM,0,0,192.84,16.1577,1698.58,-0.000651941,-0.000549495,50.3,50,49.7,23.9,0,1.55487,-4.99939,-0.0458307,
54,2014-11-18T15:55:24.000,8:55:24 AM,0,0,192.84,16.1577,1698.58,-0.000633493,-0.000549495,50.2,49.9,49.8,23.9,0,1.55487,-4.99939,-0.0458307,
55,2014-11-18T15:55:39.000,8:55:39 AM,0,0,192.84,16.1577,1688.01,-0.000633493,-0.00036633,50.2,49.9,49.8,23.9,0,1.55487,-4.99939,-0.0458307,
56,2014-11-18T15:55:54.000,8:55:54 AM,0,0,190.993,15.2346,1688.01,-0.000596598,-0.00036633,50.2,49.8,49.9,24,0,1.55487,-4.99939,-0.0458307,
57,2014-11-18T15:56:09.000,8:56:09 AM,0.00333333,0.00305556,190.993,16.1577,1677.44,-0.000516638,-0.00036633,50.3,49.8,49.9,24,0,1.55487,-4.99939,-0.0458307,
58,2014-11-18T15:56:24.000,8:56:24 AM,0.00638889,0.00638889,189.762,16.1577,1666.88,-0.000498191,-0.00036633,50.1,49.6,50,23.9,0,1.55487,-4.99939,-0.0458307,
59,2014-11-18T15:56:39.000,8:56:39 AM,0.00972222,0.00944444,188.839,16.1577,1666.88,-0.000424385,-0.000183165,50.2,49.6,50.1,24,0,1.55487,-4.99939,-0.0458307,
60,2014-11-18T15:56:54.000,8:56:54 AM,0.0127778,0.0127778,187.916,16.1577,1652.78,-0.000344425,-0.000183165,50.1,49.6,50.2,24,0,1.55487,-4.99939,-0.0458307,
61,2014-11-18T15:57:09.000,8:57:09 AM,0.0161111,0.0158333,188.839,16.1577,1652.78,-0.000307523,-0.000183165,50.2,49.5,50.3,24,0,1.57013,-4.99847,-0.0458307,
62,2014-11-18T15:57:24.000,8:57:24 AM,0.0191667,0.0191667,188.839,16.1577,1652.78,-0.000289068,-0.000183165,50.2,49.8,50.3,24,0,1.57684,-4.99939,-0.0458307,
63,2014-11-18T15:57:39.000,8:57:39 AM,0.0225,0.0225,188.839,16.1577,1652.78,-0.000233725,-0.000183165,50.1,50.5,50.4,24,0,1.57684,-4.99939,-0.0458307,
64,2014-11-18T15:57:54.000,8:57:54 AM,0.0255556,0.0255556,188.839,16.1577,1666.88,-0.000172213,0,50,50.9,50.4,24,0,1.57684,-4.99939,-0.0458307,
65,2014-11-18T15:58:09.000,8:58:09 AM,0.0288889,0.0288889,188.839,16.1577,1666.88,-9.84073E-005,0,50.1,51.2,50.5,23.9,0,1.57684,-4.99939,-0.0458307,
66,2014-11-18T15:58:24.000,8:58:24 AM,0.0319444,0.0319444,188.839,16.1577,1666.88,-1.84551E-005,0,50.1,51.5,50.6,24,0,1.57776,-4.99939,-0.0458307,
67,2014-11-18T15:58:39.000,8:58:39 AM,0.035,0.035,189.762,16.1577,1666.88,1.84476E-005,0,50,51.8,50.6,24.1,0,1.57684,-4.99939,-0.0458307,
68,2014-11-18T15:58:54.000,8:58:54 AM,0.0383333,0.0383333,190.993,16.1577,1652.78,5.53504E-005,0.0002442,50,51.8,50.6,24.1,0,1.57684,-4.99939,-0.0458307,
69,2014-11-18T15:59:09.000,8:59:09 AM,0.0413889,0.0413889,191.917,16.1577,1652.78,5.53504E-005,0.0002442,50,51.8,50.6,24.1,0,1.57684,-4.99939,-0.0458307,
70,2014-11-18T15:59:24.000,8:59:24 AM,0.0447222,0.0447222,190.993,16.1577,1652.78,7.38055E-005,0.0002442,50,51.7,50.7,24,0,1.57684,-4.99939,-0.0458307,
71,2014-11-18T15:59:39.000,8:59:39 AM,0.0477778,0.0477778,190.993,16.1577,1652.78,9.22531E-005,0.0002442,49.9,51.6,50.8,24.1,0,1.57684,-4.99939,-0.0458307,
72,2014-11-18T15:59:54.000,8:59:54 AM,0.0511111,0.0511111,191.917,16.1577,1652.78,9.22531E-005,0,50,51.4,50.8,24.1,0,1.57684,-4.99847,-0.0458307,
73,2014-11-18T16:00:09.000,9:00:09 AM,0.0541667,0.0541667,190.993,16.1577,1652.78,0.000116855,0.0002442,50,51.3,50.9,24.1,0,1.57684,-4.99939,-0.0458307,
74,2014-11-18T16:00:24.000,9:00:24 AM,0.0575,0.0575,190.993,16.1577,1652.78,0.000116855,0.0002442,49.9,51.2,50.9,24.1,0,1.57684,-4.99939,-0.0458307,
75,2014-11-18T16:00:39.000,9:00:39 AM,0.0605556,0.0605556,190.993,16.1577,1642.21,0.000116855,0.0002442,50,51.1,50.9,24.1,0,1.57684,-4.99939,-0.0458307,
76,2014-11-18T16:00:54.000,9:00:54 AM,0.0638889,0.0638889,189.762,16.1577,1642.21,0.000116855,0.0002442,50,50.9,51,24.1,0,1.57684,-4.99939,-0.0458307,
77,2014-11-18T16:01:09.000,9:01:09 AM,0.0669444,0.0669444,189.762,16.1577,1642.21,0.000135303,0.0002442,50,50.9,51.1,24.1,0,1.57684,-4.99939,-0.0458307,
78,2014-11-18T16:01:24.000,9:01:24 AM,0.0702778,0.0702778,188.839,16.1577,1631.64,0.00015375,0.0002442,50,50.8,51.1,24.1,0,1.57776,-4.99847,-0.0458307,
79,2014-11-18T16:01:39.000,9:01:39 AM,0.0733333,0.0733333,188.839,16.1577,1631.64,0.000172205,0.0002442,50,50.6,51.1,24.1,0,1.57684,-4.99939,-0.0458307,
80,2014-11-18T16:01:54.000,9:01:54 AM,0.0766667,0.0766667,188.839,16.1577,1621.08,0.000209108,0.0002442,50,50.6,51.1,24.1,0,1.57684,-4.99939,-0.0458307,
81,2014-11-18T16:02:09.000,9:02:09 AM,0.08,0.08,188.839,15.2346,1621.08,0.000209108,0.0002442,49.9,50.5,51.1,24.1,0,1.57684,-4.99939,-0.0458307,
82,2014-11-18T16:02:24.000,9:02:24 AM,0.0830556,0.0830556,188.839,16.1577,1621.08,0.000227556,0.0002442,49.9,50.4,51.1,24.1,0,1.57593,-4.99939,-0.0458307,
83,2014-11-18T16:17:39.000,9:17:39 AM,0.2775,0.2775,206.072,16.1577,1797.23,-0.000861064,-0.00109899,51.6,49.8,49.5,24,0,1.57776,-4.99939,-0.0458307,
84,2014-11-18T16:32:39.000,9:32:39 AM,0.468889,0.468889,188.839,16.1577,1642.21,-0.000153765,-0.00604445,50.4,49.9,50,24.1,0,1.58844,-4.99939,-0.0458307,
85,2014-11-18T16:47:39.000,9:47:39 AM,0.660278,0.660278,204.226,16.1577,1786.66,-0.000172213,-0.00586128,54.3,50.2,49.4,24.2,0,1.53503,-4.99939,-0.0458307,
86,2014-11-18T16:56:33.000,9:56:33 AM,0.773889,0.773889,210.996,16.1577,1874.73,-0.0007319,-0.00622761,51.8,49.9,49.9,24.1,0,1.59302,-4.99786,-0.0458307,
87,2014-11-18T16:56:34.000,9:56:34 AM,0.774167,0.774167,210.996,16.1577,1874.73,-0.0007319,-0.00622761,51.8,49.9,49.9,24.2,0,1.59302,-4.99786,-0.0458307,
88,2014-11-18T16:56:35.000,9:56:35 AM,0.774444,0.774444,210.996,16.1577,1874.73,-0.0007319,-0.00622761,51.8,49.9,49.9,24.2,0,1.59302,-4.99786,-0.0458307,
89,2014-11-18T16:56:36.000,9:56:36 AM,0.774444,0.774444,210.996,16.1577,1874.73,-0.0007319,-0.00622761,51.8,49.9,49.9,24.1,0,1.59302,-4.99786,-0.0458307,
90,2014-11-18T16:56:37.000,9:56:37 AM,0.774722,0.774722,210.996,16.1577,1874.73,-0.0007319,-0.00622761,51.8,49.9,49.9,24.1,0,1.59302,-4.99786,-0.0458307,
91,2014-11-18T16:56:38.000,9:56:38 AM,0.775,0.775,210.073,16.1577,1864.16,-0.000707299,-0.00622761,51.8,49.9,49.9,24.1,0,1.59302,-4.99786,-0.0458307,
92,2014-11-18T16:56:39.000,9:56:39 AM,0.775278,0.775278,210.073,16.1577,1864.16,-0.000707299,-0.00622761,51.8,49.9,49.9,24.1,0,1.59302,-4.99847,-0.0458307,
93,2014-11-18T16:56:40.000,9:56:40 AM,0.775278,0.775278,210.073,16.1577,1864.16,-0.000707299,-0.00622761,51.8,49.9,49.9,24.1,0,1.59302,-4.99786,-0.0458307,
94,2014-11-18T16:56:41.000,9:56:41 AM,0.775556,0.775556,210.073,16.1577,1864.16,-0.000688851,-0.00622761,51.8,50,49.9,24.1,0,1.59302,-4.99786,-0.0458307,
95,2014-11-18T16:56:42.000,9:56:42 AM,0.775833,0.775833,210.073,16.1577,1864.16,-0.000688851,-0.00622761,51.8,49.9,49.9,24.1,0,1.59302,-4.99786,-0.0458307,
96,2014-11-18T16:56:43.000,9:56:43 AM,0.776111,0.776111,210.073,16.1577,1864.16,-0.000688851,-0.00622761,51.8,49.9,49.9,24.1,0,1.59302,-4.99786,-0.0458307,
97,2014-11-18T16:56:44.000,9:56:44 AM,0.776111,0.776111,210.073,16.1577,1864.16,-0.000670396,-0.00622761,51.8,49.9,49.9,24.2,0,1.59302,-4.99786,-0.0458307,
98,2014-11-18T16:56:45.000,9:56:45 AM,0.776389,0.776389,210.073,16.1577,1864.16,-0.000670396,-0.00622761,51.8,49.9,50,24.1,0,1.59302,-4.99786,-0.0458307,
99,2014-11-18T16:56:46.000,9:56:46 AM,0.776667,0.776667,210.073,16.1577,1864.16,-0.000670396,-0.00622761,51.8,49.9,49.9,24.1,0,1.59302,-4.99786,-0.0458307,
100,2014-11-18T16:56:47.000,9:56:47 AM,0.776944,0.776944,210.073,16.1577,1864.16,-0.000670396,-0.00622761,51.8,49.9,49.9,24.1,0,1.59302,-4.99786,-0.0458307,
101,2014-11-18T16:56:48.000,9:56:48 AM,0.777222,0.777222,210.073,16.1577,1864.16,-0.000670396,-0.00622761,51.8,49.9,49.9,24.1,0,1.59302,-4.99786,-0.0458307,
102,2014-11-18T16:56:49.000,9:56:49 AM,0.777222,0.777222,209.149,16.1577,1864.16,-0.000651941,-0.00622761,51.8,49.9,49.9,24.1,0,1.59302,-4.99786,-0.0458307,
103,2014-11-18T16:56:50.000,9:56:50 AM,0.7775,0.7775,210.073,16.1577,1864.16,-0.000651941,-0.00622761,51.8,49.9,50,24.1,0,1.59302,-4.99786,-0.0458307,
104,2014-11-18T16:56:51.000,9:56:51 AM,0.777778,0.777778,210.073,16.1577,1864.16,-0.000651941,-0.00622761,51.8,50,49.9,24.2,0,1.59302,-4.99786,-0.0458307,
105,2014-11-18T16:56:52.000,9:56:52 AM,0.778056,0.778056,210.073,16.1577,1864.16,-0.000651941,-0.00622761,51.8,49.9,49.9,24.1,0,1.59302,-4.99786,-0.0458307,
106,2014-11-18T16:56:53.000,9:56:53 AM,0.778056,0.778056,210.073,16.1577,1864.16,-0.000651941,-0.00622761,51.8,49.9,49.9,24.1,0,1.59302,-4.99786,-0.0458307,
107,2014-11-18T16:56:54.000,9:56:54 AM,0.778333,0.778333,210.073,16.1577,1864.16,-0.000651941,-0.00622761,51.8,49.9,49.9,24.1,0,1.59302,-4.99786,-0.0458307,
108,2014-11-18T16:56:55.000,9:56:55 AM,0.778611,0.778611,210.073,16.1577,1864.16,-0.000651941,-0.00622761,51.8,49.9,49.9,24.1,0,1.59302,-4.99786,-0.0458307,
109,2014-11-18T16:56:56.000,9:56:56 AM,0.778889,0.778889,210.073,16.1577,1864.16,-0.000651941,-0.00622761,51.8,49.8,49.9,24.1,0,1.59302,-4.99786,-0.0458307,
110,2014-11-18T16:56:57.000,9:56:57 AM,0.778889,0.778889,209.149,16.1577,1864.16,-0.000633493,-0.00622761,51.8,49.9,49.9,24.1,0,1.59302,-4.99786,-0.0458307,
111,2014-11-18T16:56:58.000,9:56:58 AM,0.779167,0.779167,210.073,16.1577,1853.6,-0.000633493,-0.00622761,51.8,49.9,49.9,24.1,0,1.59302,-4.99786,-0.0458307,
112,2014-11-18T16:56:59.000,9:56:59 AM,0.779444,0.779444,210.073,16.1577,1864.16,-0.000633493,-0.00622761,51.8,49.9,50,24.1,0,1.59302,-4.99786,-0.0458307,
113,2014-11-18T16:57:00.000,9:57:00 AM,0.779722,0.779722,209.149,16.1577,1853.6,-0.000633493,-0.00622761,51.8,49.9,49.9,24.1,0,1.59302,-4.99786,-0.0458307,
114,2014-11-18T16:57:01.000,9:57:01 AM,0.78,0.78,209.149,16.1577,1853.6,-0.000633493,-0.00622761,51.8,49.9,49.9,24.1,0,1.59302,-4.99786,-0.0458307,
115,2014-11-18T16:57:02.000,9:57:02 AM,0.78,0.78,209.149,16.1577,1853.6,-0.000633493,-0.00622761,51.8,49.8,49.9,24.1,0,1.59302,-4.99786,-0.0458307,
116,2014-11-18T16:57:03.000,9:57:03 AM,0.780278,0.780278,209.149,16.1577,1853.6,-0.000633493,-0.00622761,51.8,49.9,49.9,24.1,0,1.59302,-4.99786,-0.0458307,
117,2014-11-18T16:57:04.000,9:57:04 AM,0.780556,0.780556,209.149,16.1577,1853.6,-0.000633493,-0.00622761,51.8,49.9,49.9,24.1,0,1.59302,-4.99786,-0.0458307,
118,2014-11-18T16:57:05.000,9:57:05 AM,0.780833,0.780833,209.149,16.1577,1853.6,-0.000633493,-0.00622761,51.8,49.8,49.9,24.1,0,1.59302,-4.99786,-0.0458307,
119,2014-11-18T16:57:06.000,9:57:06 AM,0.781111,0.781111,209.149,16.1577,1853.6,-0.000615045,-0.00622761,51.8,49.8,49.9,24.1,0,1.59302,-4.99786,-0.0458307,
120,2014-11-18T16:57:07.000,9:57:07 AM,0.781111,0.781111,209.149,16.1577,1853.6,-0.000615045,-0.00622761,51.8,49.8,49.9,24.1,0,1.59302,-4.99786,-0.0458307,
121,2014-11-18T16:57:08.000,9:57:08 AM,0.781389,0.781389,209.149,16.1577,1853.6,-0.000615045,-0.00622761,51.8,49.9,49.9,24.1,0,1.59302,-4.99786,-0.0458307,
122,2014-11-18T16:57:09.000,9:57:09 AM,0.781667,0.781667,209.149,16.1577,1853.6,-0.000596598,-0.00622761,51.8,49.9,49.9,24.1,0,1.59302,-4.99847,-0.0458307,
123,2014-11-18T16:57:10.000,9:57:10 AM,0.781944,0.781944,209.149,16.1577,1853.6,-0.000615045,-0.00622761,51.8,49.8,49.9,24.1,0,1.59302,-4.99847,-0.0458307,
124,2014-11-18T16:57:11.000,9:57:11 AM,0.782222,0.782222,209.149,16.1577,1853.6,-0.000596598,-0.00604445,51.8,49.8,49.9,24.1,0,1.59302,-4.99786,-0.0458307,
125,2014-11-18T16:57:12.000,9:57:12 AM,0.782222,0.782222,209.149,16.1577,1839.5,-0.000596598,-0.00622761,51.8,49.8,49.9,24.1,0,1.59302,-4.99786,-0.0458307,
126,2014-11-18T16:57:13.000,9:57:13 AM,0.7825,0.7825,209.149,16.1577,1853.6,-0.000596598,-0.00622761,51.8,49.8,49.9,24.1,0,1.59302,-4.99786,-0.0458307,
127,2014-11-18T16:57:14.000,9:57:14 AM,0.782778,0.782778,209.149,16.1577,1839.5,-0.000596598,-0.00622761,51.8,49.9,49.9,24.1,0,1.59302,-4.99786,-0.0458307,
128,2014-11-18T16:57:15.000,9:57:15 AM,0.783056,0.783056,209.149,16.1577,1853.6,-0.000596598,-0.00604445,51.8,49.8,49.9,24.1,0,1.59302,-4.99786,-0.0458307,
129,2014-11-18T16:57:16.000,9:57:16 AM,0.783056,0.783056,209.149,16.1577,1839.5,-0.000596598,-0.00622761,51.8,49.8,49.9,24.2,0,1.59302,-4.99786,-0.0458307,
130,2014-11-18T16:57:17.000,9:57:17 AM,0.783333,0.783333,209.149,17.0811,1839.5,-0.000596598,-0.00622761,51.8,49.8,49.9,24.1,0,1.59302,-4.99786,-0.0458307,
131,2014-11-18T16:57:18.000,9:57:18 AM,0.783611,0.783611,209.149,16.1577,1839.5,-0.000596598,-0.00604445,51.8,49.8,49.9,24.1,0,1.59302,-4.99786,-0.0458307,
132,2014-11-18T16:57:19.000,9:57:19 AM,0.783889,0.783889,208.226,16.1577,1839.5,-0.000596598,-0.00622761,51.8,49.9,49.9,24,0,1.59302,-4.99786,-0.0458307,
133,2014-11-18T16:57:20.000,9:57:20 AM,0.784167,0.784167,209.149,16.1577,1839.5,-0.000596598,-0.00622761,51.7,49.8,49.9,24.1,0,1.59302,-4.99786,-0.0458307,
134,2014-11-18T16:57:21.000,9:57:21 AM,0.784167,0.784167,209.149,16.1577,1839.5,-0.000578143,-0.00604445,51.7,49.8,49.9,24.1,0,1.59302,-4.99786,-0.0458307,
135,2014-11-18T16:57:22.000,9:57:22 AM,0.784444,0.784444,208.226,16.1577,1839.5,-0.000578143,-0.00604445,51.7,49.8,49.9,24.1,0,1.59302,-4.99786,-0.0458307,
136,2014-11-18T16:57:23.000,9:57:23 AM,0.784722,0.784722,208.226,16.1577,1839.5,-0.000578143,-0.00604445,51.7,49.8,49.9,24.1,0,1.59302,-4.99786,-0.0458307,
137,2014-11-18T16:57:24.000,9:57:24 AM,0.785,0.785,208.226,16.1577,1839.5,-0.000559688,-0.00604445,51.7,49.8,49.9,24.1,0,1.59302,-4.99786,-0.0458307,
138,2014-11-18T16:57:25.000,9:57:25 AM,0.785,0.785,208.226,16.1577,1828.93,-0.000559688,-0.00622761,51.7,49.8,50,24.1,0,1.59302,-4.99786,-0.0458307,
139,2014-11-18T16:57:26.000,9:57:26 AM,0.785278,0.785278,209.149,16.1577,1828.93,-0.000559688,-0.00604445,51.7,49.8,50,24.2,0,1.59302,-4.99786,-0.0458307,
140,2014-11-18T16:57:27.000,9:57:27 AM,0.785556,0.785556,208.226,16.1577,1828.93,-0.000559688,-0.00622761,51.7,49.8,50,24.1,0,1.59302,-4.99786,-0.0458307,
141,2014-11-18T16:57:28.000,9:57:28 AM,0.785833,0.785833,208.226,16.1577,1828.93,-0.000559688,-0.00622761,51.7,49.8,50,24.1,0,1.59302,-4.99786,-0.0458307,
142,2014-11-18T16:57:29.000,9:57:29 AM,0.786111,0.786111,208.226,17.0811,1828.93,-0.000535086,-0.00604445,51.7,49.8,50,24.1,0,1.59302,-4.99786,-0.0458307,
143,2014-11-18T16:57:30.000,9:57:30 AM,0.786111,0.786111,208.226,16.1577,1839.5,-0.000535086,-0.00622761,51.7,49.8,50,24.1,0,1.59302,-4.99786,-0.0458307,
144,2014-11-18T16:57:31.000,9:57:31 AM,0.786389,0.786389,208.226,16.1577,1828.93,-0.000535086,-0.00604445,51.7,49.8,50.1,24.2,0,1.59302,-4.99786,-0.0458307,
