ID,Date (GMT),Time (24hr),Duration (hrs),Step Int (hrs),ConfP (psi),ActP (psi),Load (lbs),SmallLVDT (in),LargeLVDT (in),LVTemp (C),UVTemp (C),PistonTemp (C),LCTemp (C),AmbTemp (C),DilaFBK (in),ISCO Volume (V),DnStream Flow (SCCM),DwnStream Temp (C)
105,2014-11-25T07:33:22.000,12:33:22 AM,118.228,106.108,2909.15,235.892,26835.3,-5.53504E-005,0.325238,251.4,250.1,188.3,27.3,0,2.90436,6.07971,0.00915527,
106,2014-11-25T07:43:22.000,12:43:22 AM,118.357,106.238,2910.07,238.662,26856.5,-0.000135303,0.325055,248.5,249.9,188.3,27.2,0,2.93579,6.07971,0.00915527,
107,2014-11-25T07:53:22.000,12:53:22 AM,118.487,106.368,2893.76,235.892,26891.7,-3.69027E-005,0.325238,252.7,250.1,188.3,27.2,0,2.9718,6.07971,0.00915527,
108,2014-11-25T08:03:22.000,1:03:22 AM,118.616,106.497,2890.68,234.046,26680.3,-7.99522E-005,0.325238,249.5,244.2,188.2,27.2,0,2.90436,6.07971,0.00915527,
109,2014-11-25T08:13:22.000,1:13:23 AM,118.744,106.624,2910.07,237.739,26912.9,-0.000135303,0.325238,249.9,249.8,188.4,27.2,0,2.90314,6.07971,0.00915527,
110,2014-11-25T08:23:22.000,1:23:23 AM,118.872,106.752,2887.91,237.739,26845.9,-0.000135303,0.325238,248.5,245.3,188.5,27.2,0,2.8891,6.07971,0.00915527,
111,2014-11-25T08:33:22.000,1:33:23 AM,118.999,106.88,2906.99,238.662,27000.9,-5.53504E-005,0.325238,248.9,250.1,188.4,27.2,0,2.87842,6.07971,0.00915527,
112,2014-11-25T08:43:22.000,1:43:23 AM,119.127,107.007,2904.22,236.815,26768.4,-9.83998E-005,0.325238,250.1,249.5,188.3,27.2,0,2.93457,6.07971,0.00915527,
113,2014-11-25T08:53:22.000,1:53:23 AM,119.254,107.135,2894.68,236.815,26768.4,-0.000252165,0.325238,249.8,247.5,188.3,27.2,0,2.91748,6.07971,0.00915527,
114,2014-11-25T09:03:22.000,2:03:23 AM,119.382,107.263,2899.3,237.739,26891.7,-0.000227563,0.325421,251.9,246.9,188.3,27.2,0,2.93182,6.07971,0.00915527,
115,2014-11-25T09:13:22.000,2:13:23 AM,119.51,107.391,2908.22,240.816,26979.8,-0.00019066,0.325421,248.7,247.3,188.2,27.2,0,2.93091,6.07971,0.00915527,
116,2014-11-25T09:23:22.000,2:23:23 AM,119.638,107.518,2893.76,235.892,26814.2,-0.000153758,0.325238,252.3,247.5,188.1,27.2,0,2.94434,6.07971,0.00915527,
117,2014-11-25T09:33:22.000,2:33:23 AM,119.766,107.646,2906.07,239.893,26955.1,-0.000135303,0.325238,251.7,249,188.2,27.2,0,2.95929,6.07971,0.00915527,
118,2014-11-25T09:43:22.000,2:43:23 AM,119.894,107.774,2901.45,236.815,26803.6,-0.000153758,0.325421,251.5,248.4,188.1,27.2,0,2.92603,6.07971,0.00915527,
119,2014-11-25T09:53:22.000,2:53:23 AM,120.021,107.902,2888.84,234.969,26669.8,-0.000135303,0.325238,252.3,245.4,188.2,27.2,0,2.97363,6.07971,0.00915527,
120,2014-11-25T10:03:22.000,3:03:23 AM,120.149,108.03,2906.99,235.892,26803.6,-7.99522E-005,0.325238,249.3,249.2,188.3,27.2,0,2.9538,6.07971,0.00915527,
121,2014-11-25T10:13:22.000,3:13:23 AM,120.277,108.157,2889.76,236.815,26793.1,-0.000153758,0.325238,248.5,247,188.2,27.2,0,2.93579,6.07971,0.00915527,
122,2014-11-25T10:23:22.000,3:23:23 AM,120.404,108.285,2897.45,234.046,26669.8,-0.000227563,0.325238,249.9,245.7,188.2,27,0,2.92603,6.07971,0.00915527,
123,2014-11-25T10:33:22.000,3:33:23 AM,120.532,108.412,2906.07,238.662,26965.7,-0.000116855,0.325421,249.3,247.6,188.2,27.1,0,2.94617,6.07971,0.00915527,
124,2014-11-25T10:43:22.000,3:43:23 AM,120.66,108.54,2899.3,235.892,26835.3,-0.000135303,0.325238,248.4,248.4,188.2,27.2,0,2.92419,6.07971,0.00915527,
125,2014-11-25T10:53:22.000,3:53:23 AM,120.787,108.668,2898.38,237.739,26934,-0.000116855,0.325238,252.6,246.6,188.3,27.3,0,2.93579,6.07971,0.00915527,
126,2014-11-25T11:03:22.000,4:03:23 AM,120.915,108.795,2898.38,239.893,26902.3,-0.000252165,0.325421,247.9,243.3,188.1,27.2,0,2.93579,6.07971,0.00915527,
127,2014-11-25T11:13:22.000,4:13:23 AM,121.043,108.923,2904.22,236.815,26803.6,-7.99522E-005,0.325238,251.8,248.1,188.2,27.2,0,2.88239,6.07971,0.00915527,
128,2014-11-25T11:23:22.000,4:23:23 AM,121.17,109.05,2898.38,236.815,26835.3,-7.99522E-005,0.325238,252,249.5,188.3,27.2,0,2.90527,6.07971,0.00915527,
129,2014-11-25T11:33:22.000,4:33:23 AM,121.298,109.178,2905.15,238.662,26990.4,-7.99522E-005,0.325421,248.1,248.2,188.2,27.1,0,2.95197,6.07971,0.00915527,
130,2014-11-25T11:43:22.000,4:43:23 AM,121.425,109.305,2888.84,234.046,26616.9,-9.83998E-005,0.325421,252.2,248.7,188.1,27.1,0,2.97943,6.07971,0.00915527,
131,2014-11-25T11:53:22.000,4:53:23 AM,121.552,109.433,2899.3,235.892,26779,-0.00019066,0.325238,248.5,249.4,188,27.1,0,2.97943,6.07971,0.00915527,
132,2014-11-25T12:03:22.000,5:03:23 AM,121.68,109.56,2900.53,237.739,26891.7,-0.00019066,0.325238,251.8,249.6,188,27,0,2.97943,6.07971,0.00915527,
133,2014-11-25T12:13:22.000,5:13:23 AM,121.808,109.688,2895.61,238.662,26891.7,-0.000227563,0.325238,249.1,248.1,188,27.2,0,2.95654,6.07971,0.00915527,
134,2014-11-25T12:23:22.000,5:23:23 AM,121.936,109.816,2910.07,237.739,26944.6,-0.00019066,0.325238,251.7,250.7,188.2,27.3,0,2.93579,6.07971,0.00915527,
135,2014-11-25T12:33:22.000,5:33:23 AM,122.063,109.944,2903.3,238.662,26979.8,-0.000252165,0.325055,248.9,250,188.3,27.3,0,3.0014,6.07971,0.00915527,
136,2014-11-25T12:43:22.000,5:43:23 AM,122.191,110.072,2888.84,236.815,26757.8,-5.53504E-005,0.325055,251.8,249.7,188.3,27.3,0,3.00598,6.07971,0.00915527,
137,2014-11-25T12:53:22.000,5:53:23 AM,122.319,110.199,2906.99,240.816,27000.9,-0.000252165,0.325238,248.2,249.2,188.3,27.3,0,2.97363,6.07971,0.00915527,
138,2014-11-25T13:03:22.000,6:03:23 AM,122.447,110.327,2888.84,236.815,26856.5,-0.00019066,0.325238,252.1,245.7,188.4,27.2,0,3.0014,6.07971,0.00915527,
