Analysis by Brandon Lampe, performed on: 2017/07/07 15:03:47
Experimental results below begin at: 2016/07/30 13:08:55
Duration (sec),Duration (day),Elapsed Time (sec),Elapsed Time (day),Interpolated Fractional Density,Fit to Fractional Density,Fit to Volume Strain,Fit to Volume Strain Rate (1/sec),Confining Pressure (MPa),Pore Pressure (MPa),Terzaghi Pressure (MPa),Solid Pressure (MPa),Temperature (C))
1.371168e+05,1.587000e+00,0.000000e+00,0.000000e+00,9.121340e-01,9.121087e-01,-2.778380e-05,-6.829489e-06,2.988703e+01,1.010125e+01,1.978578e+01,3.179300e+01,1.696000e+02
1.371272e+05,1.587120e+00,1.036800e+01,1.200000e-04,9.121245e-01,9.120441e-01,-9.859194e-05,-6.829731e-06,2.983232e+01,9.909963e+00,1.992236e+01,3.175167e+01,1.696000e+02
1.371375e+05,1.587240e+00,2.073600e+01,2.400000e-04,9.120732e-01,9.119795e-01,-1.694051e-04,-6.830215e-06,2.957297e+01,9.667678e+00,1.990529e+01,3.149190e+01,1.696000e+02
1.371479e+05,1.587360e+00,3.110400e+01,3.600000e-04,9.119611e-01,9.119149e-01,-2.402233e-04,-6.830698e-06,2.902962e+01,9.421279e+00,1.960834e+01,3.092257e+01,1.695273e+02
1.371583e+05,1.587480e+00,4.147200e+01,4.800000e-04,9.118028e-01,9.118503e-01,-3.110465e-04,-6.831182e-06,2.843881e+01,9.216207e+00,1.922260e+01,3.029818e+01,1.695000e+02
1.371686e+05,1.587600e+00,5.184000e+01,6.000000e-04,9.116916e-01,9.117858e-01,-3.818747e-04,-6.831666e-06,2.806818e+01,8.966076e+00,1.910210e+01,2.991845e+01,1.695000e+02
1.371790e+05,1.587720e+00,6.220800e+01,7.200000e-04,9.117224e-01,9.117212e-01,-4.527079e-04,-6.832150e-06,2.793916e+01,8.774414e+00,1.916475e+01,2.979479e+01,1.695917e+02
1.371894e+05,1.587840e+00,7.257600e+01,8.400000e-04,9.116839e-01,9.116566e-01,-5.235461e-04,-6.832634e-06,2.763697e+01,8.546897e+00,1.909007e+01,2.948625e+01,1.696000e+02
1.371997e+05,1.587960e+00,8.294400e+01,9.600000e-04,9.116129e-01,9.115920e-01,-5.943894e-04,-6.833118e-06,2.726812e+01,8.368711e+00,1.889941e+01,2.910054e+01,1.696000e+02
1.372101e+05,1.588080e+00,9.331200e+01,1.080000e-03,9.114917e-01,9.115274e-01,-6.652377e-04,-6.833602e-06,2.672424e+01,8.178810e+00,1.854543e+01,2.852505e+01,1.695083e+02
1.372205e+05,1.588200e+00,1.036800e+02,1.200000e-03,9.114044e-01,9.114628e-01,-7.360910e-04,-6.834086e-06,2.637200e+01,7.984690e+00,1.838731e+01,2.815939e+01,1.695000e+02
1.372308e+05,1.588320e+00,1.140480e+02,1.320000e-03,9.113694e-01,9.113983e-01,-8.069493e-04,-6.834571e-06,2.619034e+01,7.804414e+00,1.838593e+01,2.797837e+01,1.695000e+02
1.372412e+05,1.588440e+00,1.244160e+02,1.440000e-03,9.113205e-01,9.113337e-01,-8.778126e-04,-6.835055e-06,2.586191e+01,7.620596e+00,1.824131e+01,2.763695e+01,1.694909e+02
1.372516e+05,1.588560e+00,1.347840e+02,1.560000e-03,9.112278e-01,9.112691e-01,-9.486810e-04,-6.835539e-06,2.541506e+01,7.504508e+00,1.791055e+01,2.715991e+01,1.694000e+02
1.372620e+05,1.588680e+00,1.451520e+02,1.680000e-03,9.111249e-01,9.112045e-01,-1.019554e-03,-6.836024e-06,2.493764e+01,7.520138e+00,1.741750e+01,2.663662e+01,1.694000e+02
1.372723e+05,1.588800e+00,1.555200e+02,1.800000e-03,9.111152e-01,9.111399e-01,-1.090433e-03,-6.836508e-06,2.465643e+01,7.520138e+00,1.713629e+01,2.632818e+01,1.694000e+02
1.372827e+05,1.588920e+00,1.658880e+02,1.920000e-03,9.110767e-01,9.110754e-01,-1.161316e-03,-6.836993e-06,2.441563e+01,7.520138e+00,1.689549e+01,2.606467e+01,1.693818e+02
