763,42220.63806,0.638055556,0,0,10.2346,4.09448,-60.3574,0.49973,-0.00463927,98,95.1,91.6,23.2,21.8,88.2,68.3391,507.647,0.00183105,0.238865,0.380101,0,0,0,0,0,9.006420823,9.006420823,9.006420823,0,303.7,0,0,0,0,0.868285889,0.868285889,0.868285889,0.868285889,0.868285889
764,42220.63817,0.638171296,0,0,11.1658,4.09448,-60.3574,0.49973,-0.00463927,97.9,95,91.6,23.2,21.8,88.2,68.3391,506.717,0.00183105,0.238865,0.380101,0,0,0,0,0,9.006420823,9.006420823,9.006420823,-0.93,302.77,0,0,0,0,0.869444342,0.868285889,0.868285889,0.868285889,0.868285889
765,42220.63829,0.638287037,0,0,12.4075,3.17065,-60.3574,0.49973,-0.00445533,97.7,94.9,91.6,23.2,21.8,88.2,68.3391,504.98,0.00183105,0.238774,0.380101,0,0,0,0.00023114,0,9.006189683,9.006420823,9.006305253,-2.667,301.033,-0.050550341,0,-0.025275474,-0.025275474,0.871616332,0.868317333,0.868348778,0.868285889,0.868317333
766,42220.63841,0.638414352,0,0,14.2698,4.09448,-60.3574,0.49973,-0.00463927,97.7,94.7,91.7,23.2,21.8,88.3,68.3391,499.258,0.00183105,0.238503,0.379736,0,0,0,0.00091948,0.0009271,9.005501343,9.005493723,9.005497533,-8.389,295.311,-0.201075967,-0.202742181,-0.201909074,-0.201909074,0.878848662,0.868537135,0.868536098,0.868538172,0.868537135
767,42220.63853,0.638530093,0,0,22.9607,4.09448,-60.3574,0.49973,-0.00445533,97.6,94.6,91.8,23.2,21.8,88.3,68.3391,490.341,0.00183105,0.237929,0.378976,0,0,0,0.00237744,0.0028575,9.004043383,9.003563323,9.003803353,-17.306,286.394,-0.519830275,-0.624764798,-0.572298847,-0.572298847,0.890361707,0.868998407,0.868933034,0.869063786,0.868998407
768,42220.63865,0.638645833,0,0,54.9307,4.09448,-60.3574,0.49973,-0.00445533,97.4,94.4,91.7,23.2,21.8,88.3,68.3391,478.912,0.00183105,0.236541,0.377943,0,0,0,0.00590296,0.00548132,9.000517863,9.000939503,9.000728683,-28.735,274.965,-1.290216341,-1.198110593,-1.244164478,-1.244164478,0.905566693,0.869836379,0.869893876,0.869778888,0.869836379
769,42220.63876,0.638761574,0,0,96.5227,4.09448,-60.3574,0.499749,-0.00445533,97.4,94.3,91.8,23.2,21.8,88.3,68.3391,462.428,0.00244141,0.236148,0.378125,0,0,0,0.00690118,0.00501904,8.999519643,9.001401783,9.000460713,-45.219,258.481,-1.508241697,-1.097117892,-1.302699931,-1.302699931,0.928434537,0.869909463,0.870166188,0.86965284,0.869909463
770,42220.63888,0.638877315,0,0,247.372,4.09448,-60.3574,0.49973,-0.00445533,97.3,94.2,91.8,23.2,21.8,88.4,68.3391,446.487,0.00183105,0.235394,0.377639,0,0,0,0.00881634,0.00625348,8.997604483,9.000167343,8.998885913,-61.16,242.54,-1.926412855,-1.366780025,-1.646633771,-1.646633771,0.951675088,0.870339127,0.870688957,0.869989484,0.870339127
771,42220.63898,0.638981481,0,0,451.607,4.09448,-60.3574,0.49973,-0.00445533,97.1,94.1,91.9,23.2,21.8,88.6,68.3391,435.29,0.00183105,0.235303,0.377,0,0,0,0.00904748,0.00787654,8.997373343,8.998544283,8.997958813,-72.357,231.343,-1.97687051,-1.72123034,-1.849058217,-1.849058217,0.968707411,0.870592206,0.870752078,0.870432373,0.870592206
772,42220.6391,0.639097222,0,0,651.808,4.09448,-60.3574,0.49973,-0.00445533,97.1,94,91.9,23.2,21.8,88.7,68.3391,425.986,0.00183105,0.235394,0.376514,0,0,0,0.00881634,0.00911098,8.997604483,8.997309843,8.997457163,-81.661,222.039,-1.926412855,-1.990732078,-1.95857296,-1.95857296,0.983330965,0.870729188,0.870688957,0.870769421,0.870729188
773,42220.63922,0.639224537,0,0,794.897,4.09448,-60.3574,0.499749,-0.00445533,97,93.9,91.9,23.2,21.8,89,68.3391,419.69,0.00183105,0.235394,0.376332,0,0,0,0.00881634,0.00957326,8.997604483,8.996847563,8.997226023,-87.957,215.743,-1.926412855,-2.091638768,-2.009029067,-2.009029067,0.993479757,0.870792313,0.870688957,0.870895685,0.870792313
774,42220.63934,0.639340278,0,0,915.949,4.09448,-60.3574,0.49973,-0.00445533,96.9,93.8,91.9,23.2,21.8,89.2,68.3391,414.123,0.00183105,0.235394,0.375936,0,0,0,0.00881634,0.0105791,8.997604483,8.995841723,8.996723103,-93.524,210.176,-1.926412855,-2.311160419,-2.118804294,-2.118804294,1.002629557,0.870929683,0.870688957,0.871170498,0.870929683
775,42220.63946,0.639456019,0,0,1025.21,4.09448,-60.3574,0.499749,-0.00445533,96.8,93.7,92,23.2,21.8,89.3,68.3391,410.029,0.00183105,0.235394,0.375663,0,0,0,0.00881634,0.01127252,8.997604483,8.995148303,8.996376393,-97.618,206.082,-1.926412855,-2.462470536,-2.194475974,-2.194475974,1.009466646,0.871024402,0.870688957,0.87136002,0.871024402
776,42220.63957,0.639571759,0,0,1130.74,3.17065,-60.3574,0.499749,-0.00445533,96.7,93.6,92.1,23.2,21.8,89.4,68.351,405.547,0.00183105,0.235303,0.375176,0,0,0,0.00904748,0.0125095,8.997373343,8.993911323,8.995642333,-102.1,201.6,-1.97687051,-2.732335783,-2.354671245,-2.354671245,1.017059429,0.871224988,0.870752078,0.871698242,0.871224988
777,42220.63969,0.6396875,0,0,1244.03,4.09448,-60.3574,0.499749,-0.00445533,96.7,93.5,92.1,23.2,21.8,89.5,68.351,401.19,0.00183105,0.235303,0.375176,0,0,0,0.00904748,0.0125095,8.997373343,8.993911323,8.995642333,-106.457,197.243,-1.97687051,-2.732335783,-2.354671245,-2.354671245,1.024550748,0.871224988,0.870752078,0.871698242,0.871224988
778,42220.6398,0.639803241,0,0,1338.7,4.09448,-60.3574,0.499749,-0.00445533,96.6,93.4,92.1,23.2,21.8,89.6,68.351,396.987,0.00183105,0.235303,0.375176,0,0,0,0.00904748,0.0125095,8.997373343,8.993911323,8.995642333,-110.66,193.04,-1.97687051,-2.732335783,-2.354671245,-2.354671245,1.031882605,0.871224988,0.870752078,0.871698242,0.871224988
779,42220.63991,0.639907407,0,0,1442.37,4.09448,-60.3574,0.499749,-0.00445533,96.6,93.3,92.1,23.2,21.8,89.6,68.351,392.769,0.00183105,0.235213,0.374994,0,0,0,0.00927608,0.01297178,8.997144743,8.993449043,8.995296893,-114.878,188.822,-2.026771297,-2.833171064,-2.430048779,-2.430048779,1.039346891,0.871319403,0.870814512,0.871824686,0.871319403
780,42220.64002,0.640023148,0,0,1546.66,4.09448,-60.3574,0.499749,-0.00445533,96.4,93.2,92.1,23.2,21.8,89.8,68.351,388.598,0.00183105,0.235122,0.374903,0,0,0,0.00950722,0.01320292,8.996913603,8.993217903,8.995065753,-119.049,184.651,-2.077224122,-2.883585063,-2.480482189,-2.480482189,1.04683496,0.871382586,0.870877645,0.871887917,0.871382586
781,42220.64015,0.640150463,0,0,1659.95,4.09448,-60.3574,0.499749,-0.00445533,96.4,93.1,92.2,23.2,21.8,89.9,68.351,384.085,0.00183105,0.235122,0.374812,0,0,0,0.00950722,0.01343406,8.996913603,8.992986763,8.994950183,-123.562,180.138,-2.077224122,-2.933996634,-2.505697983,-2.505697983,1.055059496,0.871414179,0.870877645,0.871951155,0.871414179
782,42220.64027,0.640266204,0,0,1754.93,4.09448,-60.3574,0.499749,-0.00445533,96.3,93.1,92.2,23.2,21.8,90,68.351,379.991,0.00183105,0.235213,0.374721,0,0,0,0.00927608,0.0136652,8.997144743,8.992755623,8.994950183,-127.656,176.044,-2.026771297,-2.984405778,-2.505697983,-2.505697983,1.062633037,0.871414179,0.870814512,0.872014398,0.871414179
783,42220.64038,0.640381944,0,0,1867.91,4.09448,-60.3574,0.499749,-0.00445533,96.2,92.9,92.2,23.2,21.8,90,68.351,376.022,0.00183105,0.235303,0.374629,0,0,0,0.00904748,0.01389888,8.997373343,8.992521943,8.994947643,-131.625,172.075,-1.97687051,-3.0353664,-2.50625217,-2.50625217,1.070079867,0.871414874,0.870752078,0.872078343,0.871414874
784,42220.6405,0.640497685,0,0,1969.72,4.09448,-60.3574,0.49973,-0.00445533,96.1,92.9,92.2,23.2,21.8,90.1,68.351,372.036,0.00183105,0.235213,0.374143,0,0,0,0.00927608,0.01513332,8.997144743,8.991287503,8.994216123,-135.611,168.089,-2.026771297,-3.304530254,-2.665845669,-2.665845669,1.077664384,0.871614885,0.870814512,0.872416242,0.871614885
785,42220.64061,0.640613426,0,0,2063.46,4.09448,-60.3574,0.499749,-0.00445533,96.1,92.8,92.2,23.2,21.8,90.2,68.3629,368.454,0.00183105,0.235122,0.374052,0,0,0,0.00950722,0.01536446,8.996913603,8.991056363,8.993984983,-139.193,164.507,-2.077224122,-3.354921552,-2.716267726,-2.716267726,1.084572483,0.871678096,0.870877645,0.87247953,0.871678096
786,42220.64073,0.640729167,0,0,2178.61,4.09448,-60.3574,0.499749,-0.00445533,96,92.7,92.2,23.2,21.8,90.3,68.3629,364.128,0.00183105,0.235213,0.374143,0,0,0,0.00927608,0.01513332,8.997144743,8.991287503,8.994216123,-143.519,160.181,-2.026771297,-3.304530254,-2.665845669,-2.665845669,1.093034421,0.871614885,0.870814512,0.872416242,0.871614885
787,42220.64083,0.640833333,0,0,2283.21,5.01831,-60.3574,0.499749,-0.00445533,96,92.6,92.2,23.2,21.8,90.3,68.3629,360.266,0.00183105,0.235303,0.374052,0,0,0,0.00904748,0.01536446,8.997373343,8.991056363,8.994214853,-147.381,156.319,-1.97687051,-3.354921552,-2.66612272,-2.66612272,1.100701084,0.871615233,0.870752078,0.87247953,0.871615233
