ID,Date (GMT),Time (24hr),ConfP (psi),ActP (psi),Load (lbs),SmallLVDT (in),LargeLVDT (in),LVTemp (C),UVTemp (C),PistonTemp (C),LCTemp (C),AmbTemp (C),CFluidTemp,DilaFDBK (mL),Isco Vol (mL),DnStream Flow (SCCM),Schu01 (in),Schu02 (in),PorePress(psig),US PorePressTemp(C),DS PorePressTemp(C)
620,4/7/2016,2:41:51 AM,2013.86,3.12549,-444.338,0.499712,-0.00445533,185.2,186.3,169.7,24.6,22.2,171.9,35.7205,479.326,2.2776,-0.296587,0.815719,-12.0232,32.4,25.9
621,4/7/2016,2:46:01 AM,2012.93,3.12549,-444.338,0.49973,-0.00445533,186.3,187,169.7,24.6,22.2,171.8,35.7205,479.171,2.2776,-0.296587,0.815812,-12.0232,32.4,25.9
622,4/7/2016,2:50:11 AM,2013.86,3.12549,-444.338,0.49973,-0.00445533,188.8,184.7,169.7,24.6,22.1,171.8,35.7205,479.171,2.2776,-0.296679,0.81544,-12.0232,32.3,25.9
623,4/7/2016,2:54:21 AM,2012.93,3.12549,-444.338,0.499712,-0.00445533,197.4,184,169.7,24.6,22.2,171.7,35.7205,478.815,2.2776,-0.296373,0.815905,-12.0232,32.3,25.9
624,4/7/2016,2:58:31 AM,2014.79,4.05566,-444.338,0.499712,-0.00445533,184.7,186.1,169.7,24.6,22.4,171.8,35.7205,479.047,2.2776,-0.296679,0.816091,-12.0232,32.4,25.9
625,4/7/2016,3:02:41 AM,2013.86,4.05566,-444.338,0.49973,-0.00445533,191.4,187.4,169.7,24.6,22.3,171.8,35.7205,479.047,2.2776,-0.297137,0.815626,-12.0232,32.4,25.9
626,4/7/2016,3:06:50 AM,2013.86,4.05566,-444.338,0.49973,-0.00445533,184,185.3,169.7,24.5,22.1,171.9,35.7205,479.28,2.2776,-0.296954,0.815812,-12.0232,32.4,25.9
627,4/7/2016,3:11:01 AM,2014.79,3.12549,-444.338,0.49973,-0.00445533,185.1,184.1,169.7,24.5,22.1,171.9,35.7205,479.171,2.2776,-0.297046,0.815905,-12.0232,32.4,26
628,4/7/2016,3:15:11 AM,2013.86,3.12549,-444.338,0.49973,-0.00445533,196.3,185.3,169.7,24.5,22,171.9,35.7205,478.939,2.2776,-0.297137,0.816091,-11.1006,32.4,26
629,4/7/2016,3:19:21 AM,2014.79,3.12549,-444.338,0.49973,-0.00445533,185,187.5,169.7,24.5,21.8,172.1,35.7205,479.171,2.2776,-0.297535,0.815905,-11.1006,32.4,26.1
630,4/7/2016,3:23:31 AM,2014.79,3.12549,-444.338,0.49973,-0.00445533,187.2,184.8,169.7,24.4,21.8,172,35.7205,479.047,2.2776,-0.297443,0.816215,-11.1006,32.4,26
631,4/7/2016,3:27:41 AM,2012,3.12549,-444.338,0.49973,-0.00445533,193.4,184,169.7,24.5,21.9,171.9,35.7205,478.939,2.2776,-0.297443,0.815905,-12.0232,32.4,26
632,4/7/2016,3:31:51 AM,2015.72,3.12549,-444.338,0.49973,-0.00445533,185.3,186.2,169.7,24.4,21.8,171.9,35.7205,479.047,2.2776,-0.297627,0.816091,-12.0232,32.5,26.1
633,4/7/2016,3:36:01 AM,2012,3.12549,-444.338,0.49973,-0.00445533,193.2,187.6,169.9,24.6,21.9,172.1,35.7205,479.047,2.2776,-0.297443,0.815998,-11.1006,32.5,26.1
634,4/7/2016,3:40:11 AM,2012,3.12549,-444.338,0.49973,-0.00445533,190.6,184.9,169.9,24.6,22,171.9,35.7205,478.815,2.2776,-0.297046,0.816494,-11.1006,32.4,26.1
635,4/7/2016,3:44:21 AM,2015.72,3.12549,-444.338,0.49973,-0.00445533,184.9,184,169.8,24.5,22.1,171.9,35.7205,478.815,2.2776,-0.297627,0.816215,-12.0232,32.4,26.1
636,4/7/2016,3:48:31 AM,2012.93,3.12549,-444.338,0.49973,-0.00445533,199.8,184.7,169.8,24.4,21.9,171.9,35.7205,478.815,2.2776,-0.297627,0.816308,-11.1006,32.4,26
637,4/7/2016,3:52:40 AM,2012,3.12549,-444.338,0.49973,-0.00445533,185.3,186.5,169.9,24.4,21.9,172,35.7205,478.939,2.2776,-0.297627,0.816308,-11.1006,32.5,26.1
638,4/7/2016,3:56:51 AM,2012.93,3.12549,-444.338,0.499712,-0.00445533,187.7,186.3,169.8,24.4,22.2,171.9,35.7205,478.551,2.2776,-0.297535,0.816494,-11.1006,32.5,26.1
639,4/7/2016,4:01:01 AM,2014.79,3.12549,-444.338,0.499712,-0.00445533,184.2,183.1,169.9,24.6,22.1,171.8,35.7205,478.427,2.2776,-0.29781,0.816215,-11.1006,32.6,26.1
640,4/7/2016,4:05:11 AM,2015.72,3.12549,-444.338,0.499712,-0.00445533,189,186.1,169.8,24.5,22.1,171.8,35.7205,478.427,2.2776,-0.298024,0.81668,-11.1006,32.6,26.1
641,4/7/2016,4:09:21 AM,2012.93,3.12549,-444.338,0.49973,-0.00445533,185,187.2,169.7,24.5,22.2,171.9,35.7205,478.66,2.2776,-0.297718,0.816587,-11.1006,32.6,26.1
642,4/7/2016,4:13:31 AM,2012.93,3.12549,-444.338,0.49973,-0.00445533,188.3,184.6,169.7,24.6,22.3,172,35.7205,478.815,2.2776,-0.298391,0.816308,-11.1006,32.6,26.2
643,4/7/2016,4:17:41 AM,2013.86,3.12549,-444.338,0.49973,-0.00445533,185.3,184,169.9,24.5,22.2,172.1,35.7205,478.939,2.2776,-0.298116,0.816774,-11.1006,32.7,26.2
644,4/7/2016,4:21:51 AM,2014.79,3.12549,-444.338,0.49973,-0.00445533,186.4,185.7,169.9,24.5,22.4,172,35.7205,478.815,2.2776,-0.298391,0.816494,-11.1006,32.7,26.2
645,4/7/2016,4:26:01 AM,2012.93,3.12549,-444.338,0.49973,-0.00445533,188.2,186.7,169.9,24.5,22.5,172,35.7205,478.815,2.2776,-0.298207,0.816774,-11.1006,32.7,26.2
646,4/7/2016,4:30:11 AM,2013.86,3.12549,-444.338,0.49973,-0.00445533,187.4,184.5,169.8,24.5,22.4,172,35.7205,478.66,2.2776,-0.298299,0.816587,-11.1006,32.8,26.3
647,4/7/2016,4:34:21 AM,2014.79,3.12549,-444.338,0.49973,-0.00445533,185.2,184.2,169.9,24.6,22.5,171.9,35.7205,478.427,2.2776,-0.298207,0.816867,-11.1006,32.8,26.3
648,4/7/2016,4:38:30 AM,2012,3.12549,-444.338,0.49973,-0.00445533,189.9,185.9,169.8,24.5,22.6,171.8,35.7205,478.164,2.2776,-0.298299,0.816587,-11.1006,32.8,26.3
649,4/7/2016,4:42:41 AM,2014.79,3.12549,-444.338,0.49973,-0.00445533,185.5,187.4,169.8,24.5,22.4,171.8,35.7205,478.164,2.2776,-0.298574,0.816774,-11.1006,32.8,26.3
650,4/7/2016,4:46:51 AM,2013.86,3.12549,-444.338,0.49973,-0.00445533,186.4,185,169.8,24.5,22.2,171.8,35.7205,478.319,2.2776,-0.298574,0.816774,-11.1006,32.8,26.3
651,4/7/2016,4:51:01 AM,2015.72,3.12549,-444.338,0.49973,-0.00445533,192.9,184.2,169.8,24.5,22.1,171.8,35.7205,477.931,2.2776,-0.298666,0.81727,-11.1006,32.9,26.3
652,4/7/2016,4:55:11 AM,2012,3.12549,-444.338,0.49973,-0.00445533,189.8,186.1,169.9,24.5,21.9,171.9,35.7205,478.319,2.2776,-0.298666,0.817084,-11.1006,32.9,26.3
653,4/7/2016,4:59:21 AM,2014.79,3.12549,-444.338,0.49973,-0.00445533,185,186.5,169.9,24.6,21.9,171.9,35.7205,478.319,2.2776,-0.29888,0.817084,-11.1006,32.9,26.3
654,4/7/2016,5:03:31 AM,2012.93,3.12549,-444.338,0.49973,-0.00445533,200.3,184,169.8,24.4,21.9,172,35.7205,478.164,2.2776,-0.29888,0.817084,-11.1006,32.8,26.2
655,4/7/2016,5:07:41 AM,2012.93,3.12549,-444.338,0.49973,-0.00445533,186.8,184.8,169.9,24.5,21.9,172.1,35.7205,478.66,2.2776,-0.299155,0.81727,-11.1006,32.9,26.2
656,4/7/2016,5:11:51 AM,2014.79,3.12549,-444.338,0.49973,-0.00445533,188.7,186.4,169.9,24.5,21.9,172,35.7205,478.164,2.2776,-0.299155,0.817084,-11.1006,32.9,26.2
657,4/7/2016,5:16:01 AM,2013.86,3.12549,-444.338,0.49973,-0.00445533,190.5,186.1,169.8,24.5,21.9,171.9,35.7205,477.931,2.2776,-0.299155,0.817642,-11.1006,32.9,26.1
658,4/7/2016,5:20:11 AM,2012.93,3.12549,-444.338,0.49973,-0.00445533,199.9,183.9,169.7,24.4,22.1,171.8,35.7205,477.822,2.2776,-0.298972,0.817549,-11.1006,32.9,26.1
659,4/7/2016,5:24:21 AM,2015.72,3.12549,-433.154,0.49973,-0.00445533,184.7,184.3,169.7,24.4,22.2,171.9,35.7205,478.055,2.2776,-0.299247,0.81727,-11.1006,32.8,26.1
660,4/7/2016,5:28:31 AM,2014.79,3.12549,-444.338,0.49973,-0.00445533,184,185.8,169.7,24.6,22.3,171.8,35.7205,477.931,2.2776,-0.299155,0.817177,-12.0232,32.8,26.1
661,4/7/2016,5:32:41 AM,2012.93,3.12549,-433.154,0.49973,-0.00445533,187.1,187.4,169.7,24.5,22.4,171.8,35.7205,477.822,2.2776,-0.29943,0.817549,-11.1006,32.8,26.1
662,4/7/2016,5:36:51 AM,2015.72,4.05566,-444.338,0.49973,-0.00445533,188,185,169.6,24.4,22.4,171.7,35.7205,477.667,2.2776,-0.299338,0.81727,-11.1006,32.8,26.1
663,4/7/2016,5:41:01 AM,2012.93,3.12549,-433.154,0.49973,-0.00445533,190.2,183.9,169.7,24.5,22.4,171.8,35.7205,477.698,2.2776,-0.299155,0.817549,-11.1006,32.9,26.2
664,4/7/2016,5:45:11 AM,2012.93,3.12549,-444.338,0.49973,-0.00445533,189.8,185.5,169.7,24.5,22.4,171.7,35.7205,477.698,2.2776,-0.299155,0.817177,-11.1006,33,26.2
665,4/7/2016,5:49:21 AM,2014.79,3.12549,-444.338,0.49973,-0.00445533,184.6,186.4,169.6,24.5,22.5,171.8,35.7205,477.667,2.2776,-0.299522,0.817859,-11.1006,33,26.3
666,4/7/2016,5:53:31 AM,2012,3.12549,-433.154,0.49973,-0.00445533,188.2,186.5,169.6,24.5,22.4,171.8,35.7205,477.667,2.2776,-0.299522,0.817642,-11.1006,33,26.3
667,4/7/2016,5:57:41 AM,2013.86,3.12549,-433.154,0.499712,-0.00445533,189.1,184.4,169.5,24.5,22.3,171.8,35.7205,477.543,2.2776,-0.299644,0.817735,-11.1006,33,26.3
668,4/7/2016,6:01:52 AM,2012,4.05566,-433.154,0.49973,-0.00445533,188.7,184,169.5,24.5,22.3,171.8,35.7205,477.698,2.2776,-0.299736,0.817735,-11.1006,33,26.3
669,4/7/2016,6:06:01 AM,2015.72,3.12549,-433.154,0.49973,-0.00445533,185.7,185.5,169.4,24.5,22.4,171.8,35.7205,477.698,2.2776,-0.300011,0.818045,-11.1006,33,26.3
670,4/7/2016,6:10:11 AM,2012,3.12549,-433.154,0.49973,-0.00445533,188.3,187.1,169.4,24.5,22.4,171.8,35.7205,477.698,2.2776,-0.300011,0.817735,-12.0232,33,26.3
671,4/7/2016,6:14:21 AM,2013.86,3.12549,-433.154,0.49973,-0.00445533,191.2,185.6,169.3,24.4,22.3,171.8,35.7205,477.435,2.2776,-0.300011,0.817859,-11.1006,33,26.3
672,4/7/2016,6:18:31 AM,2013.86,3.12549,-433.154,0.49973,-0.00445533,187.1,184.5,169.3,24.4,22.3,171.6,35.7205,477.311,2.2776,-0.299828,0.817363,-11.1006,33,26.3
673,4/7/2016,6:22:41 AM,2015.72,3.12549,-433.154,0.49973,-0.00445533,186.7,184.9,169.3,24.5,22.4,171.6,35.7205,477.202,2.2776,-0.299828,0.817549,-11.1006,33.1,26.3
674,4/7/2016,6:26:51 AM,2013.86,3.12549,-433.154,0.49973,-0.00445533,190.7,185.8,169.2,24.4,22.4,171.6,35.7205,477.202,2.2776,-0.299736,0.817735,-11.1006,33.1,26.3
675,4/7/2016,6:31:01 AM,2014.79,3.12549,-433.154,0.49973,-0.00445533,185,187.1,169.1,24.6,22.4,171.7,35.7205,477.311,2.2776,-0.300194,0.818045,-12.0232,33.1,26.3
676,4/7/2016,6:35:11 AM,2012.93,3.12549,-433.154,0.49973,-0.00445533,198.9,184.9,169.1,24.4,22.3,171.6,35.7205,476.923,2.2776,-0.300103,0.818045,-12.0232,33.1,26.3
677,4/7/2016,6:39:22 AM,2013.86,3.12549,-433.154,0.49973,-0.00445533,185.3,184.3,169.1,24.4,22.3,171.6,35.7205,477.311,2.2776,-0.300194,0.818138,-11.1006,33.1,26.3
678,4/7/2016,6:43:31 AM,2013.86,3.12549,-433.154,0.49973,-0.00445533,194.1,184.2,169.1,24.5,22.1,171.7,35.7205,477.202,2.2776,-0.300194,0.818045,-11.1006,33,26.3
679,4/7/2016,6:47:42 AM,2015.72,3.12549,-455.521,0.49973,-0.00445533,184.9,185.8,169.1,24.6,22.1,171.9,35.7205,477.435,2.2776,-0.3005,0.818138,-11.1006,33,26.3
680,4/7/2016,6:51:51 AM,2012,3.12549,-466.705,0.49973,-0.00445533,199.1,187,169.2,24.5,22.3,171.9,35.7205,477.435,2.2776,-0.300592,0.818324,-11.1006,33,26.3
681,4/7/2016,6:56:01 AM,2013.86,3.12549,-466.705,0.49973,-0.00445533,187.2,185,169.2,24.5,22.4,171.9,35.7205,477.667,2.2776,-0.301142,0.817859,-11.1006,33,26.3
682,4/7/2016,7:00:11 AM,2013.86,3.12549,-477.891,0.49973,-0.00445533,184.6,184.1,169.1,24.5,22.6,171.8,35.7205,477.311,2.2776,-0.3005,0.818231,-10.1777,33,26.3
683,4/7/2016,7:04:21 AM,2014.79,3.12549,-466.705,0.49973,-0.00445533,189.9,186,169,24.6,22.7,171.7,35.7205,477.202,2.2776,-0.300684,0.818324,-11.1006,33,26.3
684,4/7/2016,7:08:31 AM,2012,3.12549,-466.705,0.49973,-0.00445533,198.1,186.9,169.1,24.6,22.7,171.7,35.7205,477.078,2.2776,-0.300684,0.818231,-11.1006,33,26.4
685,4/7/2016,7:12:41 AM,2013.86,3.12549,-515.17,0.49973,-0.00445533,183.8,185.1,169.3,24.6,22.6,171.7,35.7205,477.202,2.2776,-0.300959,0.818727,-11.1006,33,26.4
686,4/7/2016,7:16:52 AM,2013.86,3.12549,-503.986,0.49973,-0.00445533,183.8,184.6,169.3,24.6,22.4,171.6,35.7205,477.202,2.2776,-0.300867,0.818417,-11.1006,33,26.4
687,4/7/2016,7:21:01 AM,2012.93,4.05566,-526.354,0.49973,-0.00445533,185,186.4,169.3,24.7,22.4,171.6,35.7205,477.202,2.2776,-0.30105,0.818914,-11.1006,33,26.4
688,4/7/2016,7:25:12 AM,2013.86,3.12549,-492.801,0.49973,-0.00445533,186.3,186.4,169.3,24.6,22.4,171.6,35.7205,476.923,2.2776,-0.301142,0.818634,-11.1006,32.9,26.4
689,4/7/2016,7:29:21 AM,2014.79,3.12549,-503.986,0.49973,-0.00445533,192,184,169.3,24.5,22.3,171.6,35.7205,476.815,2.2776,-0.301264,0.818634,-11.1006,33,26.4
690,4/7/2016,7:33:31 AM,2013.86,3.12549,-503.986,0.49973,-0.00445533,184.1,184.1,169.3,24.6,22.2,171.7,35.7205,477.202,2.2776,-0.301264,0.818634,-11.1006,32.9,26.4
691,4/7/2016,7:37:41 AM,2014.79,3.12549,-537.537,0.49973,-0.00445533,187.7,186.1,169.4,24.6,22.2,171.8,35.7205,477.047,2.2776,-0.301631,0.818914,-11.1006,32.9,26.4
692,4/7/2016,7:41:51 AM,2013.86,3.12549,-515.17,0.49973,-0.00445533,188.3,186.7,169.4,24.6,22.2,171.8,35.7205,476.923,2.2776,-0.30154,0.819007,-11.1006,33,26.4
693,4/7/2016,7:45:12 AM,2012.93,3.12549,-526.354,0.49973,-0.00445533,184.5,183.9,169.5,24.6,22.1,171.8,35.7205,477.078,2.2776,-0.301264,0.819286,-9.25488,33,26.4
694,4/7/2016,7:46:52 AM,2013.86,3.12549,-515.17,0.49973,-0.00445533,185,185.9,169.5,24.6,22.1,171.8,35.7205,476.97,77.4493,-0.301264,0.819503,-9.25488,33,26.4
695,4/7/2016,7:48:32 AM,2013.86,3.12549,-515.17,0.49973,-0.00445533,189.3,186.9,169.4,24.6,22.1,171.7,35.7205,476.691,54.7257,-0.30154,0.818727,-8.33203,33,26.4
696,4/7/2016,7:50:12 AM,2012,3.12549,-503.986,0.49973,-0.00445533,191.7,184,169.4,24.6,22.1,171.8,35.7205,476.815,54.7257,-0.301142,0.818914,-9.25488,33,26.4
697,4/7/2016,7:51:52 AM,2012,3.12549,-515.17,0.49973,-0.00445533,188.1,184.8,169.4,24.6,21.9,171.6,35.7205,476.815,54.7257,-0.301264,0.819007,-8.33203,32.9,26.3
698,4/7/2016,7:53:32 AM,2015.72,3.12549,-455.521,0.49973,-0.00445533,185.3,186.6,169.3,24.6,21.9,171.6,35.7205,476.691,54.7257,-0.301142,0.818727,-9.25488,32.9,26.3
699,4/7/2016,7:55:13 AM,2013.86,3.12549,-477.891,0.49973,-0.00445533,187.1,184.5,169.3,24.5,21.9,171.6,35.7205,476.691,54.7257,-0.301356,0.818634,-9.25488,32.9,26.3
700,4/7/2016,7:56:52 AM,2013.86,3.12549,-466.705,0.49973,-0.00445533,190.1,184.3,169.3,24.6,22,171.6,35.7205,476.582,54.7257,-0.301142,0.818914,-9.25488,32.9,26.3
701,4/7/2016,7:58:32 AM,2012.93,3.12549,-466.705,0.49973,-0.00445533,192.6,185.8,169.3,24.5,22,171.5,35.7205,476.474,54.7257,-0.301142,0.81851,-9.25488,32.8,26.3
702,4/7/2016,8:00:12 AM,2012.93,3.12549,-477.891,0.49973,-0.00445533,188.2,186.3,169.3,24.6,22.1,171.5,35.7205,476.582,54.7257,-0.30105,0.818914,-9.25488,32.8,26.3
703,4/7/2016,8:01:52 AM,2012.93,3.12549,-477.891,0.49973,-0.00445533,185.2,184.1,169.3,24.5,22.1,171.5,35.7205,476.582,54.7257,-0.301356,0.819007,-9.25488,32.8,26.3
704,4/7/2016,8:03:32 AM,2014.79,3.12549,-466.705,0.49973,-0.00445533,187.7,184.3,169.3,24.6,22.1,171.5,35.7205,476.474,54.7257,-0.301264,0.818727,-8.33203,32.8,26.3
705,4/7/2016,8:05:12 AM,2012.93,3.12549,-492.801,0.49973,-0.00445533,198.6,185.6,169.3,24.6,22.1,171.5,35.7205,476.427,54.7257,-0.301142,0.819193,-9.25488,32.8,26.3
706,4/7/2016,8:06:52 AM,2014.79,3.12549,-466.705,0.49973,-0.00445533,184.7,186.9,169.3,24.5,22.1,171.6,35.7205,476.691,54.7257,-0.301356,0.8191,-9.25488,32.9,26.3
707,4/7/2016,8:08:33 AM,2015.72,3.12549,-492.801,0.49973,-0.00445533,191.2,183.6,169.3,24.6,22.1,171.6,35.7205,476.582,54.7257,-0.301723,0.8191,-9.25488,32.9,26.3
708,4/7/2016,8:10:12 AM,2013.86,3.12549,-492.801,0.49973,-0.00445533,188.2,185,169.3,24.6,22.1,171.7,35.7205,476.815,54.7257,-0.301631,0.818914,-9.25488,32.9,26.3
709,4/7/2016,8:11:52 AM,2014.79,3.12549,-492.801,0.49973,-0.00445533,184.1,186.8,169.3,24.5,22.2,171.7,35.7205,476.815,56.2683,-0.30154,0.819286,-9.25488,32.9,26.3
710,4/7/2016,8:13:32 AM,2015.72,3.12549,-492.801,0.49973,-0.00445533,186.3,185.2,169.3,24.6,22.1,171.7,35.7205,476.691,54.7257,-0.301723,0.819286,-8.33203,32.9,26.3
711,4/7/2016,8:15:12 AM,2013.86,3.12549,-492.801,0.49973,-0.00463927,191.4,184.2,169.3,24.5,22.2,171.6,35.7205,476.691,54.7257,-0.301723,0.8191,-9.25488,32.9,26.3
712,4/7/2016,8:16:52 AM,2012.93,3.12549,-492.801,0.49973,-0.00445533,188,185.8,169.3,24.5,22.1,171.6,35.7205,476.691,54.7257,-0.301264,0.8191,-9.25488,32.8,26.3
713,4/7/2016,8:18:32 AM,2012.93,3.12549,-503.986,0.49973,-0.00445533,185.8,187,169.2,24.5,22.1,171.7,35.7205,476.815,54.7257,-0.30212,0.819379,-9.25488,32.8,26.2
714,4/7/2016,8:20:12 AM,2013.86,3.12549,-503.986,0.49973,-0.00445533,196.3,183.6,169.2,24.5,22.1,171.6,35.7205,476.582,2.36659,-0.301815,0.819596,-11.1006,32.8,26.2
715,4/7/2016,8:21:53 AM,2015.72,3.12549,-503.986,0.49973,-0.00445533,184.5,185.4,169.2,24.5,22.1,171.8,35.7205,476.923,2.36659,-0.30212,0.819503,-11.1006,32.8,26.2
716,4/7/2016,8:23:32 AM,2013.86,3.12549,-503.986,0.49973,-0.00445533,184.7,186.2,169.3,24.5,22.1,171.8,35.7205,476.815,2.36659,-0.301631,0.820061,-11.1006,32.8,26.1
717,4/7/2016,8:25:12 AM,2012.93,3.12549,-466.705,0.49973,-0.00445533,184.5,186.6,169.2,24.5,22.1,171.6,35.7205,476.691,2.36659,-0.301448,0.819007,-11.1006,32.9,26.3
718,4/7/2016,8:26:53 AM,2013.86,3.12549,-526.354,0.49973,-0.00445533,184.3,183.7,169.2,24.5,22.1,171.7,35.7205,476.582,2.36659,-0.301906,0.819596,-11.1006,32.8,26.1
719,4/7/2016,8:28:32 AM,2014.79,3.12549,-492.801,0.49973,-0.00445533,184.9,185,169.2,24.5,22,171.5,35.7205,476.35,2.36659,-0.301723,0.819379,-11.1006,32.9,26.1
720,4/7/2016,8:30:13 AM,2014.79,3.12549,-492.801,0.49973,-0.00445533,190.4,187.2,169.1,24.5,22,171.5,35.7205,476.086,2.36659,-0.301815,0.819596,-11.1006,32.8,26.3
721,4/7/2016,8:31:52 AM,2012.93,3.12549,-477.891,0.49973,-0.00445533,190.9,184.8,169.1,24.5,21.9,171.4,35.7205,476.35,2.36659,-0.301723,0.819596,-12.0232,32.9,26.2
722,4/7/2016,8:33:32 AM,2012.93,3.12549,-455.521,0.49973,-0.00445533,188,183.9,169.1,24.4,21.9,171.4,35.7205,476.35,2.36659,-0.301723,0.8191,-11.1006,32.9,26.1
723,4/7/2016,8:35:13 AM,2013.86,3.12549,-466.705,0.499749,-0.00445533,185.6,186.5,169.1,24.5,21.9,171.4,35.7205,476.319,2.36659,-0.301723,0.819286,-11.1006,32.8,26.1
724,4/7/2016,8:36:52 AM,2013.86,3.12549,-515.17,0.49973,-0.00445533,186,186.4,169.1,24.5,21.9,171.4,35.7205,476.35,2.36659,-0.302396,0.8191,-12.0232,32.8,26.1
725,4/7/2016,8:38:32 AM,2012.93,3.12549,-492.801,0.49973,-0.00445533,185.4,183.7,169.1,24.4,21.9,171.4,35.7205,476.35,2.36659,-0.302304,0.819286,-12.0232,32.8,26
726,4/7/2016,8:40:13 AM,2014.79,3.12549,-466.705,0.49973,-0.00445533,186.9,185.4,169.1,24.5,21.9,171.4,35.7205,476.086,2.36659,-0.302671,0.819193,-11.1006,32.8,26
727,4/7/2016,8:41:52 AM,2013.86,3.12549,-466.705,0.49973,-0.00427139,194,186.7,169.1,24.5,21.9,171.3,35.7205,475.962,2.36659,-0.302212,0.819503,-11.1006,32.8,26
728,4/7/2016,8:43:33 AM,2012,3.12549,-477.891,0.49973,-0.00445533,187.3,185.2,169.1,24.5,21.9,171.4,35.7205,476.194,2.36659,-0.302487,0.819689,-11.1006,32.8,26
729,4/7/2016,8:45:12 AM,2013.86,3.12549,-492.801,0.49973,-0.00445533,184.4,184.2,169.1,24.5,22,171.4,35.7205,476.194,2.36659,-0.302487,0.819968,-11.1006,32.8,26
730,4/7/2016,8:46:52 AM,2012.93,3.12549,-455.521,0.49973,-0.00445533,185.3,185.8,169.1,24.5,21.9,171.4,35.7205,476.194,2.36659,-0.302671,0.819596,-11.1006,32.8,26
731,4/7/2016,8:48:33 AM,2011.07,3.12549,-466.705,0.49973,-0.00445533,187.5,186.1,169.1,24.4,21.9,171.4,35.7205,476.194,2.36659,-0.302487,0.819689,-11.1006,32.8,26
732,4/7/2016,8:49:57 AM,2010.15,3.12549,-503.986,0.499749,-0.00445533,191.7,184.1,169.1,24.4,21.9,171.4,35.7205,476.194,2.36659,-0.302762,0.819689,-11.1006,32.8,26
733,4/7/2016,8:50:07 AM,2010.15,3.12549,-492.801,0.49973,-0.00445533,190.3,183.8,169.1,24.5,21.9,171.4,35.7205,476.194,2.36659,-0.302762,0.819782,-11.1006,32.8,25.9
734,4/7/2016,8:50:17 AM,2011.07,3.12549,-492.801,0.49973,-0.00445533,188.5,184.3,169.1,24.5,21.9,171.4,35.7205,476.194,2.36659,-0.302762,0.819875,-11.1006,32.8,25.9
735,4/7/2016,8:50:27 AM,2011.07,3.12549,-503.986,0.49973,-0.00445533,186.7,184.7,169.1,24.5,21.9,171.3,35.7205,476.194,2.36659,-0.302762,0.819782,-11.1006,32.8,25.9
736,4/7/2016,8:50:36 AM,2012,3.12549,-503.986,0.49973,-0.00445533,185.9,185.3,169.1,24.5,21.9,171.4,35.7205,476.194,2.36659,-0.302885,0.819503,-11.1006,32.8,25.9
737,4/7/2016,8:50:47 AM,2027.5,3.12549,-477.891,0.49973,-0.00445533,185.1,186,169.1,24.5,21.9,171.4,35.7205,475.342,2.36659,-0.302762,0.819503,-11.1006,32.8,25.9
738,4/7/2016,8:50:57 AM,2074.59,3.12549,-492.801,0.49973,-0.00445533,184.5,186.8,169.1,24.5,21.9,171.4,35.7205,472.954,2.36659,-0.302885,0.819286,-11.1006,32.8,25.9
739,4/7/2016,8:51:07 AM,2112.39,3.12549,-515.17,0.49973,-0.00445533,184.2,187,169.1,24.5,21.9,171.4,35.7205,471.094,2.36659,-0.303252,0.819286,-11.1006,32.8,25.9
740,4/7/2016,8:51:17 AM,2153.91,3.12549,-455.521,0.49973,-0.00445533,183.7,186.6,169.1,24.5,21.9,171.5,35.7205,469.125,2.36659,-0.303068,0.819007,-11.1006,32.8,25.9
741,4/7/2016,8:51:27 AM,2191.71,3.12549,-455.521,0.49973,-0.00445533,184.6,186.2,169,24.5,21.9,171.5,35.7205,467.233,2.36659,-0.30316,0.819007,-11.1006,32.8,25.9
742,4/7/2016,8:51:37 AM,2226.41,3.12549,-455.521,0.499749,-0.00445533,189.7,185.7,169.1,24.5,21.9,171.6,35.7205,465.419,2.36659,-0.303343,0.8191,-11.1006,32.8,26
743,4/7/2016,8:51:47 AM,2267,3.12549,-477.891,0.499749,-0.00445533,196,185.1,169.1,24.5,21.9,171.6,35.7205,463.419,2.36659,-0.303741,0.819286,-11.1006,32.8,25.9
744,4/7/2016,8:51:57 AM,2302.63,3.12549,-466.705,0.499749,-0.00445533,200,184.6,169,24.5,21.9,171.6,35.7205,461.683,2.36659,-0.303741,0.819286,-11.1006,32.8,25.9
745,4/7/2016,8:52:07 AM,2340.43,3.12549,-466.705,0.499749,-0.00445533,198.9,184.1,169,24.5,21.9,171.6,35.7205,459.822,2.36659,-0.304016,0.8191,-11.1006,32.8,25.9
746,4/7/2016,8:52:17 AM,2382.88,3.12549,-477.891,0.49973,-0.00445533,195.7,183.6,169,24.5,21.9,171.7,35.7205,457.822,2.2776,-0.304383,0.81882,-11.1006,32.8,26
747,4/7/2016,8:52:27 AM,2419.44,3.12549,-466.705,0.49973,-0.00445533,192.2,183.3,169,24.5,21.9,171.8,35.7205,456.086,2.36659,-0.304872,0.819007,-11.1006,32.8,25.9
748,4/7/2016,8:52:37 AM,2458.17,3.12549,-466.705,0.49973,-0.00445533,190,183.9,169,24.5,21.9,171.8,35.7205,454.349,2.36659,-0.305269,0.8191,-11.1006,32.8,25.9
749,4/7/2016,8:52:47 AM,2496.9,3.12549,-455.521,0.49973,-0.00445533,188.5,184.7,169,24.5,21.9,171.8,35.7205,452.613,2.36659,-0.305544,0.818914,-11.1006,32.7,25.9
