ID,Date (GMT),Time (24hr),ConfP (psi),ActP (psi),Load (lbs),SmallLVDT (in),LargeLVDT (in),LVTemp (C),UVTemp (C),PistonTemp (C),LCTemp (C),AmbTemp (C),CFluidTemp,DilaFDBK (mL),Isco Vol (mL),DnStream Flow (SCCM),Schu01 (in),Schu02 (in),PorePress(psig),US PorePressTemp(C),DS PorePressTemp(C)
1,4/4/2016,5:19:01 PM,0.223633,4.05566,-421.971,0.49973,-0.00445533,22.7,22.4,-270,22.4,22.1,22.6,35.7324,508.009,2.2776,0.170351,0.566516,-23.4045,94.3,120.8
2,4/4/2016,5:19:12 PM,0.223633,4.05566,-421.971,0.49973,-0.00445533,22.7,22.4,-270,22.4,22.1,22.6,35.7205,508.009,2.2776,0.170351,0.566516,-23.4045,111.2,110.3
3,4/4/2016,5:19:22 PM,0.223633,4.05566,-421.971,0.49973,-0.00427139,22.6,22.4,-270,22.4,22.1,22.6,35.7205,508.009,2.2776,0.170351,0.566516,-23.4045,61,62.8
4,4/5/2016,3:11:21 PM,29.968,4.05566,-433.154,0.499749,-0.00427139,132.4,104.3,58,22.4,22.1,60.8,35.7205,508.009,2.2776,0.103982,0.57917,-12.946,22.5,22.3
5,4/5/2016,3:28:02 PM,2.08276,4.05566,-433.154,0.499749,-0.00427139,186.3,141.6,82.6,22.6,21.8,94.1,35.7205,508.009,2.36659,0.0631701,0.581496,-12.946,22.7,22.4
6,4/5/2016,3:44:42 PM,2.08276,4.05566,-444.338,0.499749,-0.00445533,176.4,172.6,102.4,22.5,21.9,119.2,35.7324,508.009,2.36659,0.0300007,0.58314,-12.946,22.7,22.6
7,4/5/2016,4:01:21 PM,3.94165,6.22607,-421.971,0.499786,-0.00408757,189,183.3,117.8,22.6,22.1,136.7,35.7443,508.009,2.2776,0.00633895,0.013091,-11.1006,23.1,22.8
8,4/5/2016,4:18:01 PM,1.15308,4.05566,-455.521,0.49973,-0.00445533,182.9,185.8,129.5,22.7,22.3,147.5,35.7205,508.009,2.36659,-0.00451368,0.950881,-12.946,23.6,23.2
9,4/5/2016,4:34:41 PM,1.15308,4.05566,-455.521,0.499749,-0.00445533,182,187,138.2,22.7,22.3,153.9,35.7205,508.009,2.36659,-0.00824332,0.588568,-12.0232,24.1,23.6
10,4/5/2016,4:51:22 PM,1.15308,4.05566,-444.338,0.499749,-0.00445533,191.4,186.4,144.9,22.8,22.1,158.1,35.7324,508.009,2.2776,-0.010047,0.58925,-12.946,24.6,23.9
11,4/5/2016,5:08:02 PM,1.15308,4.05566,-455.521,0.499749,-0.00445533,186.6,185.6,149.8,22.9,22,161,35.7205,508.009,2.36659,-0.0101387,0.590491,-12.946,24.8,24.1
12,4/5/2016,5:24:41 PM,1.15308,4.05566,-444.338,0.499749,-0.00445533,185.3,184,153.5,23,22.2,163,35.7205,508.009,2.36659,-0.0110252,0.590584,-12.946,25.2,24.3
13,4/5/2016,5:41:21 PM,2.08276,4.05566,-466.705,0.499749,-0.00445533,192.1,184.4,156.3,23,22.1,164.7,35.7205,508.009,2.36659,-0.011973,0.590987,-12.0232,25.4,24.5
14,4/5/2016,5:58:01 PM,1.15308,4.05566,-466.705,0.499749,-0.00445533,186.4,185.4,158.4,23,22.2,165.9,35.7324,508.009,2.2776,-0.0117589,0.591359,-12.0232,25.6,24.6
15,4/5/2016,6:14:42 PM,1.15308,4.05566,-455.521,0.499749,-0.00445533,185,187.1,160.1,23.1,22.1,166.9,35.7205,508.009,2.36659,-0.0118812,0.591266,-12.0232,25.9,24.9
16,4/5/2016,6:31:22 PM,1.15308,4.05566,-444.338,0.499749,-0.00427139,184.6,185.5,161.6,23.1,22.2,167.5,35.7324,508.009,2.36659,-0.0118812,0.591576,-12.0232,26.3,25
17,4/5/2016,6:48:01 PM,1.15308,4.05566,-444.338,0.499749,-0.00427139,192.1,184.2,162.7,23.2,22.1,168,35.7205,508.009,2.2776,-0.0117589,0.591173,-12.946,26.7,25.1
18,4/5/2016,7:04:41 PM,1.15308,4.05566,-466.705,0.499749,-0.00427139,184.3,185.7,163.6,23.3,22.2,168.2,35.7205,508.009,2.36659,-0.0118812,0.591762,-12.0232,27.2,25.2
19,4/5/2016,7:21:21 PM,1.15308,4.05566,-444.338,0.499749,-0.00445533,185.3,187,164.3,23.3,22.3,168.8,35.7324,508.009,2.36659,-0.0117589,0.591855,-12.946,27.5,25.3
20,4/5/2016,7:38:02 PM,1.15308,4.05566,-466.705,0.499749,-0.00445533,185.2,186.4,165,23.3,22.5,168.9,35.7205,508.009,2.36659,-0.0114838,0.591452,-12.0232,28.3,25.4
21,4/5/2016,7:54:42 PM,1.15308,4.05566,-444.338,0.499749,-0.00445533,184.1,187.1,165.7,23.5,22.3,169.4,35.7205,508.009,2.36659,-0.0115755,0.591266,-12.0232,29.2,25.5
22,4/5/2016,8:11:21 PM,1.15308,4.05566,-444.338,0.499749,-0.00427139,189.1,186.7,166.3,23.4,22.3,169.8,35.7205,508.009,2.36659,-0.0118812,0.591669,-11.1006,29.7,25.5
23,4/5/2016,8:28:01 PM,1.15308,4.05566,-455.521,0.49973,-0.00445533,187.5,185.8,166.9,23.5,22.3,170.2,35.7205,508.009,2.2776,-0.0120646,0.591359,-12.0232,30,25.5
24,4/5/2016,8:44:41 PM,1.15308,4.05566,-455.521,0.499749,-0.00445533,184.5,185,167.5,23.5,22.3,170.4,35.7205,508.009,2.36659,-0.0122481,0.591452,-11.1006,30.2,25.6
25,4/5/2016,9:01:22 PM,1.15308,4.05566,-455.521,0.499749,-0.00427139,193.6,185.1,167.9,23.5,22.4,170.5,35.7205,508.009,2.2776,-0.0121564,0.591452,-11.1006,30.4,25.6
26,4/5/2016,9:18:02 PM,1.15308,3.12549,-455.521,0.499749,-0.00445533,185,184.8,168.3,23.5,22.4,170.9,35.7205,508.009,2.36659,-0.0125232,0.591452,-11.1006,30.5,25.7
27,4/5/2016,9:34:42 PM,1.15308,4.05566,-455.521,0.499749,-0.00445533,186.2,184.4,168.6,23.6,22.4,170.9,35.7205,508.009,2.36659,-0.0122481,0.591576,-12.0232,30.6,25.7
28,4/5/2016,9:51:21 PM,1.15308,3.12549,-455.521,0.499749,-0.00445533,184.6,184.1,168.8,23.6,22.3,170.8,35.7205,508.009,2.36659,-0.0121564,0.591359,-12.0232,30.8,25.8
29,4/5/2016,10:08:01 PM,1.15308,4.05566,-455.521,0.499749,-0.00445533,191.8,184.4,169.1,23.7,22.3,171.1,35.7205,508.009,2.2776,-0.0124315,0.59108,-12.0232,30.9,25.8
30,4/5/2016,10:24:42 PM,1.15308,3.12549,-455.521,0.499749,-0.00427139,189,186.1,169.2,23.6,22.3,171.3,35.7324,508.009,2.36659,-0.0123398,0.591452,-12.0232,31,25.8
31,4/5/2016,10:41:22 PM,1.15308,4.05566,-455.521,0.499749,-0.00445533,186.6,187.5,169.3,23.7,22.4,171.2,35.7324,508.009,2.2776,-0.0124315,0.591762,-11.1006,30.8,25.7
32,4/5/2016,10:58:02 PM,1.15308,4.05566,-455.521,0.499749,-0.00427139,184.8,186.5,169.6,23.8,22.4,171.3,35.7205,508.009,2.2776,-0.0123398,0.591669,-11.1006,30.8,25.7
33,4/5/2016,11:14:41 PM,1.15308,4.05566,-455.521,0.499749,-0.00445533,194.2,185.5,169.7,23.8,22.2,171.3,35.7205,508.009,2.36659,-0.0121564,0.591359,-12.0232,31,25.8
34,4/5/2016,11:31:21 PM,1.15308,4.05566,-455.521,0.499749,-0.00427139,201,185.8,169.8,23.8,22.4,171.3,35.7205,508.009,2.2776,-0.0124315,0.591576,-11.1006,31,25.8
35,4/5/2016,11:48:02 PM,1.15308,4.05566,-455.521,0.499749,-0.00427139,186.7,185.8,169.9,23.8,22.3,171.3,35.7205,508.009,2.36659,-0.0120646,0.591948,-11.1006,30.9,25.8
36,4/6/2016,12:04:42 AM,1.15308,4.05566,-466.705,0.499749,-0.00445533,189.3,185.9,169.9,23.8,22.3,171.4,35.7205,508.009,2.2776,-0.0125232,0.591762,-12.0232,30.9,25.8
37,4/6/2016,12:21:22 AM,1.15308,4.05566,-455.521,0.499749,-0.00427139,196.6,184.1,169.9,23.8,22.4,171.5,35.7205,508.009,2.2776,-0.0120646,0.591669,-12.0232,30.9,25.8
38,4/6/2016,12:38:01 AM,1.15308,4.05566,-455.521,0.499749,-0.00445533,188.4,185.5,170,23.8,23,171.6,35.7205,508.009,2.36659,-0.0125232,0.592041,-12.0232,30.5,25.9
39,4/6/2016,12:54:41 AM,1.15308,4.05566,-466.705,0.499749,-0.00427139,193.2,187.4,170.2,23.9,22.1,171.7,35.7205,508.009,2.2776,-0.0126455,0.591266,-12.0232,30.7,25.9
40,4/6/2016,1:11:22 AM,1.15308,4.05566,-466.705,0.499749,-0.00445533,184.1,186.7,170.4,23.9,22.3,171.5,35.7205,508.009,2.36659,-0.0123398,0.592134,-12.0232,30.5,25.7
41,4/6/2016,1:28:02 AM,1.15308,4.05566,-466.705,0.499749,-0.00445533,192.3,187.2,170.5,23.9,22.4,171.6,35.7324,508.009,2.2776,-0.0126455,0.591452,-12.0232,30.4,25.7
42,4/6/2016,1:44:42 AM,1.15308,4.05566,-466.705,0.499749,-0.00427139,183.6,186.7,170.7,24,22,171.7,35.7205,508.009,2.36659,-0.0124315,0.591948,-12.0232,30.5,25.7
43,4/6/2016,2:01:21 AM,1.15308,4.05566,-455.521,0.499749,-0.00427139,183.9,186.5,170.9,23.9,22.1,171.8,35.7205,508.009,2.2776,-0.0125232,0.591359,-12.0232,30.7,25.7
44,4/6/2016,2:18:01 AM,1.15308,4.05566,-466.705,0.499749,-0.00445533,194.6,187.2,170.9,23.9,21.8,171.7,35.7205,508.009,2.2776,-0.0125232,0.591359,-12.0232,30.8,25.7
45,4/6/2016,2:34:42 AM,1.15308,3.12549,-455.521,0.499749,-0.00427139,183.8,185.9,171,23.9,21.9,171.9,35.7205,508.009,2.2776,-0.0125232,0.591855,-11.1006,31,25.7
46,4/6/2016,2:51:22 AM,1.15308,3.12549,-455.521,0.499749,-0.00445533,183.6,186.4,171.1,23.9,22.3,171.8,35.7205,508.009,2.36659,-0.0123398,0.591576,-11.1006,31.2,25.8
47,4/6/2016,3:08:02 AM,1.15308,4.05566,-455.521,0.499749,-0.00445533,187.7,186.9,171,24,22.3,171.8,35.7205,508.009,2.36659,-0.0124315,0.591669,-12.0232,31.4,25.9
48,4/6/2016,3:24:41 AM,1.15308,4.05566,-466.705,0.499749,-0.00445533,188.9,185.9,170.9,24.1,22.3,171.9,35.7205,508.009,2.36659,-0.0126455,0.591669,-11.1006,31.5,25.9
49,4/6/2016,3:41:21 AM,1.15308,4.05566,-466.705,0.499749,-0.00445533,187.2,185.5,170.8,24,22.4,171.8,35.7205,508.009,2.2776,-0.0132875,0.591762,-11.1006,31.5,25.9
50,4/6/2016,3:58:02 AM,2.08276,4.05566,-466.705,0.499749,-0.00445533,186.3,186.3,170.9,24,22,172,35.7205,508.009,2.36659,-0.0130123,0.591452,-11.1006,31.5,25.9
51,4/6/2016,4:14:42 AM,1.15308,3.12549,-466.705,0.499749,-0.00427139,185.5,186,170.9,24.1,22.1,171.9,35.7205,508.009,2.36659,-0.0128289,0.591855,-11.1006,31.5,25.8
52,4/6/2016,4:31:22 AM,1.15308,4.05566,-466.705,0.499749,-0.00445533,187.8,185.8,170.8,24,22.3,171.8,35.7205,508.009,2.36659,-0.0127372,0.591855,-11.1006,31.4,25.8
53,4/6/2016,4:48:02 AM,1.15308,4.05566,-455.521,0.499749,-0.00445533,187.9,185.5,170.8,24.1,22.5,171.9,35.7205,508.009,2.36659,-0.0127372,0.591669,-11.1006,31.5,25.9
54,4/6/2016,5:04:41 AM,1.15308,4.05566,-466.705,0.49973,-0.00445533,192.7,183.9,170.6,24.1,22.3,171.6,35.7205,508.009,2.2776,-0.0127372,0.591576,-11.1006,31.6,25.9
55,4/6/2016,5:21:22 AM,1.15308,3.12549,-466.705,0.499749,-0.00427139,194.7,184.2,170.7,24.1,22.4,171.8,35.7205,508.009,2.36659,-0.0127372,0.591669,-11.1006,31.6,25.9
56,4/6/2016,5:38:02 AM,1.15308,4.05566,-455.521,0.499749,-0.00445533,192,184.2,170.6,24.1,22.2,171.8,35.7205,508.009,2.36659,-0.0131041,0.591948,-11.1006,31.4,25.9
57,4/6/2016,5:54:42 AM,1.15308,4.05566,-466.705,0.499749,-0.00427139,191.8,184.5,170.7,24.1,22.3,171.9,35.7205,508.009,2.2776,-0.0134098,0.591359,-11.1006,31.4,25.9
58,4/6/2016,6:11:22 AM,1.15308,4.05566,-455.521,0.499749,-0.00445533,184.8,185.4,170.9,24.2,22.3,171.9,35.7205,508.009,2.36659,-0.0130123,0.591576,-11.1006,31.6,25.9
59,4/6/2016,6:28:01 AM,1.15308,3.12549,-466.705,0.499749,-0.00445533,193.6,186.6,170.8,24.2,22.5,171.9,35.7205,508.009,2.36659,-0.0129206,0.591669,-11.1006,31.6,25.9
60,4/6/2016,6:44:42 AM,1.15308,4.05566,-466.705,0.499749,-0.00445533,189,186.3,170.7,24.3,22.1,171.8,35.7324,508.009,2.36659,-0.0129206,0.591855,-11.1006,31.6,25.9
61,4/6/2016,7:01:22 AM,1.15308,4.05566,-466.705,0.499749,-0.00445533,196.6,186.8,170.7,24.3,22.4,171.8,35.7205,508.009,2.36659,-0.0127372,0.591855,-11.1006,31.5,25.9
62,4/6/2016,7:18:02 AM,1.15308,4.05566,-466.705,0.499749,-0.00445533,192,187,170.7,24.3,22.7,171.6,35.7205,508.009,2.2776,-0.0130123,0.591576,-11.1006,31.5,25.9
63,4/6/2016,7:34:42 AM,1.15308,4.05566,-466.705,0.499749,-0.00445533,191.2,186.7,170.5,24.4,22.3,171.6,35.7205,508.009,2.36659,-0.0129206,0.591669,-11.1006,31.6,26
64,4/6/2016,7:51:22 AM,1.15308,3.12549,-466.705,0.499749,-0.00445533,185.5,186.4,170.4,24.3,22.1,171.9,35.7205,508.009,2.2776,-0.0131041,0.591452,-11.1006,31.6,26
65,4/6/2016,8:08:02 AM,1.15308,4.05566,-466.705,0.499749,-0.00445533,190.9,186.7,170.3,24.4,22.3,171.8,35.7205,508.009,2.36659,-0.0129206,0.591266,-11.1006,31.5,26
66,4/6/2016,8:24:42 AM,1.15308,4.05566,-466.705,0.499749,-0.00445533,188.1,186.7,170.3,24.3,22.3,171.7,35.7205,508.009,2.2776,-0.0128289,0.591173,-11.1006,31.5,25.9
67,4/6/2016,8:41:22 AM,1.15308,3.12549,-466.705,0.499749,-0.00427139,184.5,185.9,170.2,24.3,22.1,171.9,35.7205,508.009,2.2776,-0.0123398,0.591576,-11.1006,31.6,25.9
68,4/6/2016,8:58:02 AM,1.15308,4.05566,-466.705,0.499749,-0.00445533,186.6,187.4,170,24.4,22.4,171.7,35.7205,508.009,2.36659,-0.0130123,0.591669,-11.1006,31.6,25.9
69,4/6/2016,9:14:42 AM,1.15308,4.05566,-466.705,0.49973,-0.00445533,186.6,187.1,169.9,24.3,22.3,171.5,35.7205,508.009,2.2776,-0.0131041,0.590584,-11.1006,31.6,25.9
70,4/6/2016,9:19:22 AM,1.15308,4.05566,-466.705,0.49973,-0.00445533,192.2,186.2,169.9,24.3,22.3,171.5,35.7205,499.172,2.2776,-0.0125232,0.591359,-11.1006,31.7,25.9
71,4/6/2016,9:19:32 AM,2.08276,4.05566,-466.705,0.49973,-0.00427139,189.9,187,169.9,24.4,22.3,171.4,35.7205,494.954,2.2776,-0.0127372,0.591576,-11.1006,31.7,25.9
72,4/6/2016,9:19:42 AM,1.15308,3.12549,-466.705,0.49973,-0.00445533,188.7,186.9,169.7,24.4,22.3,171.4,35.7205,490.83,2.2776,-0.0130123,0.591576,-11.1006,31.7,25.9
73,4/6/2016,9:19:52 AM,1.15308,4.05566,-466.705,0.49973,-0.00445533,187.4,186.5,169.7,24.3,22.2,171.3,35.7205,486.272,2.2776,-0.0131958,0.591576,-11.1006,31.7,25.9
74,4/6/2016,9:20:02 AM,1.15308,3.12549,-466.705,0.49973,-0.00445533,186.6,186.2,169.9,24.3,22.2,171.4,35.7205,482.443,2.2776,-0.0131958,0.591359,-11.1006,31.7,25.9
75,4/6/2016,9:20:13 AM,2.08276,4.05566,-466.705,0.49973,-0.00445533,186,185.6,169.9,24.3,22.2,171.4,35.7205,477.931,2.2776,-0.0131958,0.591576,-11.1006,31.7,25.9
76,4/6/2016,9:20:23 AM,2.08276,4.05566,-466.705,0.49973,-0.00445533,185.3,185.1,169.7,24.3,22.3,171.3,35.7205,474.07,2.2776,-0.0131958,0.591266,-11.1006,31.7,25.9
77,4/6/2016,9:20:33 AM,2.08276,4.05566,-466.705,0.49973,-0.00445533,184.8,184.5,169.9,24.3,22.3,171.3,35.7205,469.977,2.2776,-0.0129206,0.591669,-11.1006,31.7,25.9
78,4/6/2016,9:20:42 AM,2.08276,3.12549,-466.705,0.49973,-0.00445533,184.4,184,169.7,24.3,22.2,171.2,35.7324,465.388,2.2776,-0.0128289,0.591359,-11.1006,31.7,25.9
79,4/6/2016,9:20:52 AM,2.08276,4.05566,-466.705,0.49973,-0.00445533,184,183.5,169.7,24.3,22.3,171.2,35.7205,463.807,2.2776,-0.0126455,0.591576,-11.1006,31.7,25.9
80,4/6/2016,9:21:02 AM,2.08276,3.12549,-466.705,0.49973,-0.00445533,187.1,183.6,169.8,24.3,22.2,171.2,35.7205,463.76,2.2776,-0.0126455,0.591669,-11.1006,31.7,25.9
81,4/6/2016,9:21:12 AM,2.08276,4.05566,-466.705,0.49973,-0.00445533,190.3,184.2,169.7,24.3,22.3,171.2,35.7324,463.76,2.2776,-0.0128289,0.591576,-11.1006,31.7,25.9
82,4/6/2016,9:21:22 AM,2.08276,4.05566,-466.705,0.49973,-0.00427139,192.3,185,169.8,24.3,22.2,171.2,35.7205,463.807,2.2776,-0.0128289,0.591452,-11.1006,31.7,25.9
83,4/6/2016,9:21:33 AM,2.08276,3.12549,-466.705,0.49973,-0.00445533,193.1,185.9,169.7,24.3,22.1,171.2,35.7324,462.225,2.2776,-0.0129206,0.591173,-11.1006,31.7,25.9
84,4/6/2016,9:21:43 AM,2.08276,3.12549,-466.705,0.49973,-0.00445533,191.2,186.7,169.6,24.3,22.3,171.2,35.7205,458.086,2.2776,-0.0131041,0.59108,-11.1006,31.7,25.9
85,4/6/2016,9:21:53 AM,2.08276,3.12549,-466.705,0.49973,-0.00445533,189.1,187.4,169.6,24.3,22.1,171.1,35.7205,453.837,2.2776,-0.0128289,0.591173,-11.1006,31.7,25.9
86,4/6/2016,9:22:02 AM,3.01221,3.12549,-466.705,0.49973,-0.00445533,187.7,187.4,169.6,24.3,22.3,171.1,35.7205,449.713,2.2776,-0.0128289,0.591266,-11.1006,31.7,25.9
87,4/6/2016,9:22:12 AM,3.01221,3.12549,-466.705,0.49973,-0.00445533,186.5,186.9,169.7,24.3,22.1,171.1,35.7205,445.543,2.2776,-0.0127372,0.591576,-11.1006,31.7,25.9
88,4/6/2016,9:22:22 AM,3.01221,3.12549,-466.705,0.49973,-0.00445533,185.8,186.4,169.6,24.4,22.1,171.1,35.7205,441.341,2.2776,-0.0126455,0.591359,-11.1006,31.7,25.9
89,4/6/2016,9:22:32 AM,-0.705811,3.12549,-466.705,0.49973,-0.00445533,185.1,186.1,169.6,24.3,22.1,171.1,35.7205,437.248,2.2776,-0.0127372,0.591359,-11.1006,31.7,25.9
90,4/6/2016,9:22:43 AM,4.87109,4.05566,-466.705,0.49973,-0.00445533,184.5,185.4,169.5,24.3,22.1,171.1,35.7205,433,2.2776,-0.0125232,0.591266,-11.1006,31.7,25.9
91,4/6/2016,9:22:53 AM,4.87109,4.05566,-466.705,0.49973,-0.00445533,184,185,169.5,24.3,22.1,171.1,35.7205,428.829,2.2776,-0.0127372,0.591762,-11.1006,31.7,25.9
92,4/6/2016,9:23:03 AM,5.80078,3.12549,-466.705,0.49973,-0.00445533,187.1,184.5,169.6,24.3,22.1,171,35.7205,424.705,2.2776,-0.0131041,0.591762,-11.1006,31.7,25.9
93,4/6/2016,9:23:13 AM,7.04004,3.12549,-466.705,0.49973,-0.00445533,188.2,183.9,169.4,24.3,22.1,171,35.7205,420.1,2.2776,-0.0132875,0.591855,-11.1006,31.7,25.9
94,4/6/2016,9:23:22 AM,7.96948,3.12549,-466.705,0.49973,-0.00445533,191,184.1,169.4,24.3,22.1,171,35.7205,415.899,2.2776,-0.0131958,0.591669,-11.1006,31.7,25.9
95,4/6/2016,9:23:32 AM,9.82861,4.05566,-466.705,0.49973,-0.00445533,191.7,184.3,169.4,24.3,22.1,171,35.7324,411.806,2.2776,-0.0134098,0.591948,-11.1006,31.7,25.9
96,4/6/2016,9:23:42 AM,10.7581,3.12549,-466.705,0.49973,-0.00445533,189.9,184.5,169.4,24.3,22.3,171,35.7205,407.558,2.2776,-0.0135932,0.591452,-11.1006,31.7,25.9
97,4/6/2016,9:23:53 AM,12.6172,3.12549,-466.705,0.49973,-0.00445533,188.3,185.2,169.4,24.3,22.1,171,35.7205,403.434,2.2776,-0.0136849,0.591452,-11.1006,31.6,25.9
98,4/6/2016,9:24:03 AM,15.7156,4.05566,-466.705,0.49973,-0.00445533,186.9,186.2,169.4,24.3,22.3,171,35.7324,399.263,2.2776,-0.0136849,0.591948,-11.1006,31.7,25.9
99,4/6/2016,9:24:13 AM,18.5042,4.05566,-466.705,0.499712,-0.00445533,185.9,186.9,169.5,24.3,22.1,171,35.7205,395.046,2.2776,-0.0136849,0.592227,-11.1006,31.7,25.9
100,4/6/2016,9:24:23 AM,21.2927,4.05566,-466.705,0.49973,-0.00427139,185.2,186.8,169.4,24.3,22.3,170.9,35.7205,390.953,2.2776,-0.0138683,0.592134,-11.1006,31.7,25.9
101,4/6/2016,9:24:32 AM,26.25,3.12549,-466.705,0.49973,-0.00427139,184.5,186.4,169.3,24.3,22.1,171,35.7205,386.705,2.2776,-0.0138683,0.592041,-11.1006,31.7,25.9
102,4/6/2016,9:24:42 AM,31.2075,4.05566,-466.705,0.49973,-0.00427139,183.9,185.9,169.3,24.3,22.3,171,35.7324,382.503,2.2776,-0.0131958,0.592041,-11.1006,31.7,25.8
103,4/6/2016,9:24:52 AM,38.6436,4.05566,-466.705,0.49973,-0.00445533,183.6,185.4,169.3,24.3,22.1,171,35.7324,378.41,2.2776,-0.0138683,0.592227,-11.1006,31.6,25.9
104,4/6/2016,9:25:03 AM,47.6289,4.05566,-466.705,0.49973,-0.00445533,186.8,184.9,169.3,24.3,22.1,171,35.7205,374.208,2.2776,-0.0141435,0.592227,-11.1006,31.7,25.9
105,4/6/2016,9:25:13 AM,57.2339,3.12549,-466.705,0.499712,-0.00445533,192,184.4,169.3,24.3,22.1,170.9,35.7205,369.65,2.2776,-0.0138683,0.592134,-11.1006,31.7,25.9
106,4/6/2016,9:25:23 AM,68.698,3.12549,-466.705,0.49973,-0.00445533,193.8,184.4,169.3,24.3,22.1,170.9,35.7324,365.898,2.2776,-0.0140517,0.592134,-11.1006,31.7,25.9
107,4/6/2016,9:25:33 AM,86.9783,3.12549,-466.705,0.499712,-0.00445533,197.3,184.1,169.3,24.3,22.1,170.9,35.7205,361.65,2.2776,-0.0139601,0.592538,-11.1006,31.7,25.9
108,4/6/2016,9:25:43 AM,107.428,4.05566,-466.705,0.499712,-0.00427139,195.5,184.2,169.3,24.3,22.1,170.9,35.7205,357.138,2.2776,-0.0144492,0.592445,-11.1006,31.7,25.9
109,4/6/2016,9:25:52 AM,132.525,3.12549,-466.705,0.49973,-0.00445533,192.2,184.8,169.2,24.3,22.1,170.9,35.7205,352.967,2.2776,-0.0149077,0.592352,-11.1006,31.7,25.8
110,4/6/2016,9:26:02 AM,160.41,3.12549,-466.705,0.499712,-0.00427139,190,185.3,169.2,24.3,22.1,170.9,35.7205,348.766,2.2776,-0.0143574,0.592352,-11.1006,31.7,25.9
111,4/6/2016,9:26:12 AM,195.112,4.05566,-466.705,0.49973,-0.00445533,188.5,185.9,169.2,24.3,22.1,171,35.7205,344.673,2.2776,-0.0153969,0.592445,-11.1006,31.7,25.9
112,4/6/2016,9:26:23 AM,239.729,4.05566,-466.705,0.49973,-0.00445533,187.2,186.9,169.2,24.3,22.1,171,35.7205,340.425,2.2776,-0.015886,0.592817,-11.1006,31.7,25.8
113,4/6/2016,9:26:33 AM,279.388,3.12549,-466.705,0.49973,-0.00445533,186.3,187.2,169.2,24.3,22.1,171.1,35.7205,336.673,2.2776,-0.0159777,0.59322,-11.1006,31.6,25.9
114,4/6/2016,9:26:43 AM,325.554,3.12549,-466.705,0.49973,-0.00427139,185.4,186.9,169.1,24.3,22.1,171.1,35.7205,332.518,2.2776,-0.0166503,0.593592,-11.1006,31.7,25.9
115,4/6/2016,9:26:53 AM,372.959,4.05566,-466.705,0.49973,-0.00445533,185,186.4,169.1,24.3,22.1,171.2,35.7324,327.913,2.2776,-0.0175062,0.594368,-11.1006,31.6,25.8
116,4/6/2016,9:27:03 AM,418.196,4.05566,-466.705,0.49973,-0.00445533,184.4,185.9,169.1,24.3,22.1,171.1,35.7205,323.82,2.2776,-0.0186374,0.59505,-11.1006,31.7,25.8
117,4/6/2016,9:27:12 AM,463.742,3.12549,-466.705,0.49973,-0.00445533,184,185.3,169.1,24.3,22.1,171.2,35.7205,319.23,2.2776,-0.0219696,0.596011,-11.1006,31.6,25.8
118,4/6/2016,9:27:22 AM,497.514,3.12549,-466.705,0.49973,-0.00445533,187.4,184.8,169.1,24.3,22.1,171.3,35.7205,315.447,2.2776,-0.0248433,0.597469,-11.1006,31.6,25.8
119,4/6/2016,9:27:33 AM,530.357,3.12549,-466.705,0.49973,-0.00427139,189.1,184.4,169.1,24.3,22.1,171.3,35.7205,311.277,2.2776,-0.0275029,0.599702,-11.1006,31.6,25.9
120,4/6/2016,9:27:43 AM,561.341,4.05566,-466.705,0.49973,-0.00445533,191.2,183.9,169,24.3,22.1,171.2,35.7205,306.688,2.2776,-0.03056,0.601997,-11.1006,31.6,25.8
121,4/6/2016,9:27:53 AM,588.297,4.05566,-466.705,0.499712,-0.00445533,192.3,183.4,169,24.3,22.1,171.3,35.7205,302.595,2.2776,-0.0336171,0.605006,-11.1006,31.6,25.8
122,4/6/2016,9:28:03 AM,613.394,4.05566,-466.705,0.49973,-0.00445533,190.4,183.6,168.9,24.3,22.1,171.2,35.7324,298.734,2.2776,-0.0376219,0.607735,-11.1006,31.6,25.8
123,4/6/2016,9:28:13 AM,635.702,4.05566,-466.705,0.49973,-0.00445533,188.5,184.2,168.9,24.3,22.1,171.2,35.7205,294.594,2.2776,-0.0419935,0.610805,-11.1006,31.6,25.9
124,4/6/2016,9:28:23 AM,662.658,3.12549,-466.705,0.49973,-0.00445533,187.2,185.2,168.9,24.3,22.1,171.2,35.7205,290.052,2.2776,-0.0463039,0.614496,-11.1006,31.7,25.8
125,4/6/2016,9:28:32 AM,687.755,3.12549,-466.705,0.49973,-0.00445533,186,185.9,168.9,24.3,22.1,171.3,35.7205,285.835,2.2776,-0.0507673,0.617691,-11.1006,31.6,25.8
126,4/6/2016,9:28:43 AM,712.852,3.12549,-466.705,0.49973,-0.00445533,185.3,186.7,168.9,24.3,22.1,171.2,35.7205,281.741,2.2776,-0.0547721,0.620575,-11.1006,31.6,25.8
127,4/6/2016,9:28:53 AM,737.949,3.12549,-466.705,0.49973,-0.00445533,184.7,187.3,168.8,24.3,22.1,171.1,35.7205,277.54,2.2776,-0.0585017,0.62408,-11.1006,31.7,25.8
128,4/6/2016,9:29:03 AM,763.975,3.12549,-466.705,0.49973,-0.00445533,184.2,187.1,168.8,24.3,22.1,171.1,35.7205,273.757,2.2776,-0.0625065,0.627274,-11.1006,31.7,25.8
