Seconds, Days, Fractional Density, Fit to Fractional Density,Fit to Volume Strain,Fit to Volume Strain Rate (1/sec),Confining Pressure (MPa), Pore Pressure (MPa),Terzaghi Pressure (MPa), Solid Pressure (MPa),Temperature (C))
6.505314e+04,7.529298e-01,8.805453e-01,8.807039e-01,1.823421e-01,1.315935e-07,1.389063e+01,-8.291862e-02,1.397355e+01,1.578628e+01,1.719000e+02
6.506314e+04,7.530456e-01,8.805407e-01,8.807050e-01,1.823434e-01,1.315614e-07,1.389166e+01,-8.291862e-02,1.397458e+01,1.578753e+01,1.719000e+02
6.507314e+04,7.531613e-01,8.805361e-01,8.807062e-01,1.823448e-01,1.315293e-07,1.389268e+01,-8.291862e-02,1.397560e+01,1.578878e+01,1.719000e+02
6.508314e+04,7.532771e-01,8.805314e-01,8.807074e-01,1.823461e-01,1.314973e-07,1.389371e+01,-8.291862e-02,1.397662e+01,1.579002e+01,1.719000e+02
6.509314e+04,7.533928e-01,8.805268e-01,8.807085e-01,1.823474e-01,1.314652e-07,1.389473e+01,-8.291862e-02,1.397765e+01,1.579127e+01,1.719000e+02
6.510314e+04,7.535086e-01,8.805222e-01,8.807097e-01,1.823487e-01,1.314331e-07,1.389575e+01,-8.291862e-02,1.397867e+01,1.579252e+01,1.719000e+02
6.511314e+04,7.536243e-01,8.805176e-01,8.807108e-01,1.823500e-01,1.314011e-07,1.389678e+01,-8.291862e-02,1.397970e+01,1.579376e+01,1.719000e+02
6.512314e+04,7.537401e-01,8.805129e-01,8.807120e-01,1.823513e-01,1.313691e-07,1.389780e+01,-8.291862e-02,1.398072e+01,1.579501e+01,1.719000e+02
6.513314e+04,7.538558e-01,8.805083e-01,8.807131e-01,1.823526e-01,1.313371e-07,1.389883e+01,-8.291862e-02,1.398174e+01,1.579626e+01,1.719000e+02
6.514314e+04,7.539715e-01,8.805037e-01,8.807143e-01,1.823540e-01,1.313050e-07,1.389985e+01,-8.291862e-02,1.398277e+01,1.579750e+01,1.719000e+02
6.515314e+04,7.540873e-01,8.804990e-01,8.807155e-01,1.823553e-01,1.312730e-07,1.390087e+01,-8.291862e-02,1.398379e+01,1.579875e+01,1.719000e+02
6.516314e+04,7.542030e-01,8.804961e-01,8.807166e-01,1.823566e-01,1.312410e-07,1.390114e+01,-8.282387e-02,1.398396e+01,1.579908e+01,1.719030e+02
6.517314e+04,7.543188e-01,8.804961e-01,8.807178e-01,1.823579e-01,1.312091e-07,1.390011e+01,-8.256903e-02,1.398268e+01,1.579788e+01,1.719110e+02
6.518314e+04,7.544345e-01,8.804961e-01,8.807189e-01,1.823592e-01,1.311771e-07,1.389908e+01,-8.231420e-02,1.398139e+01,1.579668e+01,1.719190e+02
6.519314e+04,7.545503e-01,8.804961e-01,8.807201e-01,1.823605e-01,1.311451e-07,1.389805e+01,-8.205937e-02,1.398011e+01,1.579548e+01,1.719270e+02
6.520314e+04,7.546660e-01,8.804961e-01,8.807212e-01,1.823618e-01,1.311132e-07,1.389703e+01,-8.180454e-02,1.397883e+01,1.579428e+01,1.719350e+02
6.521314e+04,7.547818e-01,8.804961e-01,8.807224e-01,1.823631e-01,1.310812e-07,1.389600e+01,-8.154970e-02,1.397755e+01,1.579308e+01,1.719430e+02
6.522315e+04,7.548975e-01,8.804961e-01,8.807235e-01,1.823645e-01,1.310493e-07,1.389497e+01,-8.129487e-02,1.397627e+01,1.579188e+01,1.719510e+02
6.523315e+04,7.550133e-01,8.804961e-01,8.807247e-01,1.823658e-01,1.310173e-07,1.389394e+01,-8.104004e-02,1.397498e+01,1.579067e+01,1.719590e+02
6.524315e+04,7.551290e-01,8.804961e-01,8.807259e-01,1.823671e-01,1.309854e-07,1.389292e+01,-8.078521e-02,1.397370e+01,1.578947e+01,1.719671e+02
6.525315e+04,7.552448e-01,8.804961e-01,8.807270e-01,1.823684e-01,1.309535e-07,1.389189e+01,-8.053037e-02,1.397242e+01,1.578827e+01,1.719751e+02
6.526315e+04,7.553605e-01,8.804961e-01,8.807282e-01,1.823697e-01,1.309216e-07,1.389086e+01,-8.027554e-02,1.397114e+01,1.578707e+01,1.719831e+02
6.527315e+04,7.554762e-01,8.804961e-01,8.807293e-01,1.823710e-01,1.308897e-07,1.388983e+01,-8.002071e-02,1.396985e+01,1.578587e+01,1.719911e+02
6.528315e+04,7.555920e-01,8.804961e-01,8.807305e-01,1.823723e-01,1.308578e-07,1.388881e+01,-7.976588e-02,1.396857e+01,1.578467e+01,1.719991e+02
6.529315e+04,7.557077e-01,8.804961e-01,8.807316e-01,1.823736e-01,1.308259e-07,1.388778e+01,-7.951104e-02,1.396729e+01,1.578346e+01,1.720071e+02
6.530315e+04,7.558235e-01,8.804961e-01,8.807328e-01,1.823749e-01,1.307941e-07,1.388675e+01,-7.925621e-02,1.396601e+01,1.578226e+01,1.720151e+02
6.531315e+04,7.559392e-01,8.804961e-01,8.807339e-01,1.823762e-01,1.307622e-07,1.388572e+01,-7.900138e-02,1.396472e+01,1.578106e+01,1.720231e+02
6.532315e+04,7.560550e-01,8.804961e-01,8.807351e-01,1.823775e-01,1.307304e-07,1.388470e+01,-7.874655e-02,1.396344e+01,1.577986e+01,1.720311e+02
6.533315e+04,7.561707e-01,8.804961e-01,8.807362e-01,1.823789e-01,1.306985e-07,1.388367e+01,-7.849171e-02,1.396216e+01,1.577866e+01,1.720392e+02
6.534315e+04,7.562865e-01,8.804961e-01,8.807374e-01,1.823802e-01,1.306667e-07,1.388264e+01,-7.823688e-02,1.396088e+01,1.577746e+01,1.720472e+02
6.535315e+04,7.564022e-01,8.804961e-01,8.807385e-01,1.823815e-01,1.306349e-07,1.388161e+01,-7.798205e-02,1.395959e+01,1.577626e+01,1.720552e+02
6.536315e+04,7.565180e-01,8.804961e-01,8.807397e-01,1.823828e-01,1.306030e-07,1.388059e+01,-7.772722e-02,1.395831e+01,1.577505e+01,1.720632e+02
6.537315e+04,7.566337e-01,8.804961e-01,8.807408e-01,1.823841e-01,1.305712e-07,1.387956e+01,-7.747238e-02,1.395703e+01,1.577385e+01,1.720712e+02
6.538315e+04,7.567495e-01,8.804961e-01,8.807420e-01,1.823854e-01,1.305394e-07,1.387853e+01,-7.721755e-02,1.395575e+01,1.577265e+01,1.720792e+02
6.539315e+04,7.568652e-01,8.804961e-01,8.807431e-01,1.823867e-01,1.305077e-07,1.387750e+01,-7.696272e-02,1.395447e+01,1.577145e+01,1.720872e+02
6.540315e+04,7.569810e-01,8.804961e-01,8.807443e-01,1.823880e-01,1.304759e-07,1.387648e+01,-7.670789e-02,1.395318e+01,1.577025e+01,1.720952e+02
6.541315e+04,7.570967e-01,8.805001e-01,8.807454e-01,1.823893e-01,1.304441e-07,1.387586e+01,-7.655586e-02,1.395242e+01,1.576946e+01,1.720968e+02
6.542316e+04,7.572124e-01,8.805101e-01,8.807466e-01,1.823906e-01,1.304123e-07,1.387586e+01,-7.655586e-02,1.395242e+01,1.576928e+01,1.720888e+02
6.543316e+04,7.573282e-01,8.805200e-01,8.807477e-01,1.823919e-01,1.303806e-07,1.387586e+01,-7.655586e-02,1.395242e+01,1.576910e+01,1.720808e+02
6.544316e+04,7.574439e-01,8.805300e-01,8.807489e-01,1.823932e-01,1.303488e-07,1.387586e+01,-7.655586e-02,1.395242e+01,1.576892e+01,1.720728e+02
6.545316e+04,7.575597e-01,8.805399e-01,8.807500e-01,1.823945e-01,1.303171e-07,1.387586e+01,-7.655586e-02,1.395242e+01,1.576874e+01,1.720648e+02
6.546316e+04,7.576754e-01,8.805499e-01,8.807512e-01,1.823958e-01,1.302854e-07,1.387586e+01,-7.655586e-02,1.395242e+01,1.576856e+01,1.720569e+02
6.547316e+04,7.577912e-01,8.805598e-01,8.807523e-01,1.823971e-01,1.302537e-07,1.387586e+01,-7.655586e-02,1.395242e+01,1.576838e+01,1.720489e+02
6.548316e+04,7.579069e-01,8.805698e-01,8.807535e-01,1.823984e-01,1.302220e-07,1.387586e+01,-7.655586e-02,1.395242e+01,1.576821e+01,1.720409e+02
6.549316e+04,7.580227e-01,8.805797e-01,8.807546e-01,1.823997e-01,1.301903e-07,1.387586e+01,-7.655586e-02,1.395242e+01,1.576803e+01,1.720329e+02
6.550316e+04,7.581384e-01,8.805897e-01,8.807558e-01,1.824010e-01,1.301586e-07,1.387586e+01,-7.655586e-02,1.395242e+01,1.576785e+01,1.720249e+02
6.551316e+04,7.582542e-01,8.805996e-01,8.807569e-01,1.824023e-01,1.301269e-07,1.387586e+01,-7.655586e-02,1.395242e+01,1.576767e+01,1.720170e+02
6.552316e+04,7.583699e-01,8.806096e-01,8.807580e-01,1.824036e-01,1.300952e-07,1.387586e+01,-7.655586e-02,1.395242e+01,1.576749e+01,1.720090e+02
6.553316e+04,7.584857e-01,8.806195e-01,8.807592e-01,1.824049e-01,1.300635e-07,1.387586e+01,-7.655586e-02,1.395242e+01,1.576731e+01,1.720010e+02
6.554316e+04,7.586014e-01,8.806295e-01,8.807603e-01,1.824062e-01,1.300319e-07,1.387586e+01,-7.655586e-02,1.395242e+01,1.576713e+01,1.719930e+02
6.555316e+04,7.587171e-01,8.806394e-01,8.807615e-01,1.824075e-01,1.300002e-07,1.387586e+01,-7.655586e-02,1.395242e+01,1.576695e+01,1.719850e+02
6.556316e+04,7.588329e-01,8.806494e-01,8.807626e-01,1.824088e-01,1.299686e-07,1.387586e+01,-7.655586e-02,1.395242e+01,1.576677e+01,1.719770e+02
6.557316e+04,7.589486e-01,8.806594e-01,8.807638e-01,1.824101e-01,1.299370e-07,1.387586e+01,-7.655586e-02,1.395242e+01,1.576659e+01,1.719691e+02
6.558316e+04,7.590644e-01,8.806693e-01,8.807649e-01,1.824114e-01,1.299053e-07,1.387586e+01,-7.655586e-02,1.395242e+01,1.576641e+01,1.719611e+02
6.559316e+04,7.591801e-01,8.806793e-01,8.807661e-01,1.824127e-01,1.298737e-07,1.387586e+01,-7.655586e-02,1.395242e+01,1.576624e+01,1.719531e+02
6.560316e+04,7.592959e-01,8.806892e-01,8.807672e-01,1.824140e-01,1.298421e-07,1.387586e+01,-7.655586e-02,1.395242e+01,1.576606e+01,1.719451e+02
6.561316e+04,7.594116e-01,8.806992e-01,8.807683e-01,1.824153e-01,1.298105e-07,1.387586e+01,-7.655586e-02,1.395242e+01,1.576588e+01,1.719371e+02
6.562316e+04,7.595274e-01,8.807091e-01,8.807695e-01,1.824166e-01,1.297790e-07,1.387586e+01,-7.655586e-02,1.395242e+01,1.576570e+01,1.719291e+02
6.563317e+04,7.596431e-01,8.807191e-01,8.807706e-01,1.824179e-01,1.297474e-07,1.387586e+01,-7.655586e-02,1.395242e+01,1.576552e+01,1.719212e+02
6.564317e+04,7.597589e-01,8.807290e-01,8.807718e-01,1.824192e-01,1.297158e-07,1.387586e+01,-7.655586e-02,1.395242e+01,1.576534e+01,1.719132e+02
6.565317e+04,7.598746e-01,8.807390e-01,8.807729e-01,1.824205e-01,1.296842e-07,1.387586e+01,-7.655586e-02,1.395242e+01,1.576516e+01,1.719052e+02
6.566317e+04,7.599904e-01,8.807454e-01,8.807741e-01,1.824218e-01,1.296527e-07,1.387622e+01,-7.664471e-02,1.395287e+01,1.576546e+01,1.719000e+02
6.567317e+04,7.601061e-01,8.807454e-01,8.807752e-01,1.824231e-01,1.296212e-07,1.387725e+01,-7.689954e-02,1.395415e+01,1.576667e+01,1.719000e+02
6.568317e+04,7.602218e-01,8.807454e-01,8.807763e-01,1.824244e-01,1.295896e-07,1.387828e+01,-7.715437e-02,1.395543e+01,1.576787e+01,1.719000e+02
6.569317e+04,7.603376e-01,8.807454e-01,8.807775e-01,1.824257e-01,1.295581e-07,1.387930e+01,-7.740921e-02,1.395671e+01,1.576907e+01,1.719000e+02
6.570317e+04,7.604533e-01,8.807454e-01,8.807786e-01,1.824270e-01,1.295266e-07,1.388033e+01,-7.766404e-02,1.395799e+01,1.577027e+01,1.719000e+02
6.571317e+04,7.605691e-01,8.807454e-01,8.807798e-01,1.824283e-01,1.294951e-07,1.388136e+01,-7.791887e-02,1.395928e+01,1.577147e+01,1.719000e+02
6.572317e+04,7.606848e-01,8.807454e-01,8.807809e-01,1.824296e-01,1.294636e-07,1.388239e+01,-7.817370e-02,1.396056e+01,1.577267e+01,1.719000e+02
6.573317e+04,7.608006e-01,8.807454e-01,8.807821e-01,1.824309e-01,1.294321e-07,1.388341e+01,-7.842854e-02,1.396184e+01,1.577387e+01,1.719000e+02
6.574317e+04,7.609163e-01,8.807454e-01,8.807832e-01,1.824322e-01,1.294006e-07,1.388444e+01,-7.868337e-02,1.396312e+01,1.577507e+01,1.719000e+02
6.575317e+04,7.610321e-01,8.807454e-01,8.807843e-01,1.824335e-01,1.293691e-07,1.388547e+01,-7.893820e-02,1.396441e+01,1.577627e+01,1.719000e+02
6.576317e+04,7.611478e-01,8.807454e-01,8.807855e-01,1.824348e-01,1.293377e-07,1.388650e+01,-7.919303e-02,1.396569e+01,1.577748e+01,1.719000e+02
6.577317e+04,7.612636e-01,8.807454e-01,8.807866e-01,1.824361e-01,1.293062e-07,1.388752e+01,-7.944787e-02,1.396697e+01,1.577868e+01,1.719000e+02
6.578317e+04,7.613793e-01,8.807454e-01,8.807877e-01,1.824373e-01,1.292748e-07,1.388855e+01,-7.970270e-02,1.396825e+01,1.577988e+01,1.719000e+02
6.579317e+04,7.614951e-01,8.807454e-01,8.807889e-01,1.824386e-01,1.292433e-07,1.388958e+01,-7.995753e-02,1.396954e+01,1.578108e+01,1.719000e+02
6.580317e+04,7.616108e-01,8.807454e-01,8.807900e-01,1.824399e-01,1.292119e-07,1.389061e+01,-8.021236e-02,1.397082e+01,1.578228e+01,1.719000e+02
6.581317e+04,7.617265e-01,8.807454e-01,8.807912e-01,1.824412e-01,1.291805e-07,1.389163e+01,-8.046720e-02,1.397210e+01,1.578348e+01,1.719000e+02
6.582317e+04,7.618423e-01,8.807454e-01,8.807923e-01,1.824425e-01,1.291491e-07,1.389266e+01,-8.072203e-02,1.397338e+01,1.578468e+01,1.719000e+02
6.583317e+04,7.619580e-01,8.807454e-01,8.807934e-01,1.824438e-01,1.291177e-07,1.389369e+01,-8.097686e-02,1.397466e+01,1.578588e+01,1.719000e+02
6.584318e+04,7.620738e-01,8.807454e-01,8.807946e-01,1.824451e-01,1.290863e-07,1.389472e+01,-8.123169e-02,1.397595e+01,1.578708e+01,1.719000e+02
6.585318e+04,7.621895e-01,8.807454e-01,8.807957e-01,1.824464e-01,1.290549e-07,1.389574e+01,-8.148653e-02,1.397723e+01,1.578829e+01,1.719000e+02
6.586318e+04,7.623053e-01,8.807454e-01,8.807968e-01,1.824477e-01,1.290235e-07,1.389677e+01,-8.174136e-02,1.397851e+01,1.578949e+01,1.719000e+02
6.587318e+04,7.624210e-01,8.807454e-01,8.807980e-01,1.824490e-01,1.289922e-07,1.389780e+01,-8.199619e-02,1.397979e+01,1.579069e+01,1.719000e+02
6.588318e+04,7.625368e-01,8.807454e-01,8.807991e-01,1.824503e-01,1.289608e-07,1.389883e+01,-8.225102e-02,1.398108e+01,1.579189e+01,1.719000e+02
6.589318e+04,7.626525e-01,8.807454e-01,8.808003e-01,1.824515e-01,1.289295e-07,1.389985e+01,-8.250586e-02,1.398236e+01,1.579309e+01,1.719000e+02
6.590318e+04,7.627683e-01,8.807454e-01,8.808014e-01,1.824528e-01,1.288981e-07,1.390088e+01,-8.276069e-02,1.398364e+01,1.579429e+01,1.719000e+02
6.591318e+04,7.628840e-01,8.807454e-01,8.808025e-01,1.824541e-01,1.288668e-07,1.390122e+01,-8.282172e-02,1.398405e+01,1.579469e+01,1.719000e+02
6.592318e+04,7.629998e-01,8.807454e-01,8.808037e-01,1.824554e-01,1.288355e-07,1.390045e+01,-8.256689e-02,1.398302e+01,1.579378e+01,1.719000e+02
6.593318e+04,7.631155e-01,8.807454e-01,8.808048e-01,1.824567e-01,1.288041e-07,1.389968e+01,-8.231206e-02,1.398200e+01,1.579287e+01,1.719000e+02
6.594318e+04,7.632313e-01,8.807454e-01,8.808059e-01,1.824580e-01,1.287728e-07,1.389891e+01,-8.205722e-02,1.398097e+01,1.579196e+01,1.719000e+02
6.595318e+04,7.633470e-01,8.807454e-01,8.808071e-01,1.824593e-01,1.287415e-07,1.389814e+01,-8.180239e-02,1.397994e+01,1.579105e+01,1.719000e+02
6.596318e+04,7.634627e-01,8.807454e-01,8.808082e-01,1.824606e-01,1.287102e-07,1.389737e+01,-8.154756e-02,1.397892e+01,1.579014e+01,1.719000e+02
6.597318e+04,7.635785e-01,8.807454e-01,8.808093e-01,1.824619e-01,1.286790e-07,1.389660e+01,-8.129273e-02,1.397789e+01,1.578923e+01,1.719000e+02
6.598318e+04,7.636942e-01,8.807454e-01,8.808105e-01,1.824631e-01,1.286477e-07,1.389583e+01,-8.103789e-02,1.397687e+01,1.578832e+01,1.719000e+02
6.599318e+04,7.638100e-01,8.807454e-01,8.808116e-01,1.824644e-01,1.286164e-07,1.389506e+01,-8.078306e-02,1.397584e+01,1.578741e+01,1.719000e+02
6.600318e+04,7.639257e-01,8.807454e-01,8.808127e-01,1.824657e-01,1.285852e-07,1.389429e+01,-8.052823e-02,1.397482e+01,1.578650e+01,1.719000e+02
6.601318e+04,7.640415e-01,8.807454e-01,8.808139e-01,1.824670e-01,1.285539e-07,1.389352e+01,-8.027340e-02,1.397379e+01,1.578560e+01,1.719000e+02
6.602318e+04,7.641572e-01,8.807454e-01,8.808150e-01,1.824683e-01,1.285227e-07,1.389275e+01,-8.001856e-02,1.397277e+01,1.578469e+01,1.719000e+02
6.603318e+04,7.642730e-01,8.807454e-01,8.808161e-01,1.824696e-01,1.284915e-07,1.389198e+01,-7.976373e-02,1.397174e+01,1.578378e+01,1.719000e+02
6.604318e+04,7.643887e-01,8.807454e-01,8.808173e-01,1.824709e-01,1.284603e-07,1.389121e+01,-7.950890e-02,1.397071e+01,1.578287e+01,1.719000e+02
6.605319e+04,7.645045e-01,8.807454e-01,8.808184e-01,1.824721e-01,1.284290e-07,1.389044e+01,-7.925407e-02,1.396969e+01,1.578196e+01,1.719000e+02
6.606319e+04,7.646202e-01,8.807454e-01,8.808195e-01,1.824734e-01,1.283978e-07,1.388966e+01,-7.899923e-02,1.396866e+01,1.578105e+01,1.719000e+02
6.607319e+04,7.647360e-01,8.807454e-01,8.808207e-01,1.824747e-01,1.283666e-07,1.388889e+01,-7.874440e-02,1.396764e+01,1.578014e+01,1.719000e+02
6.608319e+04,7.648517e-01,8.807454e-01,8.808218e-01,1.824760e-01,1.283355e-07,1.388812e+01,-7.848957e-02,1.396661e+01,1.577923e+01,1.719000e+02
6.609319e+04,7.649674e-01,8.807454e-01,8.808229e-01,1.824773e-01,1.283043e-07,1.388735e+01,-7.823474e-02,1.396559e+01,1.577832e+01,1.719000e+02
6.610319e+04,7.650832e-01,8.807454e-01,8.808240e-01,1.824786e-01,1.282731e-07,1.388658e+01,-7.797990e-02,1.396456e+01,1.577741e+01,1.719000e+02
6.611319e+04,7.651989e-01,8.807454e-01,8.808252e-01,1.824798e-01,1.282420e-07,1.388581e+01,-7.772507e-02,1.396354e+01,1.577650e+01,1.719000e+02
6.612319e+04,7.653147e-01,8.807454e-01,8.808263e-01,1.824811e-01,1.282108e-07,1.388504e+01,-7.747024e-02,1.396251e+01,1.577559e+01,1.719000e+02
6.613319e+04,7.654304e-01,8.807454e-01,8.808274e-01,1.824824e-01,1.281797e-07,1.388427e+01,-7.721541e-02,1.396149e+01,1.577468e+01,1.719000e+02
6.614319e+04,7.655462e-01,8.807454e-01,8.808286e-01,1.824837e-01,1.281485e-07,1.388350e+01,-7.696057e-02,1.396046e+01,1.577377e+01,1.719000e+02
6.615319e+04,7.656619e-01,8.807454e-01,8.808297e-01,1.824850e-01,1.281174e-07,1.388273e+01,-7.670574e-02,1.395943e+01,1.577286e+01,1.719000e+02
6.616319e+04,7.657777e-01,8.807432e-01,8.808308e-01,1.824862e-01,1.280863e-07,1.388217e+01,-7.655586e-02,1.395873e+01,1.577225e+01,1.719017e+02
6.617319e+04,7.658934e-01,8.807379e-01,8.808319e-01,1.824875e-01,1.280552e-07,1.388191e+01,-7.655586e-02,1.395847e+01,1.577205e+01,1.719057e+02
6.618319e+04,7.660092e-01,8.807325e-01,8.808331e-01,1.824888e-01,1.280241e-07,1.388165e+01,-7.655586e-02,1.395821e+01,1.577185e+01,1.719097e+02
6.619319e+04,7.661249e-01,8.807272e-01,8.808342e-01,1.824901e-01,1.279930e-07,1.388140e+01,-7.655586e-02,1.395795e+01,1.577166e+01,1.719137e+02
6.620319e+04,7.662407e-01,8.807218e-01,8.808353e-01,1.824914e-01,1.279619e-07,1.388114e+01,-7.655586e-02,1.395769e+01,1.577146e+01,1.719177e+02
6.621319e+04,7.663564e-01,8.807165e-01,8.808365e-01,1.824926e-01,1.279308e-07,1.388088e+01,-7.655586e-02,1.395744e+01,1.577127e+01,1.719218e+02
6.622319e+04,7.664721e-01,8.807111e-01,8.808376e-01,1.824939e-01,1.278998e-07,1.388062e+01,-7.655586e-02,1.395718e+01,1.577107e+01,1.719258e+02
6.623319e+04,7.665879e-01,8.807057e-01,8.808387e-01,1.824952e-01,1.278687e-07,1.388037e+01,-7.655586e-02,1.395692e+01,1.577087e+01,1.719298e+02
6.624319e+04,7.667036e-01,8.807004e-01,8.808398e-01,1.824965e-01,1.278377e-07,1.388011e+01,-7.655586e-02,1.395666e+01,1.577068e+01,1.719338e+02
6.625320e+04,7.668194e-01,8.806950e-01,8.808410e-01,1.824978e-01,1.278066e-07,1.387985e+01,-7.655586e-02,1.395641e+01,1.577048e+01,1.719378e+02
6.626320e+04,7.669351e-01,8.806897e-01,8.808421e-01,1.824990e-01,1.277756e-07,1.387959e+01,-7.655586e-02,1.395615e+01,1.577028e+01,1.719418e+02
6.627320e+04,7.670509e-01,8.806843e-01,8.808432e-01,1.825003e-01,1.277446e-07,1.387933e+01,-7.655586e-02,1.395589e+01,1.577009e+01,1.719459e+02
6.628320e+04,7.671666e-01,8.806790e-01,8.808443e-01,1.825016e-01,1.277136e-07,1.387908e+01,-7.655586e-02,1.395563e+01,1.576989e+01,1.719499e+02
6.629320e+04,7.672824e-01,8.806736e-01,8.808455e-01,1.825029e-01,1.276826e-07,1.387882e+01,-7.655586e-02,1.395537e+01,1.576969e+01,1.719539e+02
6.630320e+04,7.673981e-01,8.806682e-01,8.808466e-01,1.825041e-01,1.276516e-07,1.387856e+01,-7.655586e-02,1.395512e+01,1.576950e+01,1.719579e+02
6.631320e+04,7.675139e-01,8.806629e-01,8.808477e-01,1.825054e-01,1.276206e-07,1.387830e+01,-7.655586e-02,1.395486e+01,1.576930e+01,1.719619e+02
6.632320e+04,7.676296e-01,8.806575e-01,8.808488e-01,1.825067e-01,1.275896e-07,1.387805e+01,-7.655586e-02,1.395460e+01,1.576911e+01,1.719660e+02
6.633320e+04,7.677454e-01,8.806522e-01,8.808500e-01,1.825080e-01,1.275586e-07,1.387779e+01,-7.655586e-02,1.395434e+01,1.576891e+01,1.719700e+02
6.634320e+04,7.678611e-01,8.806468e-01,8.808511e-01,1.825093e-01,1.275277e-07,1.387753e+01,-7.655586e-02,1.395409e+01,1.576871e+01,1.719740e+02
6.635320e+04,7.679769e-01,8.806415e-01,8.808522e-01,1.825105e-01,1.274967e-07,1.387727e+01,-7.655586e-02,1.395383e+01,1.576852e+01,1.719780e+02
6.636320e+04,7.680926e-01,8.806361e-01,8.808533e-01,1.825118e-01,1.274658e-07,1.387701e+01,-7.655586e-02,1.395357e+01,1.576832e+01,1.719820e+02
6.637320e+04,7.682083e-01,8.806308e-01,8.808545e-01,1.825131e-01,1.274348e-07,1.387676e+01,-7.655586e-02,1.395331e+01,1.576812e+01,1.719861e+02
6.638320e+04,7.683241e-01,8.806254e-01,8.808556e-01,1.825144e-01,1.274039e-07,1.387650e+01,-7.655586e-02,1.395305e+01,1.576793e+01,1.719901e+02
6.639320e+04,7.684398e-01,8.806200e-01,8.808567e-01,1.825156e-01,1.273730e-07,1.387624e+01,-7.655586e-02,1.395280e+01,1.576773e+01,1.719941e+02
6.640320e+04,7.685556e-01,8.806147e-01,8.808578e-01,1.825169e-01,1.273421e-07,1.387598e+01,-7.655586e-02,1.395254e+01,1.576754e+01,1.719981e+02
6.641320e+04,7.686713e-01,8.806210e-01,8.808589e-01,1.825182e-01,1.273112e-07,1.387600e+01,-7.655586e-02,1.395255e+01,1.576744e+01,1.719979e+02
6.642320e+04,7.687871e-01,8.806375e-01,8.808601e-01,1.825194e-01,1.272803e-07,1.387625e+01,-7.655586e-02,1.395281e+01,1.576743e+01,1.719939e+02
6.643320e+04,7.689028e-01,8.806541e-01,8.808612e-01,1.825207e-01,1.272494e-07,1.387651e+01,-7.655586e-02,1.395306e+01,1.576742e+01,1.719899e+02
6.644320e+04,7.690186e-01,8.806707e-01,8.808623e-01,1.825220e-01,1.272185e-07,1.387676e+01,-7.655586e-02,1.395332e+01,1.576741e+01,1.719860e+02
6.645320e+04,7.691343e-01,8.806873e-01,8.808634e-01,1.825233e-01,1.271876e-07,1.387702e+01,-7.655586e-02,1.395357e+01,1.576740e+01,1.719820e+02
6.646321e+04,7.692501e-01,8.807039e-01,8.808645e-01,1.825245e-01,1.271568e-07,1.387727e+01,-7.655586e-02,1.395383e+01,1.576739e+01,1.719780e+02
6.647321e+04,7.693658e-01,8.807205e-01,8.808657e-01,1.825258e-01,1.271259e-07,1.387753e+01,-7.655586e-02,1.395408e+01,1.576739e+01,1.719740e+02
6.648321e+04,7.694816e-01,8.807371e-01,8.808668e-01,1.825271e-01,1.270951e-07,1.387778e+01,-7.655586e-02,1.395434e+01,1.576738e+01,1.719700e+02
6.649321e+04,7.695973e-01,8.807537e-01,8.808679e-01,1.825283e-01,1.270642e-07,1.387804e+01,-7.655586e-02,1.395459e+01,1.576737e+01,1.719661e+02
6.650321e+04,7.697130e-01,8.807703e-01,8.808690e-01,1.825296e-01,1.270334e-07,1.387829e+01,-7.655586e-02,1.395485e+01,1.576736e+01,1.719621e+02
6.651321e+04,7.698288e-01,8.807869e-01,8.808701e-01,1.825309e-01,1.270026e-07,1.387855e+01,-7.655586e-02,1.395510e+01,1.576735e+01,1.719581e+02
6.652321e+04,7.699445e-01,8.808035e-01,8.808713e-01,1.825322e-01,1.269718e-07,1.387880e+01,-7.655586e-02,1.395536e+01,1.576734e+01,1.719541e+02
6.653321e+04,7.700603e-01,8.808201e-01,8.808724e-01,1.825334e-01,1.269410e-07,1.387906e+01,-7.655586e-02,1.395561e+01,1.576733e+01,1.719502e+02
6.654321e+04,7.701760e-01,8.808367e-01,8.808735e-01,1.825347e-01,1.269102e-07,1.387931e+01,-7.655586e-02,1.395587e+01,1.576732e+01,1.719462e+02
6.655321e+04,7.702918e-01,8.808533e-01,8.808746e-01,1.825360e-01,1.268794e-07,1.387957e+01,-7.655586e-02,1.395612e+01,1.576731e+01,1.719422e+02
6.656321e+04,7.704075e-01,8.808699e-01,8.808757e-01,1.825372e-01,1.268486e-07,1.387982e+01,-7.655586e-02,1.395638e+01,1.576731e+01,1.719382e+02
6.657321e+04,7.705233e-01,8.808864e-01,8.808769e-01,1.825385e-01,1.268179e-07,1.388008e+01,-7.655586e-02,1.395663e+01,1.576730e+01,1.719343e+02
6.658321e+04,7.706390e-01,8.809030e-01,8.808780e-01,1.825398e-01,1.267871e-07,1.388033e+01,-7.655586e-02,1.395689e+01,1.576729e+01,1.719303e+02
6.659321e+04,7.707548e-01,8.809196e-01,8.808791e-01,1.825410e-01,1.267564e-07,1.388059e+01,-7.655586e-02,1.395715e+01,1.576728e+01,1.719263e+02
6.660321e+04,7.708705e-01,8.809362e-01,8.808802e-01,1.825423e-01,1.267256e-07,1.388084e+01,-7.655586e-02,1.395740e+01,1.576727e+01,1.719223e+02
