Seconds, Days, Fractional Density, Fit to Fractional Density,Fit to Volume Strain,Fit to Volume Strain Rate (1/sec),Confining Pressure (MPa), Pore Pressure (MPa),Terzaghi Pressure (MPa), Solid Pressure (MPa),Temperature (C))
0.000000e+00,0.000000e+00,7.339048e-01,7.178232e-01,-2.215603e-02,2.026128e-03,9.139655e-01,-7.655586e-02,9.905214e-01,1.273103e+00,1.709000e+02
1.000048e+01,1.157463e-04,7.337667e-01,7.325163e-01,-1.893765e-03,1.153928e-03,1.099459e+00,-7.655586e-02,1.176015e+00,1.526154e+00,1.709000e+02
2.000096e+01,2.314926e-04,7.340589e-01,7.345830e-01,9.236522e-04,2.331198e-04,1.349133e+00,-7.655586e-02,1.425689e+00,1.865644e+00,1.710000e+02
3.000145e+01,3.472390e-04,7.342585e-01,7.359397e-01,2.768857e-03,1.638818e-04,1.623099e+00,-7.655586e-02,1.699655e+00,2.238235e+00,1.710000e+02
4.000193e+01,4.629853e-04,7.343911e-01,7.369948e-01,4.201447e-03,1.325471e-04,1.888033e+00,-7.655586e-02,1.964589e+00,2.598570e+00,1.710858e+02
5.000241e+01,5.787316e-04,7.346537e-01,7.378933e-01,5.419926e-03,1.161558e-04,2.212585e+00,-7.655586e-02,2.289140e+00,3.039389e+00,1.711000e+02
6.000289e+01,6.944779e-04,7.350520e-01,7.387090e-01,6.524674e-03,1.078748e-04,2.529842e+00,-7.655586e-02,2.606398e+00,3.469313e+00,1.711871e+02
7.000338e+01,8.102243e-04,7.355380e-01,7.394871e-01,7.577526e-03,1.048510e-04,2.856385e+00,-7.655586e-02,2.932940e+00,3.910920e+00,1.711089e+02
8.000386e+01,9.259706e-04,7.366608e-01,7.402597e-01,8.621795e-03,1.056453e-04,3.186714e+00,-7.655586e-02,3.263270e+00,4.353258e+00,1.711963e+02
9.000434e+01,1.041717e-03,7.378530e-01,7.410513e-01,9.690535e-03,1.094248e-04,3.434122e+00,-7.655586e-02,3.510678e+00,4.681408e+00,1.713000e+02
1.000048e+02,1.157463e-03,7.389961e-01,7.418816e-01,1.081040e-02,1.156452e-04,3.635791e+00,-7.655586e-02,3.712347e+00,4.946944e+00,1.713000e+02
1.100053e+02,1.273210e-03,7.403308e-01,7.427674e-01,1.200355e-02,1.239069e-04,3.841419e+00,-7.655586e-02,3.917975e+00,5.215639e+00,1.712140e+02
1.200058e+02,1.388956e-03,7.419671e-01,7.437225e-01,1.328865e-02,1.338828e-04,4.038556e+00,-7.655586e-02,4.115112e+00,5.469663e+00,1.712900e+02
1.300063e+02,1.504702e-03,7.436821e-01,7.447590e-01,1.468134e-02,1.452801e-04,4.208239e+00,-7.655586e-02,4.284794e+00,5.685038e+00,1.712127e+02
1.400068e+02,1.620449e-03,7.457131e-01,7.458867e-01,1.619440e-02,1.578186e-04,4.370793e+00,-7.655586e-02,4.447349e+00,5.887331e+00,1.712000e+02
1.500072e+02,1.736195e-03,7.477712e-01,7.471136e-01,1.783786e-02,1.712207e-04,4.548668e+00,-7.655586e-02,4.625224e+00,6.108790e+00,1.712000e+02
1.600077e+02,1.851941e-03,7.500922e-01,7.484454e-01,1.961897e-02,1.852063e-04,4.745722e+00,-7.655586e-02,4.822278e+00,6.352358e+00,1.712985e+02
1.700082e+02,1.967687e-03,7.517382e-01,7.498862e-01,2.154216e-02,1.994927e-04,4.899828e+00,-7.655586e-02,4.976384e+00,6.543281e+00,1.712095e+02
1.800087e+02,2.083434e-03,7.535923e-01,7.514377e-01,2.360902e-02,2.137975e-04,5.065409e+00,-7.655586e-02,5.141965e+00,6.746715e+00,1.711138e+02
1.900092e+02,2.199180e-03,7.556150e-01,7.530997e-01,2.581832e-02,2.278429e-04,5.251138e+00,-7.655586e-02,5.327694e+00,6.974249e+00,1.711000e+02
2.000096e+02,2.314926e-03,7.574696e-01,7.548699e-01,2.816610e-02,2.413621e-04,5.427612e+00,-7.655586e-02,5.504168e+00,7.189964e+00,1.711000e+02
2.100101e+02,2.430673e-03,7.593448e-01,7.567441e-01,3.064579e-02,2.541057e-04,5.595628e+00,-7.655586e-02,5.672184e+00,7.393283e+00,1.711000e+02
2.200106e+02,2.546419e-03,7.611017e-01,7.587162e-01,3.324846e-02,2.658482e-04,5.780839e+00,-7.655586e-02,5.857395e+00,7.619386e+00,1.711000e+02
2.300111e+02,2.662165e-03,7.630752e-01,7.607786e-01,3.596301e-02,2.763938e-04,5.961274e+00,-7.655586e-02,6.037830e+00,7.835941e+00,1.711000e+02
2.400116e+02,2.777912e-03,7.650547e-01,7.629221e-01,3.877660e-02,2.855813e-04,6.179104e+00,-7.655586e-02,6.255660e+00,8.100193e+00,1.711000e+02
2.500121e+02,2.893658e-03,7.669028e-01,7.651365e-01,4.167492e-02,2.932876e-04,6.368707e+00,-7.655586e-02,6.445263e+00,8.327721e+00,1.711000e+02
2.600125e+02,3.009404e-03,7.691311e-01,7.674106e-01,4.464263e-02,2.994288e-04,6.564825e+00,-7.655586e-02,6.641381e+00,8.558358e+00,1.711000e+02
2.700130e+02,3.125151e-03,7.709955e-01,7.697325e-01,4.766378e-02,3.039613e-04,6.773919e+00,-7.655586e-02,6.850475e+00,8.808678e+00,1.711000e+02
2.800135e+02,3.240897e-03,7.728075e-01,7.720903e-01,5.072215e-02,3.068791e-04,6.975146e+00,-7.655586e-02,7.051702e+00,9.048228e+00,1.711000e+02
2.900140e+02,3.356643e-03,7.748208e-01,7.744716e-01,5.380166e-02,3.082119e-04,7.190276e+00,-7.655586e-02,7.266832e+00,9.302170e+00,1.711000e+02
3.000145e+02,3.472390e-03,7.766169e-01,7.768646e-01,5.688669e-02,3.080203e-04,7.395925e+00,-7.655586e-02,7.472481e+00,9.545281e+00,1.711000e+02
3.100150e+02,3.588136e-03,7.791933e-01,7.792576e-01,5.996236e-02,3.063912e-04,7.636706e+00,-7.655586e-02,7.713262e+00,9.822479e+00,1.711000e+02
3.200154e+02,3.703882e-03,7.809433e-01,7.816399e-01,6.301481e-02,3.034325e-04,7.827855e+00,-7.098016e-02,7.898836e+00,1.004350e+01,1.711000e+02
3.300159e+02,3.819629e-03,7.829141e-01,7.840013e-01,6.603131e-02,2.992677e-04,8.053665e+00,-7.595575e-02,8.129620e+00,1.030784e+01,1.711000e+02
3.400164e+02,3.935375e-03,7.847910e-01,7.863325e-01,6.900045e-02,2.940302e-04,8.267722e+00,-7.655586e-02,8.344278e+00,1.055593e+01,1.710122e+02
3.500169e+02,4.051121e-03,7.864992e-01,7.886255e-01,7.191219e-02,2.878589e-04,8.496213e+00,-7.655586e-02,8.572769e+00,1.082335e+01,1.710000e+02
3.600174e+02,4.166868e-03,7.882847e-01,7.908729e-01,7.475790e-02,2.808937e-04,8.714479e+00,-7.655586e-02,8.791035e+00,1.107555e+01,1.710000e+02
3.700178e+02,4.282614e-03,7.903410e-01,7.930686e-01,7.753034e-02,2.732717e-04,8.956401e+00,-7.655586e-02,9.032957e+00,1.135263e+01,1.710000e+02
3.800183e+02,4.398360e-03,7.922623e-01,7.952074e-01,8.022360e-02,2.651242e-04,9.184350e+00,-7.655586e-02,9.260906e+00,1.161264e+01,1.710000e+02
3.900188e+02,4.514107e-03,7.942102e-01,7.972852e-01,8.283308e-02,2.565745e-04,9.420145e+00,-7.655586e-02,9.496701e+00,1.188086e+01,1.710000e+02
4.000193e+02,4.629853e-03,7.962183e-01,7.992987e-01,8.535534e-02,2.477363e-04,9.681569e+00,-7.655586e-02,9.758125e+00,1.217903e+01,1.710000e+02
4.100198e+02,4.745599e-03,7.980946e-01,8.012455e-01,8.778804e-02,2.387126e-04,9.951165e+00,-7.655586e-02,1.002772e+01,1.248802e+01,1.710000e+02
4.200203e+02,4.861346e-03,7.998800e-01,8.031240e-01,9.012982e-02,2.295953e-04,1.019409e+01,-7.655586e-02,1.027065e+01,1.276368e+01,1.710000e+02
4.300207e+02,4.977092e-03,8.018580e-01,8.049334e-01,9.238017e-02,2.204648e-04,1.046649e+01,-7.655586e-02,1.054305e+01,1.307172e+01,1.710000e+02
4.400212e+02,5.092838e-03,8.037707e-01,8.066732e-01,9.453933e-02,2.113908e-04,1.072099e+01,-7.655586e-02,1.079755e+01,1.335706e+01,1.710000e+02
4.500217e+02,5.208585e-03,8.058466e-01,8.083438e-01,9.660819e-02,2.024322e-04,1.099766e+01,-7.655586e-02,1.107422e+01,1.366578e+01,1.710896e+02
4.600222e+02,5.324331e-03,8.076955e-01,8.099459e-01,9.858817e-02,1.936381e-04,1.123803e+01,-7.655586e-02,1.131458e+01,1.393192e+01,1.711000e+02
4.700227e+02,5.440077e-03,8.098169e-01,8.114806e-01,1.004811e-01,1.850488e-04,1.153672e+01,-7.655586e-02,1.161328e+01,1.426407e+01,1.711000e+02
4.800231e+02,5.555823e-03,8.116365e-01,8.129492e-01,1.022893e-01,1.766961e-04,1.181072e+01,-7.655586e-02,1.188728e+01,1.456951e+01,1.711000e+02
4.900236e+02,5.671570e-03,8.135255e-01,8.143535e-01,1.040152e-01,1.686047e-04,1.207530e+01,-7.655586e-02,1.215186e+01,1.486072e+01,1.711000e+02
5.000241e+02,5.787316e-03,8.154322e-01,8.156953e-01,1.056616e-01,1.607929e-04,1.237064e+01,-7.655586e-02,1.244719e+01,1.518798e+01,1.711000e+02
5.100246e+02,5.903062e-03,8.173221e-01,8.169767e-01,1.072312e-01,1.532732e-04,1.264952e+01,-7.655586e-02,1.272608e+01,1.549390e+01,1.711000e+02
5.200251e+02,6.018809e-03,8.192119e-01,8.181998e-01,1.087272e-01,1.460536e-04,1.297787e+01,-7.655586e-02,1.305443e+01,1.585879e+01,1.711000e+02
5.300256e+02,6.134555e-03,8.209042e-01,8.193668e-01,1.101525e-01,1.391380e-04,1.323390e+01,-7.655586e-02,1.331046e+01,1.613783e+01,1.711000e+02
5.400260e+02,6.250301e-03,8.226324e-01,8.204799e-01,1.115101e-01,1.325266e-04,1.351984e+01,-7.655586e-02,1.359640e+01,1.645136e+01,1.711000e+02
5.500265e+02,6.366048e-03,8.247044e-01,8.215415e-01,1.128031e-01,1.262173e-04,1.382584e+01,-7.655586e-02,1.390239e+01,1.678087e+01,1.711000e+02
5.600270e+02,6.481794e-03,8.261843e-01,8.225538e-01,1.140346e-01,1.202053e-04,1.386849e+01,-7.655586e-02,1.394504e+01,1.680230e+01,1.711000e+02
5.700275e+02,6.597540e-03,8.273428e-01,8.235190e-01,1.152073e-01,1.144841e-04,1.386382e+01,-7.655586e-02,1.394038e+01,1.677302e+01,1.710113e+02
5.800280e+02,6.713287e-03,8.282884e-01,8.244394e-01,1.163243e-01,1.090459e-04,1.386856e+01,-7.655586e-02,1.394512e+01,1.675951e+01,1.710000e+02
5.900285e+02,6.829033e-03,8.291430e-01,8.253171e-01,1.173884e-01,1.038818e-04,1.386945e+01,-7.655586e-02,1.394600e+01,1.674323e+01,1.710000e+02
6.000289e+02,6.944779e-03,8.296836e-01,8.261542e-01,1.184021e-01,9.898208e-05,1.386945e+01,-7.655586e-02,1.394600e+01,1.673227e+01,1.710000e+02
6.100294e+02,7.060526e-03,8.302318e-01,8.269526e-01,1.193681e-01,9.433639e-05,1.386945e+01,-7.655586e-02,1.394600e+01,1.672117e+01,1.709227e+02
6.200299e+02,7.176272e-03,8.309030e-01,8.277145e-01,1.202889e-01,8.993417e-05,1.387498e+01,-7.655586e-02,1.395154e+01,1.671426e+01,1.709000e+02
6.300304e+02,7.292018e-03,8.315831e-01,8.284415e-01,1.211669e-01,8.576467e-05,1.387041e+01,-7.655586e-02,1.394697e+01,1.669503e+01,1.708150e+02
6.400309e+02,7.407765e-03,8.321681e-01,8.291355e-01,1.220043e-01,8.181712e-05,1.387515e+01,-7.655586e-02,1.395170e+01,1.668893e+01,1.708000e+02
6.500313e+02,7.523511e-03,8.325296e-01,8.297983e-01,1.228033e-01,7.808081e-05,1.387586e+01,-7.655586e-02,1.395242e+01,1.668251e+01,1.708000e+02
6.600318e+02,7.639257e-03,8.330060e-01,8.304314e-01,1.235660e-01,7.454524e-05,1.387586e+01,-7.655586e-02,1.395242e+01,1.667292e+01,1.708000e+02
6.700323e+02,7.755004e-03,8.334428e-01,8.310364e-01,1.242943e-01,7.120013e-05,1.388147e+01,-7.655586e-02,1.395803e+01,1.667088e+01,1.708000e+02
6.800328e+02,7.870750e-03,8.338230e-01,8.316148e-01,1.249900e-01,6.803551e-05,1.388228e+01,-7.655586e-02,1.395883e+01,1.666421e+01,1.708000e+02
6.900333e+02,7.986496e-03,8.341704e-01,8.321680e-01,1.256550e-01,6.504176e-05,1.388228e+01,-7.655586e-02,1.395883e+01,1.665723e+01,1.708000e+02
7.000338e+02,8.102243e-03,8.344861e-01,8.326974e-01,1.262909e-01,6.220959e-05,1.387690e+01,-7.655586e-02,1.395345e+01,1.664446e+01,1.708000e+02
7.100342e+02,8.217989e-03,8.347959e-01,8.332041e-01,1.268993e-01,5.953012e-05,1.388158e+01,-7.655586e-02,1.395813e+01,1.664386e+01,1.708000e+02
7.200347e+02,8.333735e-03,8.350916e-01,8.336894e-01,1.274816e-01,5.699486e-05,1.388228e+01,-7.655586e-02,1.395883e+01,1.663877e+01,1.708000e+02
7.300352e+02,8.449482e-03,8.354524e-01,8.341544e-01,1.280392e-01,5.459570e-05,1.388228e+01,-7.655586e-02,1.395883e+01,1.663156e+01,1.707096e+02
7.400357e+02,8.565228e-03,8.357196e-01,8.346003e-01,1.285736e-01,5.232496e-05,1.387665e+01,-7.655586e-02,1.395321e+01,1.661948e+01,1.707000e+02
7.500362e+02,8.680974e-03,8.359587e-01,8.350279e-01,1.290858e-01,5.017532e-05,1.388084e+01,-7.655586e-02,1.395740e+01,1.661972e+01,1.707000e+02
7.600367e+02,8.796721e-03,8.362512e-01,8.354383e-01,1.295771e-01,4.813984e-05,1.388228e+01,-7.655586e-02,1.395883e+01,1.661560e+01,1.707000e+02
7.700371e+02,8.912467e-03,8.364757e-01,8.358323e-01,1.300486e-01,4.621199e-05,1.388228e+01,-7.655586e-02,1.395883e+01,1.661112e+01,1.707000e+02
7.800376e+02,9.028213e-03,8.367599e-01,8.362108e-01,1.305014e-01,4.438556e-05,1.388228e+01,-7.655586e-02,1.395883e+01,1.660545e+01,1.707000e+02
7.900381e+02,9.143959e-03,8.369981e-01,8.365746e-01,1.309364e-01,4.265470e-05,1.388228e+01,-7.655586e-02,1.395883e+01,1.660070e+01,1.707000e+02
8.000386e+02,9.259706e-03,8.373244e-01,8.369245e-01,1.313545e-01,4.101391e-05,1.388228e+01,-7.655586e-02,1.395883e+01,1.659420e+01,1.707000e+02
8.100391e+02,9.375452e-03,8.375986e-01,8.372612e-01,1.317567e-01,3.945798e-05,1.388228e+01,-7.655586e-02,1.395883e+01,1.658874e+01,1.707000e+02
8.200395e+02,9.491198e-03,8.378329e-01,8.375853e-01,1.321437e-01,3.798203e-05,1.388228e+01,-7.655586e-02,1.395883e+01,1.658408e+01,1.707000e+02
8.300400e+02,9.606945e-03,8.380330e-01,8.378975e-01,1.325164e-01,3.658144e-05,1.388228e+01,-7.655586e-02,1.395883e+01,1.658011e+01,1.707000e+02
8.400405e+02,9.722691e-03,8.382329e-01,8.381983e-01,1.328754e-01,3.525189e-05,1.388228e+01,-7.655586e-02,1.395883e+01,1.657613e+01,1.707000e+02
8.500410e+02,9.838437e-03,8.384276e-01,8.384884e-01,1.332215e-01,3.398930e-05,1.388228e+01,-7.655586e-02,1.395883e+01,1.657227e+01,1.707000e+02
8.600415e+02,9.954184e-03,8.386183e-01,8.387683e-01,1.335552e-01,3.278983e-05,1.388228e+01,-7.655586e-02,1.395883e+01,1.656848e+01,1.707000e+02
8.700420e+02,1.006993e-02,8.388792e-01,8.390385e-01,1.338773e-01,3.164990e-05,1.388228e+01,-7.655586e-02,1.395883e+01,1.656330e+01,1.707000e+02
8.800424e+02,1.018568e-02,8.391476e-01,8.392995e-01,1.341882e-01,3.056611e-05,1.388228e+01,-7.655586e-02,1.395883e+01,1.655798e+01,1.707000e+02
8.900429e+02,1.030142e-02,8.393591e-01,8.395516e-01,1.344886e-01,2.953529e-05,1.388228e+01,-7.655586e-02,1.395883e+01,1.655379e+01,1.707000e+02
9.000434e+02,1.041717e-02,8.396018e-01,8.397954e-01,1.347790e-01,2.855445e-05,1.388228e+01,-7.655586e-02,1.395883e+01,1.654898e+01,1.707000e+02
9.100439e+02,1.053292e-02,8.397699e-01,8.400312e-01,1.350598e-01,2.762080e-05,1.388228e+01,-7.655586e-02,1.395883e+01,1.654565e+01,1.707000e+02
9.200444e+02,1.064866e-02,8.398735e-01,8.402595e-01,1.353314e-01,2.673168e-05,1.388228e+01,-7.655586e-02,1.395883e+01,1.654360e+01,1.707000e+02
9.300449e+02,1.076441e-02,8.400967e-01,8.404805e-01,1.355944e-01,2.588464e-05,1.388228e+01,-7.655586e-02,1.395883e+01,1.653919e+01,1.707000e+02
9.400453e+02,1.088015e-02,8.403320e-01,8.406946e-01,1.358491e-01,2.507733e-05,1.388228e+01,-7.655586e-02,1.395883e+01,1.653454e+01,1.707000e+02
9.500458e+02,1.099590e-02,8.404534e-01,8.409022e-01,1.360960e-01,2.430758e-05,1.388228e+01,-7.655586e-02,1.395883e+01,1.653214e+01,1.707000e+02
9.600463e+02,1.111165e-02,8.406622e-01,8.411034e-01,1.363353e-01,2.357333e-05,1.388228e+01,-7.655586e-02,1.395883e+01,1.652801e+01,1.707000e+02
9.700468e+02,1.122739e-02,8.408537e-01,8.412987e-01,1.365675e-01,2.287265e-05,1.388228e+01,-7.655586e-02,1.395883e+01,1.652423e+01,1.707000e+02
9.800473e+02,1.134314e-02,8.409122e-01,8.414883e-01,1.367928e-01,2.220373e-05,1.388228e+01,-7.655586e-02,1.395883e+01,1.652307e+01,1.707000e+02
9.900477e+02,1.145889e-02,8.410579e-01,8.416724e-01,1.370116e-01,2.156485e-05,1.388746e+01,-7.655586e-02,1.396401e+01,1.652636e+01,1.707000e+02
1.000048e+03,1.157463e-02,8.412124e-01,8.418513e-01,1.372241e-01,2.095442e-05,1.388363e+01,-7.655586e-02,1.396019e+01,1.651876e+01,1.707000e+02
1.010049e+03,1.169038e-02,8.414103e-01,8.420253e-01,1.374307e-01,2.037092e-05,1.388228e+01,-7.655586e-02,1.395883e+01,1.651325e+01,1.707000e+02
1.020049e+03,1.180612e-02,8.415556e-01,8.421944e-01,1.376316e-01,1.981294e-05,1.388795e+01,-7.655586e-02,1.396450e+01,1.651712e+01,1.707000e+02
1.030050e+03,1.192187e-02,8.416707e-01,8.423590e-01,1.378270e-01,1.927913e-05,1.388324e+01,-7.655586e-02,1.395980e+01,1.650927e+01,1.707000e+02
1.040050e+03,1.203762e-02,8.417426e-01,8.425192e-01,1.380172e-01,1.876824e-05,1.388228e+01,-7.655586e-02,1.395883e+01,1.650670e+01,1.707000e+02
1.050051e+03,1.215336e-02,8.418445e-01,8.426753e-01,1.382023e-01,1.827907e-05,1.388228e+01,-7.655586e-02,1.395883e+01,1.650469e+01,1.707000e+02
1.060051e+03,1.226911e-02,8.420182e-01,8.428273e-01,1.383828e-01,1.781053e-05,1.388228e+01,-7.655586e-02,1.395883e+01,1.650127e+01,1.707000e+02
1.070052e+03,1.238486e-02,8.421976e-01,8.429755e-01,1.385586e-01,1.736154e-05,1.388735e+01,-7.655586e-02,1.396390e+01,1.650376e+01,1.707000e+02
1.080052e+03,1.250060e-02,8.422791e-01,8.431200e-01,1.387300e-01,1.693113e-05,1.388385e+01,-7.655586e-02,1.396040e+01,1.649800e+01,1.707000e+02
1.090053e+03,1.261635e-02,8.423923e-01,8.432610e-01,1.388972e-01,1.651835e-05,1.388781e+01,-7.655586e-02,1.396437e+01,1.650048e+01,1.707000e+02
1.100053e+03,1.273210e-02,8.425387e-01,8.433986e-01,1.390604e-01,1.612233e-05,1.388869e+01,-7.655586e-02,1.396525e+01,1.649864e+01,1.707000e+02
1.110054e+03,1.284784e-02,8.426552e-01,8.435330e-01,1.392197e-01,1.574223e-05,1.388346e+01,-7.655586e-02,1.396002e+01,1.649014e+01,1.707000e+02
1.120054e+03,1.296359e-02,8.427216e-01,8.436642e-01,1.393752e-01,1.537727e-05,1.388228e+01,-7.655586e-02,1.395883e+01,1.648743e+01,1.707000e+02
1.130054e+03,1.307933e-02,8.429151e-01,8.437925e-01,1.395272e-01,1.502671e-05,1.388228e+01,-8.172326e-02,1.396400e+01,1.648459e+01,1.707000e+02
1.140055e+03,1.319508e-02,8.430482e-01,8.439178e-01,1.396758e-01,1.468984e-05,1.388736e+01,-7.787715e-02,1.396523e+01,1.648729e+01,1.707000e+02
1.150055e+03,1.331083e-02,8.431457e-01,8.440404e-01,1.398210e-01,1.436601e-05,1.388384e+01,-7.655586e-02,1.396039e+01,1.648095e+01,1.707000e+02
1.160056e+03,1.342657e-02,8.432610e-01,8.441603e-01,1.399631e-01,1.405459e-05,1.388732e+01,-7.655586e-02,1.396388e+01,1.648283e+01,1.707000e+02
1.170056e+03,1.354232e-02,8.433831e-01,8.442777e-01,1.401021e-01,1.375499e-05,1.388331e+01,-7.655586e-02,1.395986e+01,1.647566e+01,1.707000e+02
1.180057e+03,1.365807e-02,8.435738e-01,8.443926e-01,1.402382e-01,1.346666e-05,1.388228e+01,-7.655586e-02,1.395883e+01,1.647070e+01,1.707000e+02
1.190057e+03,1.377381e-02,8.436403e-01,8.445051e-01,1.403715e-01,1.318906e-05,1.388740e+01,-7.655586e-02,1.396395e+01,1.647547e+01,1.707000e+02
1.200058e+03,1.388956e-02,8.437381e-01,8.446154e-01,1.405020e-01,1.292169e-05,1.388869e+01,-7.655586e-02,1.396525e+01,1.647508e+01,1.707000e+02
1.210058e+03,1.400531e-02,8.439550e-01,8.447234e-01,1.406299e-01,1.266409e-05,1.388372e+01,-7.161994e-02,1.395534e+01,1.646402e+01,1.707000e+02
1.220059e+03,1.412105e-02,8.441190e-01,8.448293e-01,1.407553e-01,1.241580e-05,1.388228e+01,-7.502042e-02,1.395730e+01,1.645973e+01,1.707000e+02
1.230059e+03,1.423680e-02,8.441304e-01,8.449332e-01,1.408783e-01,1.217641e-05,1.388228e+01,-7.655586e-02,1.395883e+01,1.645979e+01,1.707000e+02
1.240060e+03,1.435254e-02,8.441911e-01,8.450351e-01,1.409989e-01,1.194550e-05,1.388722e+01,-7.655586e-02,1.396378e+01,1.646446e+01,1.707000e+02
1.250060e+03,1.446829e-02,8.442365e-01,8.451351e-01,1.411172e-01,1.172270e-05,1.388869e+01,-7.655586e-02,1.396525e+01,1.646531e+01,1.707000e+02
1.260061e+03,1.458404e-02,8.443945e-01,8.452333e-01,1.412333e-01,1.150765e-05,1.388869e+01,-7.655586e-02,1.396525e+01,1.646221e+01,1.707000e+02
1.270061e+03,1.469978e-02,8.444550e-01,8.453297e-01,1.413474e-01,1.130000e-05,1.388869e+01,-6.227020e-02,1.395096e+01,1.645840e+01,1.707000e+02
1.280062e+03,1.481553e-02,8.445302e-01,8.454243e-01,1.414593e-01,1.109943e-05,1.388370e+01,-6.735938e-02,1.395106e+01,1.645196e+01,1.707000e+02
1.290062e+03,1.493128e-02,8.446456e-01,8.455173e-01,1.415694e-01,1.090563e-05,1.388228e+01,-7.019103e-02,1.395247e+01,1.644853e+01,1.707000e+02
1.300063e+03,1.504702e-02,8.446905e-01,8.456088e-01,1.416775e-01,1.071831e-05,1.388735e+01,-7.522630e-02,1.396258e+01,1.645459e+01,1.707000e+02
1.310063e+03,1.516277e-02,8.447611e-01,8.456986e-01,1.417837e-01,1.053719e-05,1.388869e+01,-7.655586e-02,1.396525e+01,1.645504e+01,1.707000e+02
1.320064e+03,1.527851e-02,8.449528e-01,8.457870e-01,1.418882e-01,1.036201e-05,1.388869e+01,-7.092206e-02,1.395961e+01,1.645025e+01,1.707000e+02
1.330064e+03,1.539426e-02,8.450449e-01,8.458739e-01,1.419910e-01,1.019251e-05,1.388869e+01,-7.019103e-02,1.395888e+01,1.644832e+01,1.707000e+02
1.340065e+03,1.551001e-02,8.451272e-01,8.459594e-01,1.420921e-01,1.002846e-05,1.388869e+01,-7.496504e-02,1.396365e+01,1.644758e+01,1.707000e+02
1.350065e+03,1.562575e-02,8.452164e-01,8.460436e-01,1.421916e-01,9.869623e-06,1.388869e+01,-7.655586e-02,1.396525e+01,1.644613e+01,1.707000e+02
1.360066e+03,1.574150e-02,8.452859e-01,8.461264e-01,1.422895e-01,9.715793e-06,1.388869e+01,-7.655586e-02,1.396525e+01,1.644477e+01,1.705475e+02
1.370066e+03,1.585725e-02,8.454397e-01,8.462080e-01,1.423859e-01,9.566762e-06,1.388869e+01,-7.150762e-02,1.396020e+01,1.644084e+01,1.706586e+02
1.380067e+03,1.597299e-02,8.455739e-01,8.462884e-01,1.424808e-01,9.422333e-06,1.388869e+01,-7.019103e-02,1.395888e+01,1.643798e+01,1.707000e+02
1.390067e+03,1.608874e-02,8.456569e-01,8.463675e-01,1.425743e-01,9.282320e-06,1.388869e+01,-7.019103e-02,1.395888e+01,1.643636e+01,1.707000e+02
1.400068e+03,1.620449e-02,8.457388e-01,8.464455e-01,1.426665e-01,9.146547e-06,1.388869e+01,-7.019103e-02,1.395888e+01,1.643476e+01,1.707000e+02
1.410068e+03,1.632023e-02,8.457137e-01,8.465224e-01,1.427573e-01,9.014843e-06,1.388387e+01,-7.019103e-02,1.395406e+01,1.642955e+01,1.707000e+02
1.420068e+03,1.643598e-02,8.457676e-01,8.465981e-01,1.428468e-01,8.887048e-06,1.388729e+01,-7.019103e-02,1.395748e+01,1.643255e+01,1.707000e+02
1.430069e+03,1.655172e-02,8.458535e-01,8.466728e-01,1.429350e-01,8.763009e-06,1.388869e+01,-7.019103e-02,1.395888e+01,1.643253e+01,1.707000e+02
1.440069e+03,1.666747e-02,8.459517e-01,8.467465e-01,1.430221e-01,8.642579e-06,1.388359e+01,-7.525226e-02,1.395884e+01,1.642550e+01,1.707000e+02
1.450070e+03,1.678322e-02,8.460618e-01,8.468192e-01,1.431079e-01,8.525618e-06,1.388228e+01,-7.655586e-02,1.395883e+01,1.642204e+01,1.707000e+02
1.460070e+03,1.689896e-02,8.461348e-01,8.468909e-01,1.431926e-01,8.411993e-06,1.387709e+01,-7.140827e-02,1.394850e+01,1.641355e+01,1.707000e+02
1.470071e+03,1.701471e-02,8.461664e-01,8.469617e-01,1.432761e-01,8.301578e-06,1.388053e+01,-7.019103e-02,1.395073e+01,1.641679e+01,1.707000e+02
1.480071e+03,1.713046e-02,8.462670e-01,8.470315e-01,1.433586e-01,8.194249e-06,1.388228e+01,-7.484637e-02,1.395712e+01,1.641773e+01,1.707000e+02
1.490072e+03,1.724620e-02,8.462474e-01,8.471005e-01,1.434400e-01,8.089893e-06,1.388730e+01,-7.156803e-02,1.395887e+01,1.642346e+01,1.707000e+02
1.500072e+03,1.736195e-02,8.463288e-01,8.471686e-01,1.435204e-01,7.988396e-06,1.388869e+01,-6.531449e-02,1.395400e+01,1.642237e+01,1.707000e+02
1.510073e+03,1.747769e-02,8.464274e-01,8.472359e-01,1.435998e-01,7.889655e-06,1.388869e+01,-6.382676e-02,1.395252e+01,1.642018e+01,1.707000e+02
1.520073e+03,1.759344e-02,8.464676e-01,8.473023e-01,1.436782e-01,7.793567e-06,1.388869e+01,-7.373860e-02,1.396243e+01,1.642120e+01,1.707779e+02
1.530074e+03,1.770919e-02,8.465521e-01,8.473679e-01,1.437557e-01,7.700036e-06,1.388869e+01,-7.139530e-02,1.396008e+01,1.641913e+01,1.708000e+02
1.540074e+03,1.782493e-02,8.466244e-01,8.474328e-01,1.438322e-01,7.608968e-06,1.388869e+01,-7.522634e-02,1.396392e+01,1.641841e+01,1.708000e+02
