1.000000000000000000e+00,6.499999999999999702e-03,9.749999999999999778e-01,9.685000000000000275e-01,8.323589999999999600e-01,8.860422000000000020e-01,3.482807999999999808e-05,1.534587999999999871e-07,1.388808672920650089e+01,-7.755880200525815116e-02,1.717644277605162415e+02
2.000000000000000000e+00,9.799999999999999822e-01,2.017999999999999794e+00,1.038000000000000034e+00,8.865813999999999639e-01,8.940768000000000049e-01,1.700093000000000002e-07,5.961988000000000195e-08,2.198856926413200696e+01,7.885099878470287038e+00,1.708138897089976638e+02
3.000000000000000000e+00,2.023000000000000131e+00,2.951000000000000068e+00,9.280000000000000471e-01,8.953893000000000546e-01,9.088359999999999772e-01,6.152663000000000015e-07,7.580658999999999351e-08,2.198584370915439834e+01,4.030267271763532833e+00,1.701799087802444319e+02
4.000000000000000000e+00,2.959999999999999964e+00,3.950000000000000178e+00,9.899999999999999911e-01,9.105801000000000034e-01,9.201835000000000431e-01,3.543713000000000201e-07,6.340355999999999524e-08,2.198426363338789002e+01,-8.402287767360300252e-02,1.703887168809913533e+02
5.000000000000000000e+00,3.987999999999999989e+00,4.995000000000000107e+00,1.006999999999999895e+00,9.202443000000000151e-01,9.223263999999999907e-01,3.874648999999999903e-08,3.974710999999999717e-09,2.998360443512240181e+01,7.905054742788184541e+00,1.703560078611653807e+02
6.000000000000000000e+00,5.004999999999999893e+00,5.990000000000000213e+00,9.849999999999999867e-01,9.228811999999999571e-01,9.282072000000000100e-01,5.100257999999999797e-07,4.169084000000000117e-08,2.996457488896721699e+01,4.016187772059687688e+00,1.701917284925390845e+02
7.000000000000000000e+00,6.019999999999999574e+00,6.910000000000000142e+00,8.900000000000000133e-01,9.283768999999999494e-01,9.321835000000000537e-01,1.635490000000000042e-07,2.513470000000000007e-08,2.995769500260077578e+01,-8.320737287906369850e-02,1.702291768530559182e+02
8.000000000000000000e+00,7.110000000000000320e+00,8.105999999999999872e+00,9.959999999999999964e-01,9.321641000000000510e-01,9.343639999999999723e-01,2.742437999999999996e-08,2.735982000000000034e-08,3.800880119219149833e+01,7.975322882175225558e+00,1.704216401696490379e+02
9.000000000000000000e+00,8.109999999999999432e+00,9.029999999999999361e+00,9.200000000000000400e-01,9.345750000000000446e-01,9.363008000000000441e-01,5.757522000000000169e-08,5.007352000000000308e-09,3.800258976349226714e+01,4.012156679582337127e+00,1.701315490501949910e+02
1.000000000000000000e+01,9.054999999999999716e+00,1.090000000000000036e+01,1.844999999999999973e+00,9.362508999999999970e-01,9.394812000000000163e-01,6.594861000000000518e-08,1.275712999999999977e-08,3.799145948811241880e+01,1.059504895612859571e-01,1.700323681513079634e+02
1.100000000000000000e+01,1.099600000000000044e+01,1.194899999999999984e+01,9.529999999999999583e-01,9.410241999999999774e-01,9.414755999999999680e-01,5.826584999999999893e-09,5.823791000000000119e-09,3.797967917779937608e+01,7.943223345640030075e+00,1.704210607845518552e+02
1.200000000000000000e+01,1.199000000000000021e+01,1.327999999999999936e+01,1.290000000000000036e+00,9.416495999999999755e-01,9.424152999999999558e-01,7.295968000000000173e-09,7.290041000000000096e-09,3.797166706172617978e+01,-5.733250007970572271e-02,1.699443940606495573e+02
