Analysis by Brandon Lampe, performed on: 2016/07/04 09:53:07
Experimental results below begin at: 2015/07/19 12:21:39
Duration (sec),Duration (day),Elapsed Time (sec),Elapsed Time (day),Interpolated Fractional Density,Fit to Fractional Density,Fit to Volume Strain,Fit to Volume Strain Rate (1/sec),Confining Pressure (MPa),Pore Pressure (MPa),Terzaghi Pressure (MPa),Solid Pressure (MPa),Temperature (C))
1.595376e+05,1.846500e+00,0.000000e+00,0.000000e+00,9.428234e-01,9.428503e-01,2.853402e-05,-2.365998e-06,1.334953e+01,0.000000e+00,1.334953e+01,1.415910e+01,1.817702e+02
1.595477e+05,1.846617e+00,1.008000e+01,1.166667e-04,9.428133e-01,9.428278e-01,4.684756e-06,-2.366026e-06,1.314695e+01,0.000000e+00,1.314695e+01,1.394438e+01,1.817400e+02
1.595578e+05,1.846733e+00,2.016000e+01,2.333333e-04,9.428032e-01,9.428053e-01,-1.916508e-05,-2.298260e-06,1.294436e+01,0.000000e+00,1.294436e+01,1.372965e+01,1.817097e+02
1.595678e+05,1.846850e+00,3.024000e+01,3.500000e-04,9.427863e-01,9.427841e-01,-4.164817e-05,-2.198364e-06,1.275338e+01,0.000000e+00,1.275338e+01,1.352733e+01,1.816932e+02
1.595779e+05,1.846967e+00,4.032000e+01,4.666667e-04,9.427662e-01,9.427635e-01,-6.348409e-05,-2.166285e-06,1.256791e+01,0.000000e+00,1.256791e+01,1.333089e+01,1.816831e+02
1.595880e+05,1.847083e+00,5.040000e+01,5.833333e-04,9.427460e-01,9.427430e-01,-8.532048e-05,-2.166333e-06,1.238244e+01,0.000000e+00,1.238244e+01,1.313444e+01,1.816730e+02
1.595981e+05,1.847200e+00,6.048000e+01,7.000000e-04,9.427258e-01,9.427224e-01,-1.071574e-04,-2.166380e-06,1.219697e+01,0.000000e+00,1.219697e+01,1.293798e+01,1.816629e+02
1.596082e+05,1.847317e+00,7.056000e+01,8.166667e-04,9.427057e-01,9.427018e-01,-1.289947e-04,-2.166427e-06,1.201150e+01,0.000000e+00,1.201150e+01,1.274151e+01,1.816528e+02
1.596182e+05,1.847433e+00,8.064000e+01,9.333333e-04,9.426855e-01,9.426812e-01,-1.508325e-04,-2.166475e-06,1.182602e+01,0.000000e+00,1.182602e+01,1.254504e+01,1.816428e+02
1.596283e+05,1.847550e+00,9.072000e+01,1.050000e-03,9.426654e-01,9.426606e-01,-1.726708e-04,-2.166522e-06,1.164055e+01,0.000000e+00,1.164055e+01,1.234855e+01,1.816327e+02
1.596384e+05,1.847667e+00,1.008000e+02,1.166667e-03,9.426452e-01,9.426400e-01,-1.945096e-04,-2.166569e-06,1.145508e+01,0.000000e+00,1.145508e+01,1.215206e+01,1.816226e+02
1.596485e+05,1.847783e+00,1.108800e+02,1.283333e-03,9.426250e-01,9.426194e-01,-2.163489e-04,-2.166617e-06,1.126961e+01,0.000000e+00,1.126961e+01,1.195556e+01,1.816125e+02
1.596586e+05,1.847900e+00,1.209600e+02,1.400000e-03,9.426049e-01,9.425989e-01,-2.381886e-04,-2.130655e-06,1.108414e+01,0.000000e+00,1.108414e+01,1.175905e+01,1.816024e+02
