Analysis by Brandon Lampe, performed on: 2016/08/19 14:24:52
Experimental results below begin at: 2016/08/12 15:03:15
Duration (sec),Duration (day),Elapsed Time (sec),Elapsed Time (day),Interpolated Fractional Density,Fit to Fractional Density,Fit to Volume Strain,Fit to Volume Strain Rate (1/sec),Confining Pressure (MPa),Pore Pressure (MPa),Terzaghi Pressure (MPa),Solid Pressure (MPa),Temperature (C))
1.758240e+05,2.035000e+00,0.000000e+00,0.000000e+00,8.885701e-01,8.886913e-01,1.364214e-04,-7.799739e-09,2.998658e+01,2.488850e+01,5.098082e+00,3.062590e+01,1.717636e+02
1.758340e+05,2.035116e+00,1.000013e+01,1.157422e-04,8.885030e-01,8.886912e-01,1.363434e-04,-7.799739e-09,2.999857e+01,2.492062e+01,5.077943e+00,3.063579e+01,1.718583e+02
1.758440e+05,2.035231e+00,2.000026e+01,2.314845e-04,8.885379e-01,8.886912e-01,1.362654e-04,-7.799740e-09,3.000817e+01,2.494730e+01,5.060878e+00,3.064303e+01,1.719512e+02
1.758540e+05,2.035347e+00,3.000038e+01,3.472267e-04,8.886269e-01,8.886911e-01,1.361874e-04,-7.799741e-09,3.001950e+01,2.497570e+01,5.043797e+00,3.065165e+01,1.720572e+02
1.758640e+05,2.035463e+00,4.000051e+01,4.629689e-04,8.886231e-01,8.886910e-01,1.361094e-04,-7.799741e-09,3.003257e+01,2.500207e+01,5.030497e+00,3.066308e+01,1.721608e+02
1.758740e+05,2.035579e+00,5.000064e+01,5.787111e-04,8.887766e-01,8.886910e-01,1.360314e-04,-7.799742e-09,3.003355e+01,2.502223e+01,5.011319e+00,3.066068e+01,1.722625e+02
1.758840e+05,2.035694e+00,6.000077e+01,6.944534e-04,8.888108e-01,8.886909e-01,1.359534e-04,-7.799742e-09,3.000246e+01,2.505035e+01,4.952115e+00,3.062196e+01,1.723620e+02
1.758940e+05,2.035810e+00,7.000090e+01,8.101956e-04,8.887035e-01,8.886908e-01,1.358754e-04,-7.799743e-09,2.995937e+01,2.507123e+01,4.888145e+00,3.057154e+01,1.724000e+02
1.759040e+05,2.035926e+00,8.000103e+01,9.259378e-04,8.886657e-01,8.886908e-01,1.357974e-04,-7.799744e-09,2.995718e+01,2.508321e+01,4.873978e+00,3.056781e+01,1.724584e+02
1.759140e+05,2.036042e+00,9.000115e+01,1.041680e-03,8.886899e-01,8.886907e-01,1.357194e-04,-7.799744e-09,2.997242e+01,2.509174e+01,4.880674e+00,3.058373e+01,1.725000e+02
1.759240e+05,2.036157e+00,1.000013e+02,1.157422e-03,8.886452e-01,8.886906e-01,1.356414e-04,-7.799745e-09,2.998220e+01,2.509843e+01,4.883764e+00,3.059417e+01,1.725000e+02
1.759340e+05,2.036273e+00,1.100014e+02,1.273164e-03,8.885931e-01,8.886905e-01,1.355634e-04,-7.799745e-09,2.998872e+01,2.510110e+01,4.887620e+00,3.060151e+01,1.725610e+02
1.759440e+05,2.036389e+00,1.200015e+02,1.388907e-03,8.886170e-01,8.886905e-01,1.354854e-04,-7.799746e-09,2.999117e+01,2.510110e+01,4.890069e+00,3.060411e+01,1.726000e+02
1.759540e+05,2.036505e+00,1.300017e+02,1.504649e-03,8.886949e-01,8.886904e-01,1.354074e-04,-7.799747e-09,2.999117e+01,2.509720e+01,4.893973e+00,3.060412e+01,1.726000e+02
1.759640e+05,2.036620e+00,1.400018e+02,1.620391e-03,8.887265e-01,8.886903e-01,1.353294e-04,-7.799747e-09,2.998716e+01,2.509077e+01,4.896389e+00,3.060021e+01,1.725360e+02
1.759740e+05,2.036736e+00,1.500019e+02,1.736133e-03,8.886028e-01,8.886903e-01,1.352514e-04,-7.799748e-09,2.998118e+01,2.508477e+01,4.896414e+00,3.059501e+01,1.725000e+02
1.759840e+05,2.036852e+00,1.600021e+02,1.851876e-03,8.885681e-01,8.886902e-01,1.351734e-04,-7.799748e-09,2.997855e+01,2.507887e+01,4.899685e+00,3.059300e+01,1.725000e+02
1.759940e+05,2.036968e+00,1.700022e+02,1.967618e-03,8.886224e-01,8.886901e-01,1.350954e-04,-7.799749e-09,2.997855e+01,2.506918e+01,4.909369e+00,3.059388e+01,1.725000e+02
1.760040e+05,2.037083e+00,1.800023e+02,2.083360e-03,8.887721e-01,8.886901e-01,1.350174e-04,-7.799750e-09,2.997494e+01,2.505952e+01,4.915419e+00,3.059009e+01,1.724424e+02
1.760140e+05,2.037199e+00,1.900024e+02,2.199102e-03,8.888607e-01,8.886900e-01,1.349394e-04,-7.799750e-09,2.997228e+01,2.504756e+01,4.924720e+00,3.058804e+01,1.724000e+02
