92,42212.66373,1.163726852,0,0,2.04907,-0.153076,-29008.1,0.0508453,-0.614959,90.2,92.2,22.1,-262.2,21.8,86.7,50.662,507.213,-0.0606051,0.343704,0.10936,0,0,9.313232137,9.313232137,9.313232137,0,165,0,0,0,0,0.861424983,0.709947794,0.861424983,0.861424983,0.861424983,0.861424983
93,42212.66384,1.163842593,0,0,4.8186,-0.153076,-29008.1,0.0508268,-0.615776,91.8,92,22.1,-270,21.8,87.3,50.662,507.213,-0.0606051,0.344466,0.110229,-0.00193548,-0.00220726,9.311296657,9.311024877,9.311160767,0,165,-0.453187864,-0.516810358,-0.484999546,-0.484999546,0.861424983,0.709947794,0.861930094,0.862001054,0.861965574,0.861965573
94,42212.66397,1.163969907,0,0,18.3586,-0.153076,-29008.1,0.0508453,-0.615525,93.6,91.7,22.1,-135.8,21.8,88.1,50.662,507.213,-0.0606051,0.340963,0.110043,0.00696214,-0.00173482,9.320194277,9.311497317,9.315845797,0,165,1.631626671,-0.406212016,0.612261991,0.612261991,0.861424983,0.709947794,0.859611306,0.861877709,0.860744508,0.860743511
95,42212.66407,1.164074074,0,0,94.0596,-0.153076,-29008.1,0.0508453,-0.615336,95.4,91.5,22.1,-270,21.8,88.1,50.662,507.213,-0.062378,0.340871,0.109453,0.00719582,-0.00023622,9.320427957,9.312995917,9.316711937,0,165,1.686430839,-0.05531978,0.815230287,0.815230287,0.861424983,0.709947794,0.85955052,0.861486609,0.860518565,0.860517837
96,42212.66419,1.164189815,0,0,264.848,-0.153076,-29008.1,0.0508453,-0.615776,97.1,91.2,22.1,-61.4,21.9,88.1,50.6737,507.213,-0.0606051,0.342486,0.109857,0.00309372,-0.00126238,9.316325857,9.311969757,9.314147807,0,165,0.724753251,-0.295603165,0.214463337,0.214463337,0.861424983,0.709947794,0.860618421,0.861754387,0.861186404,0.861186154
97,42212.66431,1.164305556,0,0,579.345,-0.153076,-29008.1,0.0508453,-0.615148,99.1,91.1,22.1,-270,21.8,88.3,50.6854,507.213,-0.062378,0.345045,0.110632,-0.00340614,-0.00323088,9.309825997,9.310001257,9.309913627,0,165,-0.79742135,-0.756404051,-0.776912881,-0.776912881,0.861424983,0.709947794,0.862314164,0.862268382,0.862291273,0.862291273
98,42212.66442,1.164421296,0,0,688.588,-0.153076,-29008.1,0.0508453,-0.615965,101,90.8,22.1,-270,21.9,88.4,50.6854,507.213,-0.062378,0.346842,0.111283,-0.00797052,-0.00488442,9.305261617,9.308347717,9.306804667,0,165,-1.865145384,-1.143335823,-1.504296628,-1.504296628,0.861424983,0.709947794,0.86350763,0.862700454,0.863104042,0.863103916
99,42212.66454,1.164537037,0,0,757.827,-0.153076,-29008.1,0.0508453,-0.614959,103.2,90.6,22,-270,21.8,88.3,50.6854,507.213,-0.0606051,0.347878,0.111873,-0.01060196,-0.00638302,9.302630177,9.306849117,9.304739647,0,165,-2.48026031,-1.493900148,-1.987184912,-1.987184912,0.861424983,0.709947794,0.864196686,0.86309229,0.863644488,0.863644252
100,42212.66465,1.164652778,0,0,870.762,-0.153076,-29008.1,0.0508453,-0.61477,105.6,90.4,22.1,-75.4,21.9,88.5,50.6854,507.213,-0.062378,0.347329,0.112183,-0.0092075,-0.00717042,9.304024637,9.306061717,9.305043177,0,165,-2.154337474,-1.678052607,-1.916219447,-1.916219447,0.861424983,0.709947794,0.863831448,0.863298266,0.863564857,0.863564802
101,42212.66478,1.164780093,0,0,964.927,-0.153076,-29008.1,0.0508453,-0.615776,107.5,90.2,22,-270,21.8,88.6,50.6854,507.213,-0.062378,0.348456,0.113051,-0.01207008,-0.00937514,9.301162057,9.303856997,9.302509527,0,165,-2.823300625,-2.193524292,-2.508455163,-2.508455163,0.861424983,0.709947794,0.86458144,0.863875346,0.864228393,0.864228297
